Time,i0_x,i0_y,i0_z,mag1_x,mag1_y,mag1_z,mag2_x,mag2_y,mag2_z,
12.6351,0.401768,0.915741,-0.000765504,0.935968,-0.352077,0.00251588,0.999515,0.0311266,-0.000302229,
12.6452,0.4013,0.915946,-0.000772771,0.935059,-0.354482,0.00253645,0.999503,0.0315122,-0.000306369,
12.6553,0.400827,0.916154,-0.000780063,0.934138,-0.356904,0.00255695,0.999491,0.0319009,-0.000310504,
12.6654,0.400347,0.916363,-0.000787381,0.933202,-0.359342,0.00257738,0.999478,0.0322929,-0.000314634,
12.6755,0.399863,0.916575,-0.000794724,0.932254,-0.361796,0.00259773,0.999466,0.032688,-0.000318758,
12.6856,0.399372,0.916789,-0.000802091,0.931291,-0.364266,0.00261799,0.999452,0.0330862,-0.000322876,
12.6957,0.398875,0.917005,-0.000809477,0.930315,-0.366753,0.00263816,0.999439,0.0334876,-0.000326986,
12.7058,0.398373,0.917223,-0.000816879,0.929324,-0.369255,0.00265822,0.999425,0.0338921,-0.000331086,
12.7159,0.397864,0.917444,-0.000824292,0.92832,-0.371772,0.00267818,0.999412,0.0342998,-0.000335174,
12.726,0.39735,0.917667,-0.000831712,0.927302,-0.374305,0.00269802,0.999397,0.0347106,-0.000339249,
12.7361,0.39683,0.917892,-0.000839136,0.926269,-0.376852,0.00271774,0.999383,0.0351245,-0.000343309,
12.7462,0.396304,0.918119,-0.000846558,0.925222,-0.379415,0.00273734,0.999368,0.0355414,-0.000347353,
12.7563,0.395772,0.918348,-0.000853978,0.924161,-0.381993,0.00275679,0.999353,0.0359615,-0.000351378,
12.7664,0.395234,0.91858,-0.000861392,0.923086,-0.384585,0.00277611,0.999338,0.0363846,-0.000355385,
12.7765,0.39469,0.918814,-0.000868801,0.921995,-0.387191,0.00279527,0.999322,0.0368107,-0.000359373,
12.7866,0.39414,0.91905,-0.000876204,0.920891,-0.389811,0.00281426,0.999306,0.0372398,-0.000363339,
12.7967,0.393584,0.919288,-0.000883599,0.919771,-0.392445,0.00283309,0.99929,0.037672,-0.000367285,
12.8068,0.393022,0.919529,-0.000890984,0.918637,-0.395093,0.00285173,0.999274,0.0381071,-0.000371207,
12.8169,0.392454,0.919771,-0.000898359,0.917488,-0.397753,0.00287018,0.999257,0.0385451,-0.000375105,
12.827,0.39188,0.920016,-0.000905718,0.916324,-0.400427,0.00288843,0.99924,0.0389861,-0.000378977,
12.8371,0.3913,0.920263,-0.000913058,0.915145,-0.403114,0.00290647,0.999222,0.03943,-0.00038282,
12.8472,0.390714,0.920512,-0.000920375,0.913952,-0.405812,0.00292429,0.999205,0.0398768,-0.000386633,
12.8573,0.390122,0.920763,-0.000927663,0.912743,-0.408523,0.00294189,0.999186,0.0403264,-0.000390413,
12.8674,0.389524,0.921016,-0.000934919,0.911519,-0.411246,0.00295926,0.999168,0.0407789,-0.000394159,
12.8775,0.38892,0.921271,-0.000942137,0.910281,-0.413981,0.00297639,0.999149,0.0412341,-0.000397868,
12.8876,0.38831,0.921528,-0.000949314,0.909027,-0.416726,0.00299328,0.99913,0.0416921,-0.000401541,
12.8977,0.387695,0.921787,-0.000956448,0.907758,-0.419482,0.00300992,0.999111,0.0421529,-0.000405175,
12.9078,0.387073,0.922049,-0.000963537,0.906475,-0.422249,0.0030263,0.999091,0.0426163,-0.00040877,
12.9179,0.386445,0.922312,-0.000970579,0.905176,-0.425027,0.00304242,0.999071,0.0430824,-0.000412327,
12.928,0.385812,0.922577,-0.000977574,0.903862,-0.427814,0.00305827,0.999051,0.043551,-0.000415843,
12.9381,0.385172,0.922844,-0.000984521,0.902533,-0.43061,0.00307385,0.99903,0.0440223,-0.00041932,
12.9482,0.384527,0.923113,-0.000991419,0.901188,-0.433416,0.00308914,0.999009,0.0444961,-0.000422756,
12.9583,0.383876,0.923384,-0.000998266,0.899829,-0.436231,0.00310416,0.998988,0.0449725,-0.00042615,
12.9684,0.383219,0.923657,-0.00100506,0.898455,-0.439055,0.00311889,0.998966,0.0454513,-0.000429503,
12.9785,0.382557,0.923931,-0.0010118,0.897066,-0.441886,0.00313333,0.998944,0.0459325,-0.000432813,
12.9886,0.381889,0.924208,-0.00101848,0.895661,-0.444725,0.00314749,0.998922,0.0464162,-0.000436079,
12.9987,0.381215,0.924486,-0.00102509,0.894242,-0.447572,0.00316135,0.998899,0.0469022,-0.0004393,
13.0088,0.380535,0.924766,-0.00103165,0.892808,-0.450426,0.00317491,0.998876,0.0473906,-0.000442476,
13.0189,0.37985,0.925048,-0.00103813,0.891359,-0.453287,0.00318818,0.998853,0.0478812,-0.000445606,
13.029,0.379159,0.925331,-0.00104455,0.889895,-0.456154,0.00320114,0.998829,0.0483741,-0.000448689,
13.0391,0.378463,0.925616,-0.0010509,0.888416,-0.459027,0.00321381,0.998805,0.0488692,-0.000451726,
13.0492,0.377761,0.925903,-0.00105718,0.886923,-0.461906,0.00322617,0.998781,0.0493665,-0.000454716,
13.0593,0.377054,0.926191,-0.00106338,0.885415,-0.464791,0.00323822,0.998756,0.0498659,-0.000457659,
13.0694,0.376341,0.926481,-0.00106951,0.883892,-0.46768,0.00324996,0.998731,0.0503673,-0.000460556,
13.0795,0.375623,0.926772,-0.00107557,0.882354,-0.470574,0.0032614,0.998705,0.0508709,-0.000463406,
13.0896,0.3749,0.927065,-0.00108155,0.880802,-0.473473,0.00327252,0.998679,0.0513764,-0.000466208,
13.0997,0.374171,0.927359,-0.00108745,0.879236,-0.476375,0.00328333,0.998653,0.0518839,-0.000468963,
13.1098,0.373438,0.927655,-0.00109328,0.877655,-0.479281,0.00329382,0.998626,0.0523933,-0.000471671,
13.1199,0.372699,0.927952,-0.00109902,0.876061,-0.48219,0.00330401,0.998599,0.0529046,-0.00047433,
13.13,0.371955,0.92825,-0.00110469,0.874451,-0.485102,0.00331388,0.998572,0.0534177,-0.000476941,
13.1401,0.371206,0.92855,-0.00111027,0.872828,-0.488016,0.00332344,0.998544,0.0539326,-0.000479502,
13.1502,0.370452,0.928851,-0.00111576,0.871191,-0.490933,0.00333269,0.998516,0.0544493,-0.000482015,
13.1603,0.369693,0.929153,-0.00112118,0.86954,-0.493852,0.00334164,0.998488,0.0549677,-0.000484479,
13.1704,0.368929,0.929457,-0.0011265,0.867875,-0.496772,0.00335028,0.998459,0.0554878,-0.000486895,
13.1805,0.36816,0.929762,-0.00113174,0.866196,-0.499693,0.00335861,0.99843,0.0560095,-0.000489263,
13.1906,0.367387,0.930068,-0.00113689,0.864504,-0.502615,0.00336665,0.998401,0.0565328,-0.000491584,
13.2007,0.366609,0.930375,-0.00114196,0.862798,-0.505538,0.00337438,0.998371,0.0570577,-0.000493859,
13.2108,0.365826,0.930683,-0.00114694,0.861079,-0.508461,0.00338182,0.998341,0.0575841,-0.000496089,
13.2209,0.365039,0.930992,-0.00115184,0.859346,-0.511383,0.00338897,0.99831,0.0581119,-0.000498273,
13.231,0.364247,0.931302,-0.00115665,0.8576,-0.514306,0.00339583,0.998279,0.0586412,-0.000500414,
13.2411,0.36345,0.931613,-0.00116138,0.855841,-0.517227,0.0034024,0.998248,0.0591719,-0.00050251,
13.2512,0.36265,0.931925,-0.00116603,0.85407,-0.520148,0.00340869,0.998216,0.0597039,-0.000504564,
13.2613,0.361844,0.932238,-0.00117058,0.852285,-0.523067,0.0034147,0.998184,0.0602373,-0.000506575,
13.2714,0.361035,0.932552,-0.00117506,0.850487,-0.525984,0.00342043,0.998152,0.060772,-0.000508543,
13.2815,0.360221,0.932866,-0.00117945,0.848677,-0.5289,0.0034259,0.998119,0.0613079,-0.00051047,
13.2916,0.359403,0.933182,-0.00118375,0.846855,-0.531813,0.00343109,0.998086,0.061845,-0.000512354,
13.3017,0.358581,0.933498,-0.00118797,0.84502,-0.534724,0.00343602,0.998052,0.0623833,-0.000514198,
13.3118,0.357755,0.933815,-0.0011921,0.843173,-0.537632,0.0034407,0.998018,0.0629228,-0.000516001,
13.3219,0.356925,0.934132,-0.00119615,0.841313,-0.540537,0.00344511,0.997984,0.0634634,-0.000517765,
13.332,0.356091,0.93445,-0.00120012,0.839442,-0.543438,0.00344927,0.997949,0.064005,-0.000519489,
13.3421,0.355254,0.934769,-0.001204,0.837559,-0.546336,0.00345319,0.997914,0.0645477,-0.000521175,
13.3522,0.354412,0.935089,-0.0012078,0.835664,-0.549231,0.00345686,0.997879,0.0650915,-0.000522824,
13.3623,0.353567,0.935409,-0.00121152,0.833757,-0.552121,0.00346029,0.997843,0.0656362,-0.000524436,
13.3724,0.352717,0.935729,-0.00121516,0.831839,-0.555006,0.00346348,0.997807,0.0661818,-0.000526012,
13.3825,0.351865,0.93605,-0.00121872,0.829909,-0.557888,0.00346643,0.997771,0.0667284,-0.000527552,
13.3926,0.351008,0.936372,-0.0012222,0.827968,-0.560764,0.00346917,0.997734,0.0672759,-0.000529057,
13.4027,0.350149,0.936693,-0.0012256,0.826016,-0.563635,0.00347167,0.997697,0.0678242,-0.000530528,
13.4128,0.349285,0.937016,-0.00122891,0.824053,-0.566501,0.00347396,0.99766,0.0683734,-0.000531966,
13.4229,0.348419,0.937338,-0.00123216,0.82208,-0.569362,0.00347604,0.997622,0.0689234,-0.000533371,
13.433,0.347548,0.937661,-0.00123532,0.820095,-0.572217,0.00347791,0.997584,0.0694741,-0.000534744,
13.4431,0.346675,0.937984,-0.00123841,0.8181,-0.575066,0.00347958,0.997545,0.0700256,-0.000536085,
13.4532,0.345799,0.938308,-0.00124142,0.816094,-0.577909,0.00348104,0.997506,0.0705779,-0.000537396,
13.4633,0.344919,0.938632,-0.00124436,0.814078,-0.580745,0.00348232,0.997467,0.0711308,-0.000538678,
13.4734,0.344036,0.938956,-0.00124723,0.812051,-0.583576,0.0034834,0.997427,0.0716844,-0.000539931,
13.4835,0.34315,0.93928,-0.00125002,0.810015,-0.586399,0.0034843,0.997387,0.0722387,-0.000541157,
13.4936,0.342261,0.939604,-0.00125275,0.807968,-0.589216,0.00348502,0.997347,0.0727936,-0.000542356,
13.5037,0.341369,0.939928,-0.00125541,0.805912,-0.592025,0.00348556,0.997306,0.073349,-0.000543529,
13.5138,0.340474,0.940253,-0.001258,0.803846,-0.594828,0.00348594,0.997265,0.0739051,-0.000544676,
13.5239,0.339577,0.940578,-0.00126052,0.80177,-0.597623,0.00348614,0.997224,0.0744618,-0.000545799,
13.534,0.338676,0.940902,-0.00126297,0.799684,-0.60041,0.00348619,0.997182,0.0750189,-0.000546898,
13.5441,0.337773,0.941227,-0.00126536,0.79759,-0.60319,0.00348607,0.99714,0.0755767,-0.000547974,
13.5542,0.336867,0.941551,-0.00126769,0.795486,-0.605962,0.0034858,0.997097,0.0761349,-0.000549027,
13.5643,0.335958,0.941876,-0.00126995,0.793372,-0.608727,0.00348538,0.997055,0.0766936,-0.000550057,
13.5744,0.335047,0.9422,-0.00127214,0.79125,-0.611483,0.00348482,0.997011,0.0772527,-0.000551067,
13.5845,0.334133,0.942525,-0.00127428,0.789119,-0.61423,0.00348411,0.996968,0.0778123,-0.000552055,
13.5946,0.333217,0.942849,-0.00127635,0.786979,-0.61697,0.00348327,0.996924,0.0783723,-0.000553023,
13.6047,0.332298,0.943173,-0.00127837,0.78483,-0.619701,0.00348229,0.99688,0.0789328,-0.000553971,
13.6148,0.331377,0.943497,-0.00128032,0.782673,-0.622423,0.00348118,0.996835,0.0794936,-0.0005549,
13.6249,0.330454,0.943821,-0.00128222,0.780508,-0.625137,0.00347994,0.99679,0.0800548,-0.000555811,
13.635,0.329528,0.944145,-0.00128406,0.778333,-0.627841,0.00347858,0.996745,0.0806164,-0.000556704,
13.6451,0.3286,0.944468,-0.00128584,0.776151,-0.630537,0.00347711,0.996699,0.0811783,-0.00055758,
13.6552,0.32767,0.944792,-0.00128758,0.773961,-0.633224,0.00347551,0.996653,0.0817406,-0.00055844,
13.6653,0.326737,0.945114,-0.00128925,0.771762,-0.635901,0.00347381,0.996607,0.0823032,-0.000559283,
13.6754,0.325802,0.945437,-0.00129088,0.769556,-0.63857,0.003472,0.996561,0.0828661,-0.000560112,
13.6855,0.324866,0.945759,-0.00129245,0.767342,-0.641229,0.00347008,0.996514,0.0834293,-0.000560926,
13.6956,0.323927,0.946081,-0.00129397,0.76512,-0.643878,0.00346806,0.996466,0.0839928,-0.000561725,
13.7057,0.322986,0.946403,-0.00129544,0.762891,-0.646518,0.00346595,0.996419,0.0845565,-0.000562512,
13.7158,0.322043,0.946724,-0.00129686,0.760654,-0.649148,0.00346375,0.996371,0.0851205,-0.000563285,
13.7259,0.321098,0.947045,-0.00129824,0.75841,-0.651769,0.00346145,0.996322,0.0856847,-0.000564047,
13.736,0.320151,0.947365,-0.00129957,0.756158,-0.65438,0.00345907,0.996273,0.0862492,-0.000564797,
13.7461,0.319203,0.947686,-0.00130085,0.753899,-0.656981,0.0034566,0.996224,0.086814,-0.000565536,
13.7562,0.318252,0.948005,-0.00130209,0.751633,-0.659572,0.00345405,0.996175,0.0873789,-0.000566264,
13.7663,0.3173,0.948324,-0.00130328,0.74936,-0.662153,0.00345142,0.996125,0.087944,-0.000566982,
13.7764,0.316346,0.948643,-0.00130444,0.747081,-0.664724,0.00344872,0.996075,0.0885094,-0.000567691,
13.7865,0.315391,0.948961,-0.00130555,0.744794,-0.667285,0.00344595,0.996025,0.0890749,-0.00056839,
13.7966,0.314433,0.949279,-0.00130662,0.742501,-0.669836,0.0034431,0.995974,0.0896407,-0.00056908,
13.8067,0.313474,0.949596,-0.00130764,0.740201,-0.672377,0.00344019,0.995923,0.0902066,-0.000569761,
13.8168,0.312513,0.949912,-0.00130863,0.737895,-0.674907,0.00343722,0.995871,0.0907726,-0.000570434,
13.8269,0.311551,0.950228,-0.00130958,0.735582,-0.677427,0.00343418,0.99582,0.0913389,-0.0005711,
13.837,0.310587,0.950544,-0.00131049,0.733263,-0.679937,0.00343108,0.995768,0.0919053,-0.000571758,
13.8471,0.309622,0.950859,-0.00131137,0.730937,-0.682436,0.00342793,0.995715,0.0924718,-0.000572408,
13.8572,0.308655,0.951173,-0.0013122,0.728606,-0.684925,0.00342472,0.995662,0.0930385,-0.000573053,
13.8673,0.307687,0.951487,-0.001313,0.726268,-0.687403,0.00342145,0.995609,0.0936054,-0.000573691,
13.8774,0.306717,0.9518,-0.00131377,0.723925,-0.689871,0.00341814,0.995556,0.0941723,-0.000574323,
13.8875,0.305746,0.952112,-0.0013145,0.721575,-0.692328,0.00341478,0.995502,0.0947394,-0.00057495,
13.8976,0.304774,0.952424,-0.0013152,0.71922,-0.694774,0.00341137,0.995448,0.0953067,-0.000575572,
13.9077,0.3038,0.952735,-0.00131587,0.716859,-0.69721,0.00340792,0.995393,0.095874,-0.00057619,
13.9178,0.302825,0.953045,-0.0013165,0.714492,-0.699636,0.00340443,0.995338,0.0964415,-0.000576803,
13.9279,0.301848,0.953355,-0.00131711,0.712119,-0.70205,0.0034009,0.995283,0.097009,-0.000577412,
13.938,0.30087,0.953664,-0.00131768,0.709741,-0.704454,0.00339733,0.995228,0.0975767,-0.000578017,
13.9481,0.299891,0.953972,-0.00131822,0.707358,-0.706847,0.00339373,0.995172,0.0981445,-0.00057862,
13.9582,0.298911,0.95428,-0.00131874,0.704969,-0.70923,0.00339009,0.995116,0.0987124,-0.000579219,
13.9683,0.29793,0.954587,-0.00131923,0.702575,-0.711601,0.00338642,0.995059,0.0992804,-0.000579816,
13.9784,0.296947,0.954893,-0.00131969,0.700176,-0.713962,0.00338272,0.995002,0.0998485,-0.00058041,
13.9885,0.295964,0.955198,-0.00132012,0.697772,-0.716312,0.003379,0.994945,0.100417,-0.000581003,
13.9986,0.294979,0.955503,-0.00132052,0.695362,-0.718651,0.00337524,0.994888,0.100985,-0.000581593,
14.0087,0.293993,0.955807,-0.0013209,0.692948,-0.72098,0.00337146,0.99483,0.101553,-0.000582182,
14.0188,0.293006,0.95611,-0.00132126,0.690529,-0.723297,0.00336766,0.994772,0.102122,-0.00058277,
14.0289,0.292018,0.956412,-0.00132159,0.688104,-0.725604,0.00336383,0.994713,0.10269,-0.000583356,
14.039,0.291029,0.956713,-0.0013219,0.685675,-0.7279,0.00335999,0.994654,0.103259,-0.000583942,
14.0491,0.290039,0.957014,-0.00132218,0.683242,-0.730185,0.00335612,0.994595,0.103828,-0.000584527,
14.0592,0.289048,0.957314,-0.00132244,0.680803,-0.732459,0.00335224,0.994536,0.104397,-0.000585111,
14.0693,0.288056,0.957613,-0.00132268,0.67836,-0.734722,0.00334833,0.994476,0.104965,-0.000585694,
14.0794,0.287063,0.957911,-0.00132289,0.675913,-0.736974,0.00334442,0.994415,0.105534,-0.000586278,
14.0895,0.286069,0.958208,-0.00132309,0.673461,-0.739215,0.00334049,0.994355,0.106104,-0.000586862,
14.0996,0.285074,0.958504,-0.00132326,0.671004,-0.741446,0.00333654,0.994294,0.106673,-0.000587446,
14.1097,0.284079,0.9588,-0.00132341,0.668544,-0.743666,0.00333259,0.994233,0.107242,-0.00058803,
14.1198,0.283082,0.959095,-0.00132355,0.666078,-0.745874,0.00332862,0.994171,0.107811,-0.000588616,
14.1299,0.282085,0.959388,-0.00132366,0.663609,-0.748072,0.00332464,0.994109,0.108381,-0.000589202,
14.14,0.281087,0.959681,-0.00132376,0.661136,-0.750259,0.00332066,0.994047,0.10895,-0.000589789,
14.1501,0.280088,0.959973,-0.00132383,0.658658,-0.752435,0.00331667,0.993984,0.10952,-0.000590378,
14.1602,0.279088,0.960265,-0.00132389,0.656176,-0.7546,0.00331267,0.993921,0.11009,-0.000590969,
14.1703,0.278088,0.960555,-0.00132393,0.653691,-0.756755,0.00330867,0.993858,0.110659,-0.000591561,
14.1804,0.277086,0.960844,-0.00132396,0.651201,-0.758898,0.00330466,0.993795,0.111229,-0.000592155,
14.1905,0.276084,0.961133,-0.00132397,0.648708,-0.761031,0.00330065,0.993731,0.111799,-0.000592751,
14.2006,0.275081,0.96142,-0.00132396,0.64621,-0.763152,0.00329664,0.993666,0.112369,-0.000593349,
14.2107,0.274078,0.961707,-0.00132394,0.643709,-0.765263,0.00329262,0.993602,0.112939,-0.00059395,
14.2208,0.273074,0.961992,-0.0013239,0.641204,-0.767363,0.00328861,0.993537,0.11351,-0.000594553,
14.2309,0.272069,0.962277,-0.00132385,0.638695,-0.769453,0.00328459,0.993471,0.11408,-0.000595158,
14.241,0.271063,0.962561,-0.00132378,0.636183,-0.771531,0.00328058,0.993406,0.114651,-0.000595766,
14.2511,0.270057,0.962843,-0.0013237,0.633667,-0.773599,0.00327656,0.99334,0.115221,-0.000596377,
14.2612,0.26905,0.963125,-0.0013236,0.631148,-0.775656,0.00327255,0.993273,0.115792,-0.000596991,
14.2713,0.268043,0.963406,-0.00132349,0.628625,-0.777702,0.00326854,0.993207,0.116363,-0.000597608,
14.2814,0.267035,0.963686,-0.00132337,0.626099,-0.779737,0.00326454,0.99314,0.116933,-0.000598227,
14.2915,0.266026,0.963965,-0.00132323,0.623569,-0.781762,0.00326054,0.993072,0.117504,-0.00059885,
14.3016,0.265017,0.964243,-0.00132308,0.621036,-0.783776,0.00325654,0.993004,0.118076,-0.000599476,
14.3117,0.264007,0.96452,-0.00132292,0.618499,-0.785779,0.00325255,0.992936,0.118647,-0.000600105,
14.3218,0.262997,0.964796,-0.00132275,0.615959,-0.787771,0.00324857,0.992868,0.119218,-0.000600738,
14.3319,0.261986,0.965071,-0.00132257,0.613416,-0.789753,0.00324459,0.992799,0.11979,-0.000601375,
14.342,0.260974,0.965345,-0.00132237,0.61087,-0.791724,0.00324062,0.99273,0.120361,-0.000602015,
14.3521,0.259962,0.965618,-0.00132217,0.608321,-0.793685,0.00323666,0.99266,0.120933,-0.000602659,
14.3622,0.25895,0.96589,-0.00132195,0.605769,-0.795634,0.0032327,0.992591,0.121505,-0.000603308,
14.3723,0.257937,0.966161,-0.00132173,0.603213,-0.797574,0.00322876,0.99252,0.122077,-0.00060396,
14.3824,0.256923,0.966431,-0.00132149,0.600655,-0.799502,0.00322482,0.99245,0.122649,-0.000604616,
14.3925,0.255909,0.9667,-0.00132124,0.598093,-0.80142,0.0032209,0.992379,0.123221,-0.000605277,
14.4026,0.254895,0.966968,-0.00132099,0.595529,-0.803328,0.00321698,0.992308,0.123794,-0.000605942,
14.4127,0.25388,0.967235,-0.00132072,0.592961,-0.805225,0.00321308,0.992236,0.124366,-0.000606611,
14.4228,0.252865,0.967501,-0.00132045,0.590391,-0.807111,0.00320918,0.992164,0.124939,-0.000607285,
14.4329,0.251849,0.967766,-0.00132017,0.587818,-0.808987,0.0032053,0.992092,0.125512,-0.000607963,
14.443,0.250833,0.96803,-0.00131988,0.585242,-0.810852,0.00320143,0.992019,0.126085,-0.000608645,
14.4531,0.249816,0.968292,-0.00131958,0.582664,-0.812707,0.00319757,0.991946,0.126658,-0.000609333,
14.4632,0.248799,0.968554,-0.00131927,0.580082,-0.814552,0.00319373,0.991873,0.127232,-0.000610024,
14.4733,0.247781,0.968815,-0.00131896,0.577498,-0.816386,0.00318989,0.991799,0.127805,-0.000610721,
14.4834,0.246764,0.969075,-0.00131864,0.574911,-0.818209,0.00318607,0.991725,0.128379,-0.000611422,
14.4935,0.245745,0.969334,-0.00131831,0.572322,-0.820023,0.00318227,0.991651,0.128953,-0.000612128,
14.5036,0.244727,0.969591,-0.00131797,0.56973,-0.821826,0.00317848,0.991576,0.129527,-0.000612838,
14.5137,0.243708,0.969848,-0.00131763,0.567136,-0.823618,0.0031747,0.991501,0.130101,-0.000613554,
14.5238,0.242688,0.970103,-0.00131728,0.564539,-0.8254,0.00317094,0.991425,0.130676,-0.000614274,
14.5339,0.241668,0.970358,-0.00131692,0.561939,-0.827172,0.00316719,0.991349,0.13125,-0.000615,
14.544,0.240648,0.970611,-0.00131656,0.559337,-0.828934,0.00316345,0.991273,0.131825,-0.00061573,
14.5541,0.239628,0.970864,-0.00131619,0.556733,-0.830685,0.00315974,0.991196,0.1324,-0.000616466,
14.5642,0.238607,0.971115,-0.00131582,0.554126,-0.832427,0.00315603,0.991119,0.132976,-0.000617207,
14.5743,0.237586,0.971366,-0.00131544,0.551517,-0.834158,0.00315235,0.991042,0.133551,-0.000617953,
14.5844,0.236565,0.971615,-0.00131505,0.548906,-0.835878,0.00314868,0.990964,0.134127,-0.000618704,
14.5945,0.235543,0.971863,-0.00131466,0.546292,-0.837589,0.00314502,0.990886,0.134703,-0.000619461,
14.6046,0.234521,0.97211,-0.00131427,0.543676,-0.839289,0.00314139,0.990807,0.135279,-0.000620223,
14.6147,0.233499,0.972356,-0.00131386,0.541058,-0.84098,0.00313776,0.990729,0.135855,-0.00062099,
14.6248,0.232476,0.972601,-0.00131346,0.538437,-0.84266,0.00313416,0.990649,0.136432,-0.000621763,
14.6349,0.231453,0.972845,-0.00131305,0.535814,-0.84433,0.00313057,0.99057,0.137009,-0.000622541,
14.645,0.23043,0.973088,-0.00131263,0.53319,-0.84599,0.003127,0.99049,0.137586,-0.000623324,
14.6551,0.229407,0.97333,-0.00131221,0.530563,-0.84764,0.00312345,0.990409,0.138163,-0.000624113,
14.6652,0.228383,0.973571,-0.00131179,0.527933,-0.84928,0.00311991,0.990329,0.138741,-0.000624908,
14.6753,0.227359,0.97381,-0.00131136,0.525302,-0.85091,0.0031164,0.990247,0.139318,-0.000625708,
14.6854,0.226335,0.974049,-0.00131093,0.522669,-0.85253,0.0031129,0.990166,0.139897,-0.000626513,
14.6955,0.22531,0.974286,-0.0013105,0.520034,-0.85414,0.00310941,0.990084,0.140475,-0.000627324,
14.7056,0.224285,0.974523,-0.00131006,0.517396,-0.85574,0.00310595,0.990002,0.141053,-0.00062814,
14.7157,0.223261,0.974758,-0.00130961,0.514757,-0.857331,0.0031025,0.989919,0.141632,-0.000628962,
14.7258,0.222235,0.974992,-0.00130917,0.512116,-0.858911,0.00309908,0.989836,0.142211,-0.00062979,
14.7359,0.22121,0.975225,-0.00130872,0.509472,-0.860481,0.00309567,0.989753,0.142791,-0.000630623,
14.746,0.220184,0.975457,-0.00130827,0.506827,-0.862042,0.00309228,0.989669,0.143371,-0.000631462,
14.7561,0.219158,0.975688,-0.00130781,0.50418,-0.863593,0.0030889,0.989585,0.143951,-0.000632307,
14.7662,0.218132,0.975918,-0.00130735,0.501531,-0.865134,0.00308555,0.9895,0.144531,-0.000633157,
14.7763,0.217106,0.976147,-0.00130689,0.498881,-0.866665,0.00308221,0.989415,0.145112,-0.000634013,
14.7864,0.21608,0.976375,-0.00130643,0.496228,-0.868187,0.0030789,0.98933,0.145692,-0.000634875,
14.7965,0.215053,0.976602,-0.00130596,0.493574,-0.869698,0.0030756,0.989244,0.146274,-0.000635743,
14.8066,0.214026,0.976827,-0.00130549,0.490918,-0.871201,0.00307232,0.989158,0.146855,-0.000636616,
14.8167,0.212999,0.977052,-0.00130502,0.48826,-0.872693,0.00306906,0.989071,0.147437,-0.000637496,
14.8268,0.211972,0.977275,-0.00130455,0.4856,-0.874176,0.00306582,0.988984,0.148019,-0.000638381,
14.8369,0.210944,0.977497,-0.00130407,0.482939,-0.875649,0.0030626,0.988897,0.148602,-0.000639272,
14.847,0.209917,0.977718,-0.00130359,0.480276,-0.877112,0.0030594,0.988809,0.149184,-0.000640168,
14.8571,0.208889,0.977939,-0.00130311,0.477611,-0.878566,0.00305622,0.988721,0.149768,-0.000641071,
14.8672,0.207861,0.978158,-0.00130263,0.474945,-0.88001,0.00305306,0.988632,0.150351,-0.000641979,
14.8773,0.206833,0.978375,-0.00130215,0.472277,-0.881445,0.00304991,0.988544,0.150935,-0.000642893,
14.8874,0.205804,0.978592,-0.00130166,0.469607,-0.88287,0.00304679,0.988454,0.151519,-0.000643813,
14.8975,0.204776,0.978808,-0.00130117,0.466936,-0.884286,0.00304368,0.988364,0.152104,-0.000644739,
14.9076,0.203747,0.979023,-0.00130069,0.464263,-0.885692,0.0030406,0.988274,0.152688,-0.000645671,
14.9177,0.202719,0.979236,-0.0013002,0.461589,-0.887089,0.00303753,0.988184,0.153274,-0.000646608,
14.9278,0.20169,0.979449,-0.00129971,0.458913,-0.888476,0.00303448,0.988093,0.153859,-0.000647552,
14.9379,0.200661,0.97966,-0.00129921,0.456236,-0.889854,0.00303146,0.988001,0.154445,-0.000648501,
14.948,0.199631,0.97987,-0.00129872,0.453557,-0.891222,0.00302845,0.987909,0.155032,-0.000649456,
14.9581,0.198602,0.980079,-0.00129822,0.450876,-0.892581,0.00302546,0.987817,0.155618,-0.000650417,
14.9682,0.197573,0.980287,-0.00129773,0.448195,-0.893931,0.00302249,0.987724,0.156206,-0.000651385,
14.9783,0.196543,0.980494,-0.00129723,0.445511,-0.895271,0.00301955,0.987631,0.156793,-0.000652357,
14.9884,0.195513,0.9807,-0.00129673,0.442827,-0.896602,0.00301662,0.987538,0.157381,-0.000653336,
14.9985,0.194483,0.980905,-0.00129624,0.440141,-0.897924,0.00301371,0.987444,0.157969,-0.000654321,
15.0086,0.193451,0.981109,-0.00129381,0.437526,-0.899201,0.00284249,0.987347,0.158575,-0.00068458,
15.0187,0.192407,0.981314,-0.00127004,0.435283,-0.900291,0.00226231,0.987233,0.159278,-0.000782823,
15.0288,0.191373,0.981517,-0.00118002,0.433727,-0.901043,0.00140345,0.987091,0.160155,-0.000918261,
15.0389,0.190434,0.9817,-0.000972582,0.433027,-0.901381,0.000444137,0.986916,0.161234,-0.00104991,
15.049,0.189725,0.981837,-0.00061686,0.433176,-0.901309,-0.00043742,0.98671,0.162486,-0.00113777,
15.0591,0.189402,0.9819,-0.000122766,0.434017,-0.900904,-0.00110182,0.986487,0.163835,-0.00115209,
15.0692,0.189592,0.981863,0.000451769,0.435296,-0.900286,-0.0014736,0.986264,0.165176,-0.00107969,
15.0793,0.190342,0.981717,0.00100981,0.436728,-0.899592,-0.00154769,0.986058,0.166399,-0.000926165,
