Time,i0_x,i0_y,i0_z,mag1_x,mag1_y,mag1_z,mag2_x,mag2_y,mag2_z,
6.1711,0.41647,0.90915,4.84827e-05,0.97666,-0.214789,-0.000692362,0.711575,0.702597,0.00416168,
6.1812,0.416602,0.909089,5.58409e-05,0.976801,-0.214147,-0.000696596,0.714338,0.699788,0.0041848,
6.1913,0.416747,0.909023,7.55887e-05,0.976942,-0.213503,-0.00070086,0.717106,0.696951,0.00420998,
6.2014,0.416914,0.908946,0.000103922,0.977083,-0.212856,-0.000705813,0.719881,0.694085,0.0042365,
6.2115,0.417109,0.908856,0.000135882,0.977224,-0.212207,-0.000712249,0.722662,0.691188,0.00426364,
6.2216,0.417333,0.908754,0.000166246,0.977366,-0.211553,-0.00072073,0.725451,0.688261,0.00429077,
6.2317,0.417581,0.90864,0.000190414,0.977509,-0.210891,-0.000731291,0.728245,0.685303,0.00431741,
6.2418,0.417845,0.908518,0.000205113,0.977654,-0.210219,-0.000743299,0.731044,0.682316,0.00434325,
6.2519,0.418117,0.908393,0.00020883,0.977801,-0.209535,-0.000755501,0.733848,0.679299,0.00436814,
6.262,0.418387,0.908269,0.000201912,0.97795,-0.20884,-0.000766275,0.736656,0.676254,0.00439203,
6.2721,0.418645,0.90815,0.000186342,0.9781,-0.208134,-0.000773989,0.739465,0.67318,0.00441491,
6.2822,0.418886,0.908039,0.000165272,0.978251,-0.207423,-0.000777406,0.742277,0.670079,0.00443677,
6.2923,0.419107,0.907937,0.000142403,0.978402,-0.206711,-0.000776023,0.745089,0.66695,0.00445757,
6.3024,0.419308,0.907844,0.000121342,0.978551,-0.206004,-0.000770245,0.747901,0.663795,0.00447719,
6.3125,0.419492,0.907759,0.000105039,0.978698,-0.205305,-0.000761369,0.750713,0.660614,0.00449553,
6.3226,0.419666,0.907679,9.54035e-05,0.978842,-0.204618,-0.000751359,0.753522,0.657407,0.00451255,
6.3327,0.419835,0.907601,9.31209e-05,0.978983,-0.203942,-0.000742469,0.756329,0.654176,0.00452833,
6.3428,0.420005,0.907522,9.76959e-05,0.979121,-0.203276,-0.000736786,0.759132,0.650921,0.00454314,
6.3529,0.420183,0.907439,0.000107672,0.979258,-0.202615,-0.000735816,0.761931,0.647643,0.00455749,
6.363,0.420372,0.907352,0.000120972,0.979395,-0.201953,-0.000740174,0.764724,0.644342,0.0045721,
6.3731,0.420573,0.907259,0.00013529,0.979532,-0.201286,-0.000749471,0.767512,0.641018,0.00458784,
6.3832,0.420786,0.90716,0.000148456,0.979671,-0.200607,-0.000762411,0.770297,0.637669,0.00460562,
6.3933,0.421009,0.907056,0.000158737,0.979813,-0.199914,-0.000777065,0.773078,0.634295,0.00462629,
6.4034,0.421239,0.90695,0.000165015,0.979957,-0.199207,-0.000791279,0.775857,0.630891,0.00465048,
6.4135,0.421472,0.906842,0.00016686,0.980103,-0.198487,-0.00080311,0.778638,0.627456,0.0046785,
6.4236,0.421703,0.906734,0.000164495,0.980251,-0.197757,-0.000811208,0.781422,0.623986,0.00471028,
6.4337,0.421931,0.906628,0.00015867,0.980399,-0.197022,-0.000815061,0.78421,0.620477,0.00474536,
6.4438,0.422152,0.906525,0.000150505,0.980546,-0.196287,-0.000815056,0.787005,0.616928,0.00478297,
6.4539,0.422366,0.906426,0.000141298,0.980692,-0.195556,-0.000812356,0.789808,0.613335,0.00482208,
6.464,0.422571,0.90633,0.000132349,0.980837,-0.194831,-0.000808622,0.792618,0.6097,0.0048616,
6.4741,0.42277,0.906237,0.000124815,0.980979,-0.194111,-0.000805645,0.795435,0.60602,0.00490052,
6.4842,0.422962,0.906147,0.000119584,0.98112,-0.193396,-0.000804976,0.798257,0.602296,0.00493802,
6.4943,0.423152,0.906059,0.000117208,0.981261,-0.192682,-0.000807619,0.801084,0.598531,0.0049736,
6.5044,0.423341,0.90597,0.000117861,0.981401,-0.191965,-0.000813859,0.803913,0.594726,0.00500709,
6.5145,0.423532,0.905881,0.000121338,0.981543,-0.19124,-0.000823247,0.806743,0.590881,0.00503868,
6.5246,0.423726,0.90579,0.000127092,0.981686,-0.190506,-0.000834735,0.809572,0.586999,0.00506886,
6.5347,0.423926,0.905697,0.000134302,0.98183,-0.189761,-0.000846924,0.812399,0.58308,0.00509828,
6.5448,0.424132,0.9056,0.000141969,0.981976,-0.189004,-0.000858371,0.815223,0.579124,0.0051277,
6.5549,0.424345,0.905501,0.000149039,0.982123,-0.188237,-0.000867882,0.818045,0.575131,0.00515783,
6.565,0.424563,0.905398,0.000154534,0.982271,-0.187463,-0.000874732,0.820864,0.5711,0.00518927,
6.5751,0.424784,0.905295,0.000157686,0.982419,-0.186686,-0.000878779,0.823681,0.567029,0.00522245,
6.5852,0.425007,0.90519,0.000158042,0.982567,-0.185908,-0.000880449,0.826498,0.562916,0.00525762,
6.5953,0.42523,0.905086,0.000155541,0.982714,-0.185131,-0.000880606,0.829313,0.558759,0.00529486,
6.6054,0.425448,0.904983,0.000150532,0.982859,-0.184356,-0.000880357,0.832129,0.554557,0.00533408,
6.6155,0.425662,0.904882,0.000143736,0.983004,-0.183584,-0.000880811,0.834945,0.550307,0.00537517,
6.6256,0.425869,0.904785,0.000136147,0.983148,-0.182812,-0.000882877,0.837763,0.546008,0.00541797,
6.6357,0.426069,0.904691,0.000128887,0.983291,-0.182039,-0.000887109,0.840581,0.541658,0.00546235,
6.6458,0.426263,0.904599,0.000123037,0.983434,-0.181262,-0.000893648,0.843401,0.537257,0.00550823,
6.6559,0.426453,0.90451,0.000119468,0.983578,-0.180479,-0.000902249,0.846222,0.532801,0.00555562,
6.666,0.42664,0.904421,0.000118699,0.983723,-0.179688,-0.000912378,0.849045,0.528291,0.00560456,
6.6761,0.426828,0.904333,0.000120819,0.983869,-0.178887,-0.000923358,0.851869,0.523725,0.00565516,
6.6862,0.427019,0.904243,0.000125466,0.984016,-0.178078,-0.000934522,0.854694,0.5191,0.00570751,
6.6963,0.427215,0.90415,0.000131889,0.984164,-0.177259,-0.00094534,0.857522,0.514416,0.00576171,
6.7064,0.427416,0.904055,0.000139072,0.984312,-0.176432,-0.000955498,0.860351,0.509669,0.00581781,
6.7165,0.427624,0.903957,0.0001459,0.984462,-0.175598,-0.000964916,0.863182,0.504858,0.00587585,
6.7266,0.427837,0.903856,0.000151343,0.984611,-0.174757,-0.000973721,0.866016,0.499981,0.00593582,
6.7367,0.428054,0.903753,0.000154619,0.984761,-0.173911,-0.00098217,0.868852,0.495036,0.00599767,
6.7468,0.428272,0.90365,0.000155318,0.984911,-0.173058,-0.000990568,0.871689,0.490021,0.00606138,
6.7569,0.428489,0.903547,0.000153452,0.985061,-0.1722,-0.000999185,0.874529,0.484934,0.0061269,
6.767,0.428704,0.903445,0.000149444,0.985212,-0.171336,-0.00100821,0.877371,0.479774,0.00619424,
6.7771,0.428914,0.903345,0.000144039,0.985363,-0.170465,-0.00101771,0.880213,0.474537,0.00626341,
6.7872,0.429119,0.903248,0.000138171,0.985515,-0.169586,-0.0010277,0.883057,0.469223,0.0063345,
6.7973,0.429318,0.903153,0.000132802,0.985667,-0.1687,-0.0010381,0.885902,0.463828,0.00640758,
6.8074,0.429513,0.903061,0.00012876,0.98582,-0.167806,-0.00104885,0.888747,0.458352,0.00648281,
6.8175,0.429705,0.902969,0.000126616,0.985973,-0.166903,-0.00105994,0.891593,0.452791,0.00656035,
6.8276,0.429895,0.902879,0.000126602,0.986126,-0.165993,-0.00107141,0.894438,0.447143,0.00664039,
6.8377,0.430087,0.902787,0.000128594,0.986281,-0.165073,-0.00108337,0.897283,0.441405,0.00672314,
6.8478,0.430281,0.902695,0.000132157,0.986436,-0.164145,-0.00109595,0.900127,0.435574,0.00680885,
6.8579,0.430478,0.902601,0.000136631,0.986591,-0.163208,-0.0011093,0.902971,0.429647,0.00689777,
6.868,0.43068,0.902505,0.000141256,0.986747,-0.16226,-0.00112352,0.905813,0.423621,0.00699017,
6.8781,0.430884,0.902407,0.000145301,0.986905,-0.161301,-0.00113863,0.908653,0.417491,0.00708636,
6.8882,0.431092,0.902308,0.000148176,0.987063,-0.160331,-0.00115456,0.911492,0.411254,0.00718663,
6.8983,0.431301,0.902208,0.000149518,0.987222,-0.159348,-0.00117116,0.914329,0.404906,0.00729132,
6.9084,0.43151,0.902108,0.000149225,0.987382,-0.158352,-0.00118824,0.917164,0.398441,0.00740072,
6.9185,0.431718,0.902009,0.000147456,0.987543,-0.157342,-0.00120563,0.919997,0.391854,0.00751517,
6.9286,0.431923,0.90191,0.000144579,0.987706,-0.156319,-0.00122321,0.922826,0.385141,0.00763496,
6.9387,0.432125,0.901814,0.000141096,0.987869,-0.155283,-0.00124098,0.925652,0.378295,0.00776037,
6.9488,0.432324,0.901718,0.000137556,0.988034,-0.154234,-0.00125905,0.928475,0.371311,0.0078917,
6.9589,0.432519,0.901625,0.000134465,0.988199,-0.153171,-0.00127766,0.931293,0.364182,0.00802923,
6.969,0.432712,0.901532,0.000132212,0.988365,-0.152095,-0.00129711,0.934106,0.356902,0.00817326,
6.9791,0.432902,0.901441,0.000131023,0.988532,-0.151004,-0.00131777,0.936913,0.349464,0.00832409,
6.9892,0.433092,0.90135,0.000130942,0.988701,-0.149897,-0.00133994,0.939713,0.34186,0.00848209,
6.9993,0.433282,0.901258,0.000131842,0.98887,-0.148773,-0.00136387,0.942504,0.334082,0.00864765,
7.0094,0.433472,0.901167,0.000133456,0.989042,-0.147631,-0.00138966,0.945286,0.326124,0.00882121,
7.0195,0.433664,0.901075,0.000135427,0.989214,-0.146468,-0.0014173,0.948056,0.317976,0.00900326,
7.0296,0.433857,0.900982,0.000137365,0.989389,-0.145283,-0.00144664,0.950813,0.309629,0.00919432,
7.0397,0.434051,0.900888,0.000138901,0.989566,-0.144075,-0.00147747,0.953555,0.301073,0.00939495,
7.0498,0.434245,0.900795,0.000139734,0.989744,-0.142843,-0.00150954,0.956279,0.292299,0.00960572,
7.0599,0.434439,0.900701,0.000139657,0.989925,-0.141586,-0.00154266,0.958983,0.283294,0.0098272,
7.07,0.434632,0.900608,0.000138579,0.990107,-0.140303,-0.00157673,0.961663,0.274049,0.0100599,
7.0801,0.434823,0.900516,0.000136519,0.990292,-0.138994,-0.00161175,0.964317,0.26455,0.0103045,
7.0902,0.435011,0.900425,0.000133593,0.990478,-0.137658,-0.00164787,0.96694,0.254786,0.0105613,
7.1003,0.435195,0.900336,0.00012999,0.990667,-0.136295,-0.00168534,0.969528,0.244742,0.0108308,
7.1104,0.435376,0.900249,0.000125933,0.990857,-0.134904,-0.00172445,0.972075,0.234406,0.0111135,
7.1205,0.435552,0.900164,0.000121649,0.99105,-0.133482,-0.00176553,0.974577,0.223764,0.0114095,
7.1306,0.435723,0.900081,0.00011733,0.991244,-0.13203,-0.00180884,0.977025,0.212801,0.0117191,
7.1407,0.43589,0.9,0.000113104,0.991441,-0.130544,-0.00185456,0.979414,0.201504,0.0120423,
7.1508,0.436052,0.899921,0.000109017,0.99164,-0.129022,-0.00190272,0.981734,0.189858,0.0123791,
7.1609,0.43621,0.899845,0.000105015,0.991841,-0.127463,-0.00195323,0.983975,0.177849,0.0127289,
7.171,0.436363,0.89977,0.000100953,0.992045,-0.125865,-0.00200586,0.986129,0.165465,0.0130911,
7.1811,0.436512,0.899698,9.66018e-05,0.992252,-0.124226,-0.00206027,0.988182,0.152693,0.0134644,
7.1912,0.436656,0.899629,9.16719e-05,0.992461,-0.122545,-0.00211605,0.990122,0.139523,0.0138473,
7.2013,0.436794,0.899562,8.58464e-05,0.992672,-0.120821,-0.0021727,0.991935,0.125945,0.0142372,
7.2114,0.436925,0.899498,7.88144e-05,0.992885,-0.119053,-0.00222971,0.993606,0.111955,0.0146309,
7.2215,0.437048,0.899438,7.03057e-05,0.993101,-0.117242,-0.00228649,0.995117,0.0975513,0.0150242,
7.2316,0.437162,0.899383,6.01213e-05,0.993318,-0.115388,-0.00234238,0.996452,0.0827374,0.0154117,
7.2417,0.437265,0.899333,4.81548e-05,0.993536,-0.113492,-0.0023966,0.997593,0.0675236,0.0157866,
7.2518,0.437355,0.899289,3.4404e-05,0.993755,-0.111555,-0.0024482,0.99852,0.0519279,0.0161405,
7.2619,0.437431,0.899252,1.89704e-05,0.993975,-0.10958,-0.002496,0.999217,0.0359785,0.0164631,
7.272,0.437492,0.899222,2.04987e-06,0.994194,-0.10757,-0.00253853,0.999665,0.0197147,0.0167425,
7.2821,0.437536,0.899201,-1.60839e-05,0.994413,-0.105528,-0.00257398,0.999851,0.00318986,0.0169645,
7.2922,0.437563,0.899188,-3.50988e-05,0.99463,-0.103461,-0.00260019,0.999762,-0.0135274,0.0171129,
7.3023,0.437572,0.899183,-5.46206e-05,0.994845,-0.101376,-0.00261461,0.999392,-0.0303507,0.0171697,
7.3124,0.437563,0.899188,-7.42439e-05,0.995056,-0.099283,-0.00261437,0.99874,-0.0471748,0.0171152,
7.3225,0.437536,0.899201,-9.35343e-05,0.995262,-0.0971937,-0.00259627,0.997814,-0.063874,0.0169285,
7.3326,0.437492,0.899222,-0.000112023,0.995462,-0.0951228,-0.00255691,0.996633,-0.0803019,0.0165885,
7.3427,0.437432,0.899251,-0.000129197,0.995655,-0.0930879,-0.00249279,0.995223,-0.0962921,0.0160746,
7.3528,0.437359,0.899287,-0.000144487,0.995838,-0.0911094,-0.00240047,0.993628,-0.11166,0.0153686,
7.3629,0.437274,0.899328,-0.000157271,0.99601,-0.0892106,-0.0022768,0.991899,-0.126204,0.0144556,
7.373,0.437181,0.899373,-0.000166889,0.99617,-0.0874175,-0.00211916,0.990102,-0.139715,0.0133264,
7.3831,0.437084,0.899421,-0.00017268,0.996314,-0.0857585,-0.00192575,0.988311,-0.151979,0.0119787,
7.3932,0.436987,0.899468,-0.000174052,0.996442,-0.0842633,-0.0016959,0.986607,-0.162783,0.0104186,
7.4033,0.436895,0.899512,-0.000170572,0.996552,-0.0829622,-0.00143037,0.985071,-0.17193,0.00866186,
7.4134,0.436814,0.899552,-0.000162065,0.996641,-0.081885,-0.00113163,0.983782,-0.179241,0.00673425,
7.4235,0.436748,0.899584,-0.000148723,0.996709,-0.0810591,-0.000803999,0.982808,-0.184571,0.00467087,
7.4336,0.436703,0.899606,-0.000131176,0.996754,-0.0805078,-0.000453724,0.982202,-0.18781,0.00251504,
7.4437,0.436683,0.899616,-0.000110528,0.996775,-0.080249,-8.88233e-05,0.981997,-0.188895,0.000316158,
7.4538,0.436689,0.899612,-8.8327e-05,0.996771,-0.0802929,0.000281227,0.982204,-0.18781,-0.00187299,
7.4639,0.436724,0.899596,-6.64528e-05,0.996743,-0.0806414,0.000646016,0.982807,-0.184591,-0.0039992,
7.474,0.436785,0.899566,-4.69449e-05,0.99669,-0.0812865,0.00099488,0.983772,-0.179323,-0.00601176,
7.4841,0.436868,0.899525,-3.17708e-05,0.996614,-0.0822111,0.00131767,0.985042,-0.172138,-0.00786499,
7.4942,0.43697,0.899476,-2.25779e-05,0.996516,-0.0833891,0.00160553,0.986546,-0.163207,-0.00952014,
7.5043,0.437082,0.899422,-2.04671e-05,0.996397,-0.0847874,0.00185152,0.988206,-0.152738,-0.0109465,
7.5144,0.437197,0.899366,-2.58293e-05,0.996261,-0.0863675,0.00205108,0.98994,-0.140965,-0.0121219,
7.5245,0.437307,0.899312,-3.82797e-05,0.99611,-0.0880884,0.00220217,0.99167,-0.12814,-0.013032,
7.5346,0.437406,0.899264,-5.67034e-05,0.995947,-0.0899086,0.00230506,0.993326,-0.114531,-0.0136701,
7.5447,0.437488,0.899224,-7.94087e-05,0.995776,-0.0917888,0.00236192,0.994847,-0.100409,-0.0140355,
7.5548,0.437548,0.899195,-0.00010436,0.995598,-0.0936927,0.00237608,0.996191,-0.0860444,-0.0141327,
7.5649,0.437586,0.899176,-0.000129445,0.995418,-0.0955882,0.00235134,0.997328,-0.0717046,-0.0139706,
7.575,0.437602,0.899169,-0.000152734,0.995238,-0.097447,0.00229124,0.998245,-0.0576467,-0.0135612,
7.5851,0.437597,0.899171,-0.000172673,0.995061,-0.0992439,0.00219863,0.998943,-0.0441151,-0.0129197,
7.5952,0.437575,0.899182,-0.000188194,0.994889,-0.100955,0.00207543,0.999436,-0.0313377,-0.0120638,
7.6053,0.437539,0.899199,-0.000198724,0.994725,-0.102559,0.0019228,0.999749,-0.0195235,-0.0110136,
7.6154,0.437494,0.899221,-0.000204105,0.994572,-0.104032,0.00174148,0.999913,-0.00885908,-0.0097922,
7.6255,0.437443,0.899246,-0.000204474,0.994434,-0.105351,0.00153238,0.999964,0.000494089,-0.00842501,
7.6356,0.43739,0.899272,-0.000200113,0.994313,-0.106492,0.00129719,0.999941,0.00840231,-0.00694028,
7.6457,0.437338,0.899297,-0.000191348,0.994212,-0.107433,0.00103893,0.999877,0.0147623,-0.00536876,
7.6558,0.437291,0.89932,-0.000178501,0.994134,-0.108155,0.000762234,0.999803,0.0195033,-0.00374344,
7.6659,0.437251,0.89934,-0.000161904,0.994081,-0.108642,0.000473391,0.999743,0.022589,-0.00209904,
7.676,0.437221,0.899354,-0.000141991,0.994054,-0.108884,0.000180128,0.999711,0.024019,-0.000471391,
7.6861,0.437203,0.899363,-0.0001194,0.994055,-0.108881,-0.000108904,0.999715,0.0238287,0.0011034,
7.6962,0.4372,0.899364,-9.50807e-05,0.994081,-0.108639,-0.000384764,0.999753,0.02209,0.00258983,
7.7063,0.437213,0.899358,-7.03357e-05,0.994132,-0.108172,-0.000638899,0.999813,0.0189096,0.00395391,
7.7164,0.437241,0.899344,-4.67878e-05,0.994204,-0.107503,-0.000863754,0.999883,0.0144273,0.00516412,
7.7265,0.437285,0.899323,-2.62483e-05,0.994295,-0.106661,-0.00105321,0.999942,0.00881334,0.00619227,
7.7366,0.43734,0.899296,-1.05052e-05,0.9944,-0.105678,-0.00120282,0.999973,0.00226478,0.00701435,
7.7467,0.437404,0.899265,-1.06204e-06,0.994515,-0.104589,-0.00130982,0.999959,-0.00499919,0.00761125,
7.7568,0.437471,0.899233,1.12093e-06,0.994636,-0.103431,-0.00137299,0.999887,-0.0127424,0.00796948,
7.7669,0.437535,0.899201,-4.16926e-06,0.994759,-0.102241,-0.00139239,0.999753,-0.0207179,0.00808175,
7.777,0.437591,0.899174,-1.6297e-05,0.99488,-0.101054,-0.00136907,0.999557,-0.0286743,0.00794748,
7.7871,0.437634,0.899153,-3.38094e-05,0.994996,-0.0999058,-0.00130486,0.99931,-0.0363632,0.00757316,
7.7972,0.437661,0.89914,-5.46044e-05,0.995104,-0.098827,-0.00120226,0.999027,-0.0435468,0.00697258,
7.8073,0.437672,0.899135,-7.6217e-05,0.995201,-0.0978485,-0.0010644,0.99873,-0.0500052,0.00616678,
7.8174,0.437667,0.899137,-9.61762e-05,0.995284,-0.0969977,-0.000895145,0.998443,-0.0555436,0.00518375,
7.8275,0.43765,0.899145,-0.000112376,0.995352,-0.0962992,-0.000699237,0.99819,-0.0599996,0.00405776,
7.8376,0.437626,0.899157,-0.000123396,0.995403,-0.0957736,-0.000482411,0.997994,-0.0632485,0.00282832,
7.8477,0.437599,0.89917,-0.000128712,0.995435,-0.0954367,-0.000251439,0.997871,-0.065208,0.00153884,
7.8578,0.437576,0.899182,-0.000128761,0.995449,-0.0952983,-1.40318e-05,0.99783,-0.0658415,0.000234994,
7.8679,0.43756,0.899189,-0.000124851,0.995443,-0.0953616,0.000221402,0.997874,-0.0651587,-0.00103716,
7.878,0.437554,0.899192,-0.000118917,0.995418,-0.095622,0.000446149,0.997997,-0.0632159,-0.00223301,
7.8881,0.437559,0.89919,-0.000113177,0.995375,-0.0960673,0.000651691,0.998186,-0.0601128,-0.0033113,
7.8982,0.437573,0.899183,-0.00010974,0.995315,-0.0966779,0.000830235,0.998422,-0.0559888,-0.00423572,
7.9083,0.437593,0.899173,-0.000110235,0.995242,-0.0974278,0.00097522,0.998685,-0.051017,-0.00497631,
7.9184,0.437613,0.899163,-0.000115522,0.995158,-0.0982855,0.00108171,0.998954,-0.0453976,-0.00551055,
7.9285,0.437628,0.899156,-0.000125529,0.995065,-0.0992161,0.00114664,0.999209,-0.0393498,-0.00582409,
7.9386,0.437634,0.899153,-0.000139259,0.994968,-0.100183,0.00116888,0.999434,-0.0331031,-0.00591111,
7.9487,0.437626,0.899157,-0.000154934,0.994871,-0.10115,0.00114911,0.999622,-0.026889,-0.00577443,
7.9588,0.437604,0.899168,-0.000170276,0.994775,-0.102081,0.00108966,0.999766,-0.0209316,-0.0054253,
7.9689,0.437567,0.899186,-0.000182866,0.994687,-0.102945,0.000994129,0.999869,-0.0154395,-0.00488285,
7.979,0.437519,0.899209,-0.000190515,0.994607,-0.103712,0.000867165,0.999935,-0.010598,-0.0041734,
7.9891,0.437464,0.899236,-0.000191597,0.994539,-0.10436,0.000714188,0.999973,-0.00656184,-0.00332936,
7.9992,0.437407,0.899263,-0.000185297,0.994486,-0.104868,0.000541229,0.999991,-0.00344985,-0.00238801,
8.0093,0.437356,0.899288,-0.000171723,0.994449,-0.105222,0.00035483,0.999998,-0.00134055,-0.00138999,
8.0194,0.437315,0.899308,-0.000151891,0.994428,-0.105414,0.000161985,1,-0.000269499,-0.000377628,
8.0295,0.43729,0.899321,-0.000127587,0.994426,-0.10544,-2.99237e-05,1,-0.00022856,0.000606772,
8.0396,0.437283,0.899324,-0.000101124,0.99444,-0.105303,-0.000213256,0.999998,-0.00116684,0.00152276,
8.0497,0.437295,0.899318,-7.50457e-05,0.994471,-0.105014,-0.000380341,0.999993,-0.00299351,0.00233342,
8.0598,0.437325,0.899304,-5.18145e-05,0.994515,-0.104589,-0.000523818,0.99998,-0.00558234,0.00300697,
8.0699,0.43737,0.899282,-3.35296e-05,0.994572,-0.104051,-0.000637073,0.999955,-0.00877766,0.00351809,
8.08,0.437425,0.899255,-2.17032e-05,0.994637,-0.103428,-0.000714727,0.999916,-0.0124017,0.00384899,
8.0901,0.437485,0.899225,-1.71217e-05,0.994707,-0.102754,-0.000753108,0.99986,-0.0162626,0.00399016,
8.1002,0.437546,0.899196,-1.98007e-05,0.994778,-0.102063,-0.000750624,0.999789,-0.0201635,0.0039408,
8.1103,0.437601,0.899169,-2.90311e-05,0.994846,-0.101391,-0.000707986,0.999707,-0.0239113,0.00370876,
8.1204,0.437647,0.899147,-4.35057e-05,0.994909,-0.100775,-0.000628234,0.999621,-0.0273256,0.0033103,
8.1305,0.43768,0.899131,-6.15049e-05,0.994963,-0.100244,-0.000516545,0.999539,-0.0302468,0.0027692,
8.1406,0.437699,0.899121,-8.11177e-05,0.995005,-0.0998233,-0.000379861,0.999468,-0.0325436,0.00211574,
8.1507,0.437705,0.899118,-0.00010047,0.995034,-0.0995326,-0.000226368,0.999417,-0.0341185,0.00138517,
8.1608,0.437699,0.899122,-0.000117935,0.995049,-0.0993821,-6.49018e-05,0.99939,-0.0349127,0.000615961,
8.1709,0.437683,0.899129,-0.000132292,0.99505,-0.0993747,9.56589e-05,0.999391,-0.0349075,-0.000152153,
8.181,0.43766,0.899141,-0.000142836,0.995037,-0.0995053,0.000246945,0.999417,-0.0341255,-0.000880237,
8.1911,0.437634,0.899153,-0.000149399,0.995011,-0.0997618,0.000381552,0.999466,-0.0326278,-0.00153219,
8.2012,0.437606,0.899167,-0.000152306,0.994975,-0.100126,0.000493374,0.999532,-0.030511,-0.0020766,
8.2113,0.437581,0.899179,-0.000152264,0.994929,-0.100577,0.000577809,0.999608,-0.0279006,-0.00248843,
8.2214,0.437558,0.89919,-0.000150197,0.994877,-0.101087,0.000631851,0.999685,-0.0249446,-0.00275019,
8.2315,0.437539,0.8992,-0.000147071,0.994822,-0.101629,0.000654094,0.999758,-0.0218044,-0.00285282,
8.2416,0.437523,0.899207,-0.000143715,0.994766,-0.102177,0.000644671,0.999822,-0.0186464,-0.00279603,
8.2517,0.437509,0.899214,-0.000140687,0.994712,-0.102702,0.000605155,0.999874,-0.0156327,-0.00258816,
8.2618,0.437497,0.89922,-0.000138187,0.994663,-0.103179,0.000538443,0.999914,-0.012912,-0.00224561,
8.2719,0.437484,0.899226,-0.000136052,0.99462,-0.103587,0.000448616,0.999942,-0.0106125,-0.00179176,
8.282,0.437471,0.899233,-0.000133816,0.994587,-0.103908,0.000340783,0.99996,-0.00883462,-0.00125555,
8.2921,0.437457,0.899239,-0.000130831,0.994564,-0.104127,0.000220893,0.999971,-0.00764631,-0.00066981,
8.3022,0.437443,0.899246,-0.000126431,0.994553,-0.104236,9.55033e-05,0.999975,-0.00708016,-6.93054e-05,
8.3123,0.437431,0.899252,-0.000120104,0.994553,-0.104235,-2.85077e-05,0.999974,-0.0071323,0.000511271,
8.3224,0.437422,0.899256,-0.000111641,0.994564,-0.104126,-0.000144276,0.999969,-0.00776363,0.00103928,
8.3325,0.437418,0.899258,-0.000101234,0.994586,-0.103919,-0.00024533,0.999959,-0.00890296,0.00148601,
8.3426,0.437422,0.899256,-8.95126e-05,0.994616,-0.103631,-0.000325991,0.999944,-0.010452,0.00182823,
8.3527,0.437434,0.89925,-7.74879e-05,0.994652,-0.103281,-0.000381753,0.999922,-0.0122919,0.00204955,
8.3628,0.437455,0.89924,-6.64357e-05,0.994692,-0.102893,-0.000409616,0.999896,-0.0142906,0.00214117,
8.3729,0.437485,0.899226,-5.7718e-05,0.994734,-0.102492,-0.000408324,0.999865,-0.0163115,0.00210235,
8.383,0.437521,0.899208,-5.25805e-05,0.994773,-0.102106,-0.000378493,0.999832,-0.0182216,0.00194031,
8.3931,0.437561,0.899189,-5.19553e-05,0.994809,-0.10176,-0.000322593,0.999801,-0.0198993,0.00166961,
8.4032,0.4376,0.89917,-5.63037e-05,0.994838,-0.101474,-0.000244795,0.999773,-0.0212422,0.00131117,
8.4133,0.437636,0.899152,-6.55226e-05,0.994859,-0.101267,-0.000150677,0.999754,-0.0221723,0.000890805,
8.4234,0.437664,0.899138,-7.89324e-05,0.994871,-0.10115,-4.68349e-05,0.999744,-0.0226408,0.000437546,
8.4335,0.437682,0.89913,-9.53449e-05,0.994873,-0.101129,5.95984e-05,0.999744,-0.0226299,-1.83061e-05,
8.4436,0.437687,0.899127,-0.000113204,0.994866,-0.101204,0.000161455,0.999754,-0.0221537,-0.000447154,
8.4537,0.43768,0.899131,-0.000130773,0.994849,-0.101367,0.000252038,0.999774,-0.0212556,-0.00082202,
8.4638,0.43766,0.899141,-0.000146347,0.994825,-0.101605,0.000325581,0.999799,-0.0200055,-0.00112027,
8.4739,0.437629,0.899155,-0.000158449,0.994795,-0.1019,0.000377626,0.999828,-0.0184938,-0.001325,
8.484,0.437592,0.899174,-0.000165997,0.994761,-0.102231,0.00040531,0.999857,-0.0168248,-0.00142604,
8.4941,0.43755,0.899194,-0.00016841,0.994725,-0.102575,0.00040752,0.999885,-0.0151099,-0.00142051,
8.5042,0.437509,0.899214,-0.000165648,0.994691,-0.102909,0.000384926,0.999909,-0.0134593,-0.00131277,
8.5143,0.437471,0.899232,-0.000158192,0.994659,-0.103212,0.000339896,0.999928,-0.0119749,-0.00111403,
8.5244,0.437441,0.899247,-0.00014695,0.994633,-0.103464,0.000276288,0.999942,-0.0107433,-0.000841363,
8.5345,0.43742,0.899257,-0.000133141,0.994614,-0.103651,0.000199147,0.999952,-0.00983063,-0.00051642,
8.5446,0.437409,0.899263,-0.000118139,0.994602,-0.103763,0.000114328,0.999957,-0.00927845,-0.000163807,
8.5547,0.43741,0.899262,-0.000103326,0.994599,-0.103796,2.80694e-05,0.999959,-0.00910148,0.000190703,
8.5648,0.43742,0.899257,-8.9951e-05,0.994603,-0.103752,-5.34545e-05,0.999957,-0.00928755,0.00052201,
8.5749,0.437439,0.899248,-7.90251e-05,0.994615,-0.103637,-0.00012457,0.999952,-0.0097992,0.000807457,
