i0,mag1:,-0.0462004,-0.000223837,-2.17586e-05,-0.000223837,0.0127109,2.42295e-06,-2.17586e-05,2.42295e-06,0.0334895,
i0,mag2:,-0.00602446,-2.73904e-06,4.21347e-07,-2.73904e-06,0.00255782,-2.16551e-07,4.21347e-07,-2.16551e-07,0.00346665,
i0,mag3:,-0.00190568,7.41813e-07,8.3302e-08,7.41813e-07,0.000884271,3.0969e-08,8.3302e-08,3.0969e-08,0.00102141,
i0,mag4:,-0.000827513,4.29148e-08,8.1948e-09,4.29148e-08,0.000396665,3.68306e-09,8.1948e-09,3.68306e-09,0.000430848,
i0,mag5:,-0.000429918,-2.18996e-08,-1.09276e-08,-2.18996e-08,0.000209204,-6.70027e-10,-1.09276e-08,-6.70027e-10,0.000220714,

mag1,mag1:,-0.0462004,-0.000223837,-2.17586e-05,-0.000223837,0.0127109,2.42295e-06,-2.17586e-05,2.42295e-06,0.0334895,
mag1,mag2:,-0.00602446,-2.73904e-06,4.21347e-07,-2.73904e-06,0.00255782,-2.16551e-07,4.21347e-07,-2.16551e-07,0.00346665,
mag1,mag3:,-0.00190568,7.41813e-07,8.3302e-08,7.41813e-07,0.000884271,3.0969e-08,8.3302e-08,3.0969e-08,0.00102141,
mag1,mag4:,-0.000827513,4.29148e-08,8.1948e-09,4.29148e-08,0.000396665,3.68306e-09,8.1948e-09,3.68306e-09,0.000430848,
mag1,mag5:,-0.000429918,-2.18996e-08,-1.09276e-08,-2.18996e-08,0.000209204,-6.70027e-10,-1.09276e-08,-6.70027e-10,0.000220714,

mag2,mag1:,-0.0462004,-0.000223837,-2.17586e-05,-0.000223837,0.0127109,2.42295e-06,-2.17586e-05,2.42295e-06,0.0334895,
mag2,mag2:,-0.00602446,-2.73904e-06,4.21347e-07,-2.73904e-06,0.00255782,-2.16551e-07,4.21347e-07,-2.16551e-07,0.00346665,
mag2,mag3:,-0.00190568,7.41813e-07,8.3302e-08,7.41813e-07,0.000884271,3.0969e-08,8.3302e-08,3.0969e-08,0.00102141,
mag2,mag4:,-0.000827513,4.29148e-08,8.1948e-09,4.29148e-08,0.000396665,3.68306e-09,8.1948e-09,3.68306e-09,0.000430848,
mag2,mag5:,-0.000429918,-2.18996e-08,-1.09276e-08,-2.18996e-08,0.000209204,-6.70027e-10,-1.09276e-08,-6.70027e-10,0.000220714,

mag3,mag1:,-0.0462004,-0.000223837,-2.17586e-05,-0.000223837,0.0127109,2.42295e-06,-2.17586e-05,2.42295e-06,0.0334895,
mag3,mag2:,-0.00602446,-2.73904e-06,4.21347e-07,-2.73904e-06,0.00255782,-2.16551e-07,4.21347e-07,-2.16551e-07,0.00346665,
mag3,mag3:,-0.00190568,7.41813e-07,8.3302e-08,7.41813e-07,0.000884271,3.0969e-08,8.3302e-08,3.0969e-08,0.00102141,
mag3,mag4:,-0.000827513,4.29148e-08,8.1948e-09,4.29148e-08,0.000396665,3.68306e-09,8.1948e-09,3.68306e-09,0.000430848,
mag3,mag5:,-0.000429918,-2.18996e-08,-1.09276e-08,-2.18996e-08,0.000209204,-6.70027e-10,-1.09276e-08,-6.70027e-10,0.000220714,

mag4,mag1:,-0.0462004,-0.000223837,-2.17586e-05,-0.000223837,0.0127109,2.42295e-06,-2.17586e-05,2.42295e-06,0.0334895,
mag4,mag2:,-0.00602446,-2.73904e-06,4.21347e-07,-2.73904e-06,0.00255782,-2.16551e-07,4.21347e-07,-2.16551e-07,0.00346665,
mag4,mag3:,-0.00190568,7.41813e-07,8.3302e-08,7.41813e-07,0.000884271,3.0969e-08,8.3302e-08,3.0969e-08,0.00102141,
mag4,mag4:,-0.000827513,4.29148e-08,8.1948e-09,4.29148e-08,0.000396665,3.68306e-09,8.1948e-09,3.68306e-09,0.000430848,
mag4,mag5:,-0.000429918,-2.18996e-08,-1.09276e-08,-2.18996e-08,0.000209204,-6.70027e-10,-1.09276e-08,-6.70027e-10,0.000220714,

mag5,mag1:,-0.0462004,-0.000223837,-2.17586e-05,-0.000223837,0.0127109,2.42295e-06,-2.17586e-05,2.42295e-06,0.0334895,
mag5,mag2:,-0.00602446,-2.73904e-06,4.21347e-07,-2.73904e-06,0.00255782,-2.16551e-07,4.21347e-07,-2.16551e-07,0.00346665,
mag5,mag3:,-0.00190568,7.41813e-07,8.3302e-08,7.41813e-07,0.000884271,3.0969e-08,8.3302e-08,3.0969e-08,0.00102141,
mag5,mag4:,-0.000827513,4.29148e-08,8.1948e-09,4.29148e-08,0.000396665,3.68306e-09,8.1948e-09,3.68306e-09,0.000430848,
mag5,mag5:,-0.000429918,-2.18996e-08,-1.09276e-08,-2.18996e-08,0.000209204,-6.70027e-10,-1.09276e-08,-6.70027e-10,0.000220714,

mag6,mag1:,-0.0462004,-0.000223837,-2.17586e-05,-0.000223837,0.0127109,2.42295e-06,-2.17586e-05,2.42295e-06,0.0334895,
mag6,mag2:,-0.00602446,-2.73904e-06,4.21347e-07,-2.73904e-06,0.00255782,-2.16551e-07,4.21347e-07,-2.16551e-07,0.00346665,
mag6,mag3:,-0.00190568,7.41813e-07,8.3302e-08,7.41813e-07,0.000884271,3.0969e-08,8.3302e-08,3.0969e-08,0.00102141,
mag6,mag4:,-0.000827513,4.29148e-08,8.1948e-09,4.29148e-08,0.000396665,3.68306e-09,8.1948e-09,3.68306e-09,0.000430848,
mag6,mag5:,-0.000429918,-2.18996e-08,-1.09276e-08,-2.18996e-08,0.000209204,-6.70027e-10,-1.09276e-08,-6.70027e-10,0.000220714,

mag7,mag1:,-0.0462004,-0.000223837,-2.17586e-05,-0.000223837,0.0127109,2.42295e-06,-2.17586e-05,2.42295e-06,0.0334895,
mag7,mag2:,-0.00602446,-2.73904e-06,4.21347e-07,-2.73904e-06,0.00255782,-2.16551e-07,4.21347e-07,-2.16551e-07,0.00346665,
mag7,mag3:,-0.00190568,7.41813e-07,8.3302e-08,7.41813e-07,0.000884271,3.0969e-08,8.3302e-08,3.0969e-08,0.00102141,
mag7,mag4:,-0.000827513,4.29148e-08,8.1948e-09,4.29148e-08,0.000396665,3.68306e-09,8.1948e-09,3.68306e-09,0.000430848,
mag7,mag5:,-0.000429918,-2.18996e-08,-1.09276e-08,-2.18996e-08,0.000209204,-6.70027e-10,-1.09276e-08,-6.70027e-10,0.000220714,

mag8,mag1:,-0.0462004,-0.000223837,-2.17586e-05,-0.000223837,0.0127109,2.42295e-06,-2.17586e-05,2.42295e-06,0.0334895,
mag8,mag2:,-0.00602446,-2.73904e-06,4.21347e-07,-2.73904e-06,0.00255782,-2.16551e-07,4.21347e-07,-2.16551e-07,0.00346665,
