Time,i0_x,i0_y,i0_z,mag1_x,mag1_y,mag1_z,mag2_x,mag2_y,mag2_z,mag3_x,mag3_y,mag3_z,mag4_x,mag4_y,mag4_z,mag5_x,mag5_y,mag5_z,mag6_x,mag6_y,mag6_z,mag7_x,mag7_y,mag7_z,mag8_x,mag8_y,mag8_z,mag9_x,mag9_y,mag9_z,o0_x,o0_y,o0_z,
14.0794,0.313081,0.949723,-0.0024794,0.674161,-0.738557,0.00640178,0.858777,0.512253,-0.00990417,0.965065,-0.26186,0.00886798,0.999848,0.0174042,-0.000951563,1,0.000812505,-7.7467e-05,1,0.000646947,-6.56682e-05,0.999997,-0.00233159,-5.7739e-05,0.999994,-0.00352857,-3.00644e-06,0.99207,-0.125687,-0.000458482,0.468911,0.883245,8.60489e-05,
14.0895,0.310955,0.950421,-0.00249623,0.669578,-0.742714,0.00641588,0.853899,0.520344,-0.00991274,0.962714,-0.270371,0.00899066,0.999836,0.0180641,-0.000967282,1,0.000862191,-7.79829e-05,1,0.00066392,-6.60521e-05,0.999997,-0.00232545,-5.79041e-05,0.999994,-0.00355465,-3.6781e-06,0.992123,-0.125263,-0.000455671,0.468958,0.88322,8.54554e-05,
14.0996,0.30881,0.95112,-0.00251277,0.664959,-0.746852,0.00642911,0.848945,0.528389,-0.00991644,0.960256,-0.278971,0.00910032,0.999824,0.0187354,-0.000981541,1,0.000912709,-7.84156e-05,1,0.000681275,-6.63976e-05,0.999997,-0.0023191,-5.80476e-05,0.999994,-0.00358015,-4.32943e-06,0.992176,-0.124843,-0.000452873,0.469005,0.883195,8.48357e-05,
14.1097,0.306649,0.951819,-0.00252899,0.660305,-0.75097,0.0064414,0.843917,0.536382,-0.00991511,0.957692,-0.287649,0.00919628,0.999811,0.019417,-0.000994255,1,0.000963933,-7.8763e-05,1,0.000698968,-6.67027e-05,0.999997,-0.00231256,-5.81699e-05,0.999994,-0.0036051,-4.95541e-06,0.992229,-0.124425,-0.000450098,0.469051,0.883171,8.41995e-05,
14.1198,0.304469,0.952519,-0.00254485,0.655616,-0.755067,0.00645259,0.838819,0.54432,-0.00990852,0.955023,-0.296387,0.00927801,0.999797,0.0201076,-0.00100536,0.999999,0.00101574,-7.90242e-05,1,0.00071695,-6.69659e-05,0.999997,-0.00230587,-5.82716e-05,0.999993,-0.00362952,-5.55135e-06,0.992281,-0.12401,-0.00044736,0.469097,0.883147,8.35595e-05,
14.1299,0.302273,0.953218,-0.00256024,0.650892,-0.759143,0.00646248,0.833655,0.552198,-0.00989638,0.952252,-0.305171,0.0093451,0.999783,0.020806,-0.00101479,0.999999,0.00106798,-7.91993e-05,1,0.000735174,-6.71863e-05,0.999997,-0.00229903,-5.83529e-05,0.999993,-0.00365345,-6.11359e-06,0.992332,-0.123598,-0.000444668,0.469142,0.883122,8.29293e-05,
14.14,0.30006,0.953917,-0.00257503,0.646135,-0.763195,0.00647077,0.828426,0.560011,-0.00987836,0.949381,-0.313986,0.00939728,0.999768,0.0215109,-0.00102253,0.999999,0.00112055,-7.92896e-05,1,0.000753591,-6.73638e-05,0.999997,-0.00229208,-5.84142e-05,0.999993,-0.00367691,-6.63994e-06,0.992383,-0.123189,-0.000442031,0.469187,0.883099,8.23215e-05,
14.1501,0.297831,0.954615,-0.00258904,0.641347,-0.767224,0.00647712,0.823138,0.567755,-0.00985413,0.946415,-0.322815,0.00943446,0.999753,0.0222209,-0.00102856,0.999999,0.00117331,-7.92976e-05,1,0.000772153,-6.74987e-05,0.999997,-0.00228504,-5.84557e-05,0.999993,-0.00369996,-7.12988e-06,0.992433,-0.122783,-0.000439454,0.469232,0.883075,8.17464e-05,
14.1602,0.295587,0.955312,-0.00260206,0.636528,-0.771226,0.00648115,0.817796,0.575425,-0.00982336,0.943358,-0.331643,0.00945669,0.999736,0.0229347,-0.00103288,0.999999,0.00122613,-7.92265e-05,1,0.000790812,-6.75921e-05,0.999997,-0.00227793,-5.84776e-05,0.999993,-0.00372263,-7.5846e-06,0.992483,-0.122379,-0.000436938,0.469276,0.883052,8.12101e-05,
14.1703,0.293329,0.956008,-0.00261386,0.631681,-0.775201,0.00648248,0.812402,0.583016,-0.0097858,0.940213,-0.340455,0.0094642,0.99972,0.023651,-0.00103553,0.999999,0.00127889,-7.90807e-05,1,0.000809524,-6.76453e-05,0.999997,-0.00227078,-5.84804e-05,0.999993,-0.00374494,-8.00674e-06,0.992533,-0.121978,-0.00043448,0.46932,0.883028,8.07145e-05,
14.1804,0.291057,0.956702,-0.0026242,0.626808,-0.779147,0.00648072,0.806963,0.590522,-0.00974126,0.936987,-0.349237,0.00945738,0.999703,0.0243685,-0.00103654,0.999999,0.00133147,-7.88651e-05,1,0.000828244,-6.76601e-05,0.999997,-0.00226361,-5.84648e-05,0.999993,-0.00376694,-8.4e-06,0.992582,-0.121579,-0.000432073,0.469363,0.883005,8.02563e-05,
14.1905,0.288774,0.957394,-0.00263283,0.621911,-0.783061,0.00647553,0.801483,0.597939,-0.00968969,0.933684,-0.357975,0.00943683,0.999685,0.025086,-0.00103598,0.999999,0.00138378,-7.85856e-05,1,0.000846932,-6.76385e-05,0.999997,-0.00225643,-5.84319e-05,0.999993,-0.00378864,-8.76862e-06,0.99263,-0.121183,-0.000429709,0.469406,0.882982,7.98283e-05,
14.2006,0.28648,0.958083,-0.00263956,0.616993,-0.786942,0.00646663,0.795968,0.605262,-0.00963117,0.930309,-0.366655,0.00940327,0.999667,0.0258022,-0.00103393,0.999999,0.00143571,-7.82483e-05,1,0.000865548,-6.75829e-05,0.999997,-0.00224927,-5.8383e-05,0.999993,-0.00381007,-9.1169e-06,0.992678,-0.120789,-0.000427377,0.469449,0.882959,7.94202e-05,
14.2107,0.284178,0.958768,-0.0026442,0.612058,-0.790786,0.00645386,0.790424,0.612485,-0.00956592,0.92687,-0.375266,0.00935763,0.999648,0.0265162,-0.00103049,0.999999,0.00148718,-7.786e-05,1,0.000884057,-6.74958e-05,0.999997,-0.00224215,-5.83198e-05,0.999993,-0.00383125,-9.44878e-06,0.992726,-0.120398,-0.000425068,0.469492,0.882937,7.902e-05,
14.2208,0.28187,0.959449,-0.00264665,0.607109,-0.794593,0.00643714,0.784855,0.619606,-0.00949437,0.923371,-0.383797,0.00930096,0.999629,0.0272267,-0.00102579,0.999999,0.00153809,-7.74275e-05,1,0.000902425,-6.73799e-05,0.999998,-0.00223508,-5.82442e-05,0.999993,-0.00385219,-9.76749e-06,0.992773,-0.120009,-0.000422774,0.469534,0.882914,7.8616e-05,
14.2309,0.279557,0.960126,-0.00264686,0.602148,-0.798359,0.00641655,0.779268,0.62662,-0.00941709,0.919818,-0.392238,0.00923447,0.999609,0.027933,-0.00101995,0.999999,0.00158838,-7.6958e-05,1,0.000920624,-6.72383e-05,0.999998,-0.00222807,-5.81584e-05,0.999993,-0.0038729,-1.00754e-05,0.992819,-0.119623,-0.00042049,0.469576,0.882892,7.81979e-05,
14.241,0.277241,0.960797,-0.00264485,0.597179,-0.802082,0.0063923,0.773667,0.633524,-0.00933484,0.916216,-0.40058,0.0091595,0.999589,0.0286343,-0.00101311,0.999999,0.001638,-7.64586e-05,1,0.000938628,-6.70743e-05,0.999998,-0.00222114,-5.80642e-05,0.999992,-0.00389339,-1.03741e-05,0.992865,-0.119239,-0.000418212,0.469618,0.88287,7.77587e-05,
14.2511,0.274925,0.961462,-0.00264077,0.592206,-0.805762,0.00636475,0.768057,0.640315,-0.00924854,0.912571,-0.408817,0.00907749,0.999569,0.0293297,-0.00100544,0.999999,0.00168689,-7.59363e-05,1,0.000956415,-6.68914e-05,0.999998,-0.00221429,-5.79636e-05,0.999992,-0.00391366,-1.06644e-05,0.992911,-0.118857,-0.000415941,0.46966,0.882847,7.72952e-05,
14.2612,0.272611,0.962121,-0.00263481,0.587231,-0.809395,0.00633438,0.762441,0.646993,-0.00915921,0.908888,-0.416944,0.00898995,0.999549,0.0300187,-0.000997106,0.999998,0.00173502,-7.53976e-05,1,0.000973967,-6.66933e-05,0.999998,-0.00220752,-5.78586e-05,0.999992,-0.00393374,-1.09468e-05,0.992957,-0.118478,-0.000413679,0.469701,0.882826,7.68086e-05,
14.2713,0.270299,0.962773,-0.00262726,0.582256,-0.812981,0.00630181,0.756824,0.653555,-0.00906801,0.90517,-0.424956,0.00889847,0.999528,0.0307009,-0.000988275,0.999998,0.00178237,-7.4849e-05,1,0.00099127,-6.64837e-05,0.999998,-0.00220086,-5.77505e-05,0.999992,-0.00395361,-1.12213e-05,0.993001,-0.118102,-0.000411432,0.469742,0.882804,7.63038e-05,
14.2814,0.267992,0.963418,-0.00261848,0.577283,-0.81652,0.00626773,0.751209,0.660004,-0.00897614,0.901422,-0.432852,0.00880466,0.999507,0.0313759,-0.00097913,0.999998,0.0018289,-7.42962e-05,0.999999,0.00100832,-6.62665e-05,0.999998,-0.00219428,-5.76409e-05,0.999992,-0.0039733,-1.14883e-05,0.993046,-0.117727,-0.000409203,0.469782,0.882782,7.57889e-05,
14.2915,0.26569,0.964055,-0.00260889,0.572315,-0.82001,0.00623291,0.745597,0.666338,-0.00888484,0.897647,-0.440629,0.00871012,0.999486,0.0320436,-0.000969851,0.999998,0.00187463,-7.37443e-05,0.999999,0.0010251,-6.60456e-05,0.999998,-0.00218781,-5.75309e-05,0.999992,-0.0039928,-1.17485e-05,0.99309,-0.117355,-0.000407,0.469823,0.882761,7.52738e-05,
14.3016,0.263393,0.964685,-0.00259892,0.567351,-0.823453,0.00619814,0.739989,0.672562,-0.00879532,0.893847,-0.44829,0.00861639,0.999465,0.032704,-0.000960616,0.999998,0.00191955,-7.31977e-05,0.999999,0.00104161,-6.58247e-05,0.999998,-0.00218143,-5.74216e-05,0.999992,-0.00401212,-1.20029e-05,0.993134,-0.116985,-0.000404825,0.469862,0.88274,7.47687e-05,
14.3117,0.261103,0.965308,-0.00258905,0.562392,-0.826847,0.00616422,0.734386,0.678677,-0.00870876,0.890023,-0.455835,0.00852494,0.999443,0.0333571,-0.000951597,0.999998,0.00196368,-7.26598e-05,0.999999,0.00105786,-6.56072e-05,0.999998,-0.00217515,-5.73138e-05,0.999992,-0.00403127,-1.22531e-05,0.993177,-0.116618,-0.000402681,0.469902,0.882719,7.42827e-05,
14.3218,0.258818,0.965923,-0.0025797,0.557438,-0.830196,0.00613189,0.728787,0.684686,-0.00862619,0.886178,-0.463269,0.00843712,0.999421,0.0340031,-0.000942954,0.999998,0.00200702,-7.21331e-05,0.999999,0.00107386,-6.53963e-05,0.999998,-0.00216896,-5.72084e-05,0.999992,-0.00405025,-1.25011e-05,0.99322,-0.116253,-0.000400569,0.469941,0.882698,7.38224e-05,
14.3319,0.256539,0.966531,-0.00257129,0.552487,-0.833499,0.00610181,0.723192,0.690595,-0.00854855,0.88231,-0.470595,0.00835412,0.999399,0.0346425,-0.000934833,0.999998,0.00204962,-7.16191e-05,0.999999,0.00108961,-6.51948e-05,0.999998,-0.00216286,-5.71059e-05,0.999992,-0.00406905,-1.27492e-05,0.993262,-0.11589,-0.000398487,0.46998,0.882677,7.33912e-05,
14.342,0.254263,0.967132,-0.00256415,0.547538,-0.836759,0.00607453,0.717598,0.696406,-0.00847656,0.87842,-0.477818,0.00827691,0.999377,0.0352758,-0.000927358,0.999998,0.00209148,-7.11184e-05,0.999999,0.00110512,-6.50048e-05,0.999998,-0.00215685,-5.70071e-05,0.999992,-0.00408768,-1.29995e-05,0.993304,-0.115529,-0.000396432,0.470018,0.882657,7.29889e-05,
14.3521,0.25199,0.967726,-0.00255858,0.542589,-0.839977,0.00605047,0.712002,0.702127,-0.00841077,0.874506,-0.484945,0.00820623,0.999355,0.0359033,-0.000920628,0.999998,0.00213265,-7.06305e-05,0.999999,0.00112041,-6.48282e-05,0.999998,-0.00215092,-5.69122e-05,0.999992,-0.00410614,-1.32541e-05,0.993346,-0.11517,-0.000394401,0.470056,0.882636,7.26115e-05,
14.3622,0.249719,0.968315,-0.00255474,0.537638,-0.843154,0.00602992,0.706403,0.70776,-0.00835149,0.870568,-0.491981,0.00814257,0.999332,0.0365259,-0.000914714,0.999998,0.00217316,-7.01539e-05,0.999999,0.00113549,-6.46661e-05,0.999998,-0.00214507,-5.68217e-05,0.999991,-0.00412441,-1.35146e-05,0.993387,-0.114814,-0.000392387,0.470094,0.882616,7.22523e-05,
14.3723,0.247448,0.968898,-0.00255274,0.532682,-0.846294,0.00601299,0.700797,0.713312,-0.00829881,0.866602,-0.498934,0.00808613,0.99931,0.0371441,-0.000909654,0.999998,0.00221302,-6.96865e-05,0.999999,0.00115038,-6.45189e-05,0.999998,-0.00213929,-5.67355e-05,0.999991,-0.00414249,-1.37821e-05,0.993428,-0.114459,-0.000390386,0.470132,0.882596,7.19029e-05,
14.3824,0.245175,0.969476,-0.00255256,0.527719,-0.849398,0.00599963,0.695181,0.718787,-0.00825258,0.862608,-0.505809,0.00803682,0.999286,0.0377587,-0.00090545,0.999997,0.00225228,-6.92254e-05,0.999999,0.00116509,-6.43866e-05,0.999998,-0.00213358,-5.66537e-05,0.999991,-0.00416037,-1.4057e-05,0.993468,-0.114107,-0.000388394,0.47017,0.882576,7.15543e-05,
14.3925,0.242898,0.970049,-0.00255413,0.522746,-0.852467,0.00598964,0.689551,0.72419,-0.00821241,0.858583,-0.512612,0.00799425,0.999263,0.0383703,-0.000902069,0.999997,0.00229096,-6.87676e-05,0.999999,0.00117964,-6.42683e-05,0.999998,-0.00212792,-5.65758e-05,0.999991,-0.00417804,-1.43389e-05,0.993509,-0.113757,-0.000386409,0.470207,0.882556,7.11982e-05,
14.4026,0.240616,0.970617,-0.00255727,0.517761,-0.855504,0.00598271,0.683905,0.729525,-0.00817771,0.854524,-0.51935,0.00795775,0.99924,0.0389795,-0.000899443,0.999997,0.00232906,-6.83098e-05,0.999999,0.00119404,-6.41627e-05,0.999998,-0.00212233,-5.65016e-05,0.999991,-0.00419549,-1.46267e-05,0.993548,-0.113409,-0.000384429,0.470244,0.882536,7.08283e-05,
14.4127,0.238329,0.971181,-0.00256173,0.512763,-0.858509,0.00597838,0.67824,0.734796,-0.00814769,0.850431,-0.526027,0.0079264,0.999216,0.039587,-0.000897469,0.999997,0.00236662,-6.78489e-05,0.999999,0.00120831,-6.40678e-05,0.999998,-0.00211678,-5.64304e-05,0.999991,-0.00421272,-1.49189e-05,0.993588,-0.113063,-0.000382454,0.470281,0.882517,7.04411e-05,
14.4228,0.236034,0.971742,-0.00256723,0.507749,-0.861484,0.00597611,0.672553,0.740004,-0.00812141,0.846301,-0.532647,0.00789907,0.999192,0.0401933,-0.000896015,0.999997,0.00240363,-6.73819e-05,0.999999,0.00122245,-6.39811e-05,0.999998,-0.00211129,-5.63615e-05,0.999991,-0.00422973,-1.52133e-05,0.993627,-0.112719,-0.000380487,0.470318,0.882497,7.00364e-05,
14.4329,0.23373,0.972298,-0.00257344,0.502718,-0.86443,0.00597528,0.666844,0.745154,-0.00809781,0.842133,-0.539212,0.00787446,0.999167,0.0407986,-0.000894926,0.999997,0.0024401,-6.69068e-05,0.999999,0.00123647,-6.38998e-05,0.999998,-0.00210584,-5.62939e-05,0.999991,-0.00424651,-1.55076e-05,0.993666,-0.112377,-0.000378529,0.470354,0.882478,6.96168e-05,
14.443,0.231419,0.972851,-0.00258,0.497669,-0.867346,0.00597524,0.661111,0.750245,-0.00807576,0.837928,-0.545724,0.00785115,0.999142,0.0414033,-0.000894027,0.999997,0.00247603,-6.64221e-05,0.999999,0.00125037,-6.38208e-05,0.999998,-0.00210044,-5.62269e-05,0.999991,-0.00426307,-1.57996e-05,0.993704,-0.112037,-0.000376584,0.47039,0.882459,6.91877e-05,
14.4531,0.229099,0.9734,-0.00258657,0.492603,-0.870233,0.00597532,0.655354,0.755279,-0.00805411,0.833685,-0.552184,0.0078277,0.999117,0.0420074,-0.000893135,0.999997,0.0025114,-6.59274e-05,0.999999,0.00126416,-6.37408e-05,0.999998,-0.00209508,-5.61596e-05,0.999991,-0.0042794,-1.60868e-05,0.993742,-0.1117,-0.000374657,0.470426,0.88244,6.87561e-05,
14.4632,0.22677,0.973945,-0.00259277,0.48752,-0.873091,0.00597485,0.649575,0.760255,-0.00803174,0.829407,-0.558591,0.00780271,0.999091,0.0426108,-0.000892069,0.999997,0.0025462,-6.54231e-05,0.999999,0.00127783,-6.36568e-05,0.999998,-0.00208978,-5.60912e-05,0.999991,-0.00429552,-1.63672e-05,0.99378,-0.111364,-0.00037275,0.470461,0.882421,6.83295e-05,
14.4733,0.224434,0.974486,-0.0025983,0.48242,-0.875919,0.00597323,0.643774,0.765173,-0.00800761,0.825094,-0.564942,0.00777488,0.999065,0.0432134,-0.000890655,0.999997,0.00258042,-6.49108e-05,0.999999,0.00129137,-6.35659e-05,0.999998,-0.00208452,-5.6021e-05,0.999991,-0.00431142,-1.66392e-05,0.993817,-0.11103,-0.000370866,0.470496,0.882402,6.79151e-05,
14.4834,0.22209,0.975023,-0.00260284,0.477306,-0.878717,0.00596988,0.637955,0.770032,-0.00798081,0.82075,-0.571235,0.0077431,0.999039,0.0438148,-0.00088874,0.999997,0.00261405,-6.43932e-05,0.999999,0.00130478,-6.34657e-05,0.999998,-0.00207931,-5.59483e-05,0.999991,-0.00432713,-1.69014e-05,0.993854,-0.110699,-0.000369007,0.470531,0.882383,6.75184e-05,
14.4935,0.21974,0.975555,-0.00260612,0.472178,-0.881483,0.00596434,0.632119,0.77483,-0.0079506,0.816378,-0.577467,0.00770647,0.999013,0.0444145,-0.000886198,0.999996,0.00264706,-6.38735e-05,0.999999,0.00131805,-6.33544e-05,0.999998,-0.00207416,-5.58728e-05,0.999991,-0.00434264,-1.71531e-05,0.993891,-0.110369,-0.000367174,0.470566,0.882365,6.71426e-05,
14.5036,0.217386,0.976082,-0.00260794,0.46704,-0.884216,0.00595624,0.626271,0.779565,-0.00791644,0.811981,-0.583633,0.00766444,0.998986,0.0450119,-0.000882939,0.999996,0.00267944,-6.33559e-05,0.999999,0.00133116,-6.32309e-05,0.999998,-0.00206907,-5.57942e-05,0.999991,-0.00435797,-1.7394e-05,0.993927,-0.110041,-0.000365368,0.4706,0.882347,6.67884e-05,
14.5137,0.215028,0.976604,-0.00260813,0.461893,-0.886916,0.00594531,0.620414,0.784235,-0.00787802,0.807565,-0.589729,0.00761673,0.998959,0.0456065,-0.000878916,0.999996,0.00271117,-6.28447e-05,0.999999,0.0013441,-6.30947e-05,0.999998,-0.00206404,-5.57126e-05,0.99999,-0.00437313,-1.76241e-05,0.993963,-0.109715,-0.000363586,0.470634,0.882328,6.64538e-05,
14.5238,0.212668,0.977121,-0.00260658,0.456741,-0.88958,0.00593144,0.614552,0.788837,-0.0078353,0.803133,-0.595751,0.00756344,0.998932,0.0461976,-0.000874126,0.999996,0.00274227,-6.23443e-05,0.999999,0.00135686,-6.29462e-05,0.999998,-0.00205907,-5.56283e-05,0.99999,-0.00438813,-1.78442e-05,0.993999,-0.109391,-0.000361827,0.470668,0.88231,6.61347e-05,
14.5339,0.210308,0.977632,-0.00260327,0.451585,-0.892208,0.00591464,0.608689,0.793371,-0.00778846,0.79869,-0.601696,0.00750499,0.998905,0.0467846,-0.000868613,0.999996,0.00277271,-6.18584e-05,0.999999,0.00136943,-6.27866e-05,0.999998,-0.00205418,-5.55417e-05,0.99999,-0.00440297,-1.80552e-05,0.994034,-0.109069,-0.000360089,0.470702,0.882292,6.58256e-05,
14.544,0.207949,0.978136,-0.00259824,0.446429,-0.894799,0.00589505,0.602829,0.797833,-0.00773795,0.79424,-0.607558,0.00744213,0.998877,0.0473669,-0.000862465,0.999996,0.0028025,-6.13902e-05,0.999999,0.00138179,-6.26175e-05,0.999998,-0.00204936,-5.54535e-05,0.99999,-0.00441767,-1.82584e-05,0.994069,-0.108749,-0.000358368,0.470735,0.882274,6.55202e-05,
14.5541,0.205594,0.978634,-0.0025916,0.441276,-0.897352,0.00587299,0.596976,0.802222,-0.00768442,0.789787,-0.613337,0.00737585,0.99885,0.047944,-0.00085581,0.999996,0.00283166,-6.09416e-05,0.999999,0.00139395,-6.24412e-05,0.999998,-0.00204461,-5.53646e-05,0.99999,-0.00443223,-1.84554e-05,0.994104,-0.10843,-0.000356663,0.470769,0.882257,6.52126e-05,
14.5642,0.203242,0.979125,-0.00258354,0.436127,-0.899866,0.00584887,0.591132,0.806539,-0.00762872,0.785333,-0.61903,0.00730739,0.998822,0.0485155,-0.000848807,0.999996,0.0028602,-6.05131e-05,0.999999,0.00140589,-6.22604e-05,0.999998,-0.00203994,-5.5276e-05,0.99999,-0.00444666,-1.86479e-05,0.994138,-0.108114,-0.00035497,0.470802,0.882239,6.48981e-05,
14.5743,0.200897,0.979609,-0.00257433,0.430985,-0.90234,0.00582324,0.585299,0.810782,-0.00757183,0.780881,-0.624638,0.00723809,0.998794,0.0490813,-0.000841636,0.999996,0.00288812,-6.01035e-05,0.999999,0.00141762,-6.20781e-05,0.999998,-0.00203534,-5.51886e-05,0.99999,-0.00446095,-1.88377e-05,0.994173,-0.107799,-0.000353289,0.470835,0.882221,6.45738e-05,
14.5844,0.198558,0.980086,-0.00256432,0.425851,-0.904775,0.00579673,0.57948,0.814952,-0.00751484,0.776432,-0.63016,0.00716934,0.998767,0.0496412,-0.000834488,0.999996,0.00291546,-5.97102e-05,0.999999,0.00142913,-6.18972e-05,0.999998,-0.00203081,-5.51033e-05,0.99999,-0.00447512,-1.90264e-05,0.994207,-0.107486,-0.000351616,0.470867,0.882204,6.42387e-05,
14.5945,0.196226,0.980555,-0.00255387,0.420725,-0.90717,0.00577007,0.573674,0.81905,-0.00745886,0.771987,-0.635599,0.00710252,0.998739,0.0501954,-0.000827554,0.999996,0.00294222,-5.93293e-05,0.999999,0.00144042,-6.17207e-05,0.999998,-0.00202635,-5.50208e-05,0.99999,-0.00448915,-1.92156e-05,0.99424,-0.107175,-0.000349952,0.4709,0.882187,6.3894e-05,
14.6046,0.193902,0.981018,-0.00254342,0.415608,-0.909526,0.00574397,0.567881,0.823077,-0.00740497,0.767545,-0.640956,0.00703886,0.998711,0.050744,-0.000821007,0.999996,0.00296843,-5.8956e-05,0.999999,0.00145152,-6.15512e-05,0.999998,-0.00202196,-5.49418e-05,0.99999,-0.00450305,-1.94065e-05,0.994273,-0.106865,-0.000348297,0.470932,0.88217,6.35427e-05,
14.6147,0.191585,0.981473,-0.00253342,0.410499,-0.911843,0.00571918,0.5621,0.827036,-0.00735417,0.763106,-0.646236,0.00697945,0.998684,0.0512876,-0.000814998,0.999996,0.0029941,-5.85849e-05,0.999999,0.00146242,-6.13912e-05,0.999998,-0.00201763,-5.48665e-05,0.99999,-0.00451682,-1.96002e-05,0.994307,-0.106557,-0.000346652,0.470964,0.882153,6.31889e-05,
14.6248,0.189275,0.981921,-0.00252429,0.405398,-0.914123,0.00569639,0.55633,0.830929,-0.0073073,0.758667,-0.651442,0.00692508,0.998656,0.0518266,-0.000809645,0.999995,0.00301925,-5.8211e-05,0.999999,0.00147313,-6.12424e-05,0.999998,-0.00201336,-5.47951e-05,0.99999,-0.00453044,-1.97973e-05,0.994339,-0.106251,-0.000345017,0.470996,0.882136,6.28373e-05,
14.6349,0.18697,0.982362,-0.00251645,0.400302,-0.916366,0.00567619,0.550567,0.834759,-0.00726502,0.754225,-0.65658,0.00687631,0.998628,0.0523615,-0.000805021,0.999995,0.00304388,-5.78299e-05,0.999999,0.00148367,-6.11059e-05,0.999998,-0.00200913,-5.47273e-05,0.99999,-0.00454392,-1.9998e-05,0.994372,-0.105947,-0.000343393,0.471027,0.882119,6.24924e-05,
14.645,0.18467,0.982797,-0.00251023,0.395209,-0.918574,0.00565904,0.544809,0.838529,-0.00722775,0.749779,-0.661653,0.00683334,0.9986,0.0528931,-0.000801161,0.999995,0.00306799,-5.74382e-05,0.999999,0.00149405,-6.09823e-05,0.999998,-0.00200496,-5.46627e-05,0.99999,-0.00455726,-2.02023e-05,0.994404,-0.105644,-0.000341783,0.471058,0.882102,6.21579e-05,
14.6551,0.182373,0.983226,-0.0025059,0.390118,-0.920748,0.00564526,0.539052,0.842242,-0.00719566,0.745325,-0.666667,0.00679611,0.998572,0.0534219,-0.000798053,0.999995,0.0030916,-5.70341e-05,0.999999,0.00150428,-6.08713e-05,0.999998,-0.00200083,-5.4601e-05,0.99999,-0.00457044,-2.04097e-05,0.994436,-0.105343,-0.000340187,0.471089,0.882086,6.18361e-05,
14.6652,0.180077,0.983649,-0.00250359,0.385024,-0.922889,0.00563497,0.533293,0.8459,-0.00716863,0.74086,-0.671625,0.00676425,0.998543,0.0539486,-0.000795645,0.999995,0.0031147,-5.66175e-05,0.999999,0.00151437,-6.0772e-05,0.999998,-0.00199674,-5.45415e-05,0.999989,-0.00458346,-2.06195e-05,0.994467,-0.105044,-0.000338605,0.47112,0.882069,6.15278e-05,
14.6753,0.177779,0.984067,-0.00250333,0.379926,-0.925,0.00562808,0.527527,0.849508,-0.0071463,0.736383,-0.676532,0.00673713,0.998515,0.0544736,-0.00079385,0.999995,0.0031373,-5.61894e-05,0.999999,0.00152434,-6.0683e-05,0.999998,-0.0019927,-5.44836e-05,0.999989,-0.00459633,-2.08309e-05,0.994499,-0.104747,-0.000337038,0.471151,0.882053,6.12321e-05,
14.6854,0.17548,0.98448,-0.00250503,0.374821,-0.92708,0.00562431,0.521754,0.853066,-0.00712806,0.731889,-0.681391,0.00671392,0.998486,0.0549975,-0.000792553,0.999995,0.00315939,-5.57523e-05,0.999999,0.0015342,-6.06021e-05,0.999998,-0.00198869,-5.44269e-05,0.999989,-0.00460905,-2.1043e-05,0.99453,-0.104451,-0.000335487,0.471181,0.882036,6.09467e-05,
14.6955,0.173175,0.984888,-0.00250843,0.369706,-0.929132,0.00562318,0.515968,0.856578,-0.00711313,0.727378,-0.686204,0.00669366,0.998457,0.0555206,-0.00079162,0.999995,0.00318097,-5.53095e-05,0.999999,0.00154394,-6.05269e-05,0.999998,-0.00198471,-5.43709e-05,0.999989,-0.0046216,-2.12546e-05,0.994561,-0.104157,-0.000333949,0.471211,0.88202,6.06684e-05,
14.7056,0.170865,0.985291,-0.0025132,0.36458,-0.931155,0.00562408,0.51017,0.860044,-0.00710055,0.72285,-0.690973,0.00667528,0.998428,0.0560431,-0.000790908,0.999995,0.00320205,-5.48645e-05,0.999999,0.00155358,-6.04549e-05,0.999998,-0.00198078,-5.43152e-05,0.999989,-0.00463399,-2.1465e-05,0.994591,-0.103864,-0.000332424,0.471241,0.882004,6.03936e-05,
14.7157,0.168548,0.98569,-0.00251887,0.35944,-0.933151,0.00562625,0.504357,0.863466,-0.00708928,0.718302,-0.6957,0.00665771,0.998399,0.0565652,-0.000790274,0.999995,0.00322264,-5.44208e-05,0.999999,0.00156311,-6.03837e-05,0.999998,-0.00197687,-5.42597e-05,0.999989,-0.00464623,-2.16732e-05,0.994622,-0.103573,-0.000330912,0.471271,0.881988,6.01187e-05,
14.7258,0.166224,0.986085,-0.00252494,0.354287,-0.93512,0.00562886,0.49853,0.866844,-0.00707828,0.713736,-0.700384,0.00663992,0.998369,0.0570868,-0.000789581,0.999995,0.00324272,-5.39816e-05,0.999999,0.00157254,-6.0311e-05,0.999998,-0.00197301,-5.42041e-05,0.999989,-0.00465831,-2.18784e-05,0.994652,-0.103284,-0.00032941,0.471301,0.881972,5.98407e-05,
14.7359,0.163892,0.986475,-0.00253084,0.349122,-0.937061,0.00563109,0.492689,0.870177,-0.00706654,0.709152,-0.705024,0.00662099,0.998339,0.0576078,-0.000788707,0.999995,0.00326232,-5.35496e-05,0.999999,0.00158186,-6.02349e-05,0.999998,-0.00196918,-5.41485e-05,0.999989,-0.00467024,-2.20801e-05,0.994682,-0.102996,-0.000327919,0.47133,0.881957,5.95578e-05,
