Time,i0_x,i0_y,i0_z,mag1_x,mag1_y,mag1_z,mag2_x,mag2_y,mag2_z,mag3_x,mag3_y,mag3_z,mag4_x,mag4_y,mag4_z,mag5_x,mag5_y,mag5_z,mag6_x,mag6_y,mag6_z,mag7_x,mag7_y,mag7_z,mag8_x,mag8_y,mag8_z,mag9_x,mag9_y,mag9_z,o0_x,o0_y,o0_z,
2.7573,0.451834,0.892102,0.000310873,0.97256,-0.232646,-0.00153645,0.999878,0.0155832,0.000515366,0.992423,-0.12287,-0.000652673,0.710171,0.704029,0.000385352,0.630074,-0.776535,-0.000263353,0.70742,0.706794,-0.000164209,0.988142,-0.153541,0.000994116,0.999911,0.0133467,-0.000441894,0.999998,-0.00221262,3.46732e-06,0.999995,0.00314272,-1.84926e-06,
2.7674,0.452075,0.89198,0.000278626,0.972926,-0.231113,-0.00146136,0.999886,0.0150799,0.000469893,0.992493,-0.122301,-0.000633765,0.710396,0.703802,0.000383892,0.630232,-0.776407,-0.00031407,0.707433,0.70678,-6.19669e-05,0.987977,-0.154597,0.00091472,0.999906,0.0137002,-0.000426506,0.999997,-0.00226475,-7.36034e-08,0.999995,0.00315428,3.21991e-06,
2.7775,0.452291,0.89187,0.000247089,0.973269,-0.229663,-0.00137522,0.999893,0.0146255,0.000420734,0.992561,-0.121743,-0.00062703,0.710614,0.703582,0.000369824,0.630421,-0.776253,-0.000348012,0.707508,0.706706,1.7994e-05,0.987825,-0.155568,0.000831982,0.999901,0.0140384,-0.000407379,0.999997,-0.0023138,-3.73768e-06,0.999995,0.00316,8.25701e-06,
2.7876,0.452484,0.891772,0.000218147,0.973589,-0.228302,-0.00128437,0.999899,0.014222,0.000371852,0.99263,-0.121182,-0.000630431,0.710817,0.703377,0.000347646,0.630628,-0.776085,-0.000363971,0.707626,0.706587,7.12344e-05,0.987685,-0.156456,0.000752749,0.999897,0.0143577,-0.000385049,0.999997,-0.00235989,-7.38211e-06,0.999995,0.00316044,1.24582e-05,
2.7977,0.452658,0.891684,0.000193026,0.973886,-0.227034,-0.00119546,0.999904,0.0138672,0.000327231,0.9927,-0.120608,-0.00064058,0.711001,0.703191,0.000321823,0.630839,-0.775914,-0.000361603,0.707769,0.706444,9.57597e-05,0.987556,-0.157265,0.0006837,0.999893,0.0146547,-0.000360365,0.999997,-0.00240318,-1.09355e-05,0.999995,0.00315698,1.5207e-05,
2.8078,0.452815,0.891605,0.000172358,0.974161,-0.225852,-0.00111485,0.999908,0.0135546,0.000290375,0.992772,-0.120017,-0.000653462,0.711166,0.703024,0.000296073,0.631041,-0.775749,-0.000341658,0.707916,0.706297,9.18976e-05,0.987437,-0.15801,0.00063075,0.999889,0.014927,-0.000334564,0.999997,-0.00244385,-1.43981e-05,0.999995,0.00315155,1.61667e-05,
2.8179,0.452959,0.891531,0.000156328,0.974417,-0.224745,-0.0010481,0.999912,0.0132743,0.000263868,0.992845,-0.119409,-0.000665171,0.711314,0.702875,0.000272842,0.631223,-0.775602,-0.000306112,0.708048,0.706164,6.19759e-05,0.987325,-0.15871,0.000598541,0.999885,0.0151732,-0.000309279,0.999997,-0.00248196,-1.78295e-05,0.999995,0.00314626,1.53213e-05,
2.828,0.453095,0.891462,0.000144856,0.974658,-0.223698,-0.000999466,0.999915,0.0130143,0.00024907,0.992919,-0.118787,-0.000672533,0.711447,0.70274,0.000253062,0.631372,-0.77548,-0.000258117,0.708151,0.706061,9.885e-06,0.987216,-0.159387,0.000590046,0.999881,0.015394,-0.000286476,0.999997,-0.0025174,-2.1322e-05,0.999995,0.00314308,1.296e-05,
2.8381,0.453224,0.891397,0.000137759,0.974889,-0.222689,-0.00097154,0.999919,0.0127618,0.000245993,0.992994,-0.11816,-0.000673519,0.711569,0.702617,0.000236213,0.631482,-0.775391,-0.00020174,0.70821,0.706002,-5.94025e-05,0.987106,-0.160067,0.000606356,0.999878,0.015592,-0.000268311,0.999997,-0.00254991,-2.49624e-05,0.999995,0.00314348,9.61369e-06,
2.8482,0.453349,0.891333,0.000134877,0.975115,-0.221697,-0.000965014,0.999922,0.012505,0.000253374,0.993069,-0.117535,-0.00066742,0.711681,0.702503,0.000220671,0.631547,-0.775337,-0.000141516,0.708217,0.705994,-0.000140299,0.986991,-0.160776,0.00064665,0.999876,0.0157724,-0.000256936,0.999997,-0.00257903,-2.87875e-05,0.999995,0.0031482,5.95482e-06,
2.8583,0.453475,0.891269,0.000136114,0.975341,-0.2207,-0.00097863,0.999925,0.012234,0.000268915,0.993141,-0.11692,-0.000654769,0.711784,0.702398,0.000204244,0.631568,-0.77532,-8.19003e-05,0.708167,0.706045,-0.000227027,0.986867,-0.161536,0.00070834,0.999873,0.0159427,-0.000254256,0.999997,-0.00260426,-3.27402e-05,0.999995,0.00315719,2.67924e-06,
2.8684,0.453602,0.891204,0.000141406,0.975572,-0.219678,-0.00100931,0.999929,0.0119419,0.000289647,0.993211,-0.116323,-0.000637068,0.711877,0.702304,0.000184795,0.631546,-0.775338,-2.67256e-05,0.708058,0.706154,-0.000313987,0.98673,-0.162369,0.000787374,0.99987,0.0161122,-0.000261698,0.999997,-0.00262515,-3.6635e-05,0.999995,0.00316963,3.90185e-07,
2.8785,0.453734,0.891137,0.000150622,0.97581,-0.218617,-0.00105248,0.999932,0.0116255,0.000312353,0.993278,-0.115747,-0.000616393,0.711957,0.702223,0.000160809,0.631487,-0.775386,2.12285e-05,0.707892,0.706321,-0.000396084,0.986578,-0.163288,0.00087864,0.999867,0.0162919,-0.00028,0.999997,-0.00264147,-4.01419e-05,0.999995,0.0031841,-4.98197e-07,
2.8886,0.453874,0.891066,0.000163431,0.976058,-0.217506,-0.00110252,0.999936,0.0112849,0.000333975,0.993343,-0.115195,-0.000594967,0.71202,0.702159,0.000131797,0.631397,-0.77546,6.04596e-05,0.707675,0.706538,-0.000468999,0.986409,-0.164305,0.000976435,0.999864,0.0164932,-0.000309071,0.999996,-0.00265344,-4.27928e-05,0.999995,0.00319884,1.76377e-07,
2.8987,0.454025,0.890989,0.000179169,0.976317,-0.216341,-0.00115334,0.99994,0.0109232,0.000351957,0.993404,-0.114665,-0.000574773,0.712063,0.702116,9.84754e-05,0.631282,-0.775553,9.07247e-05,0.707414,0.7068,-0.000529423,0.986222,-0.165422,0.00107494,0.99986,0.0167272,-0.000347937,0.999996,-0.00266184,-4.40149e-05,0.999995,0.00321203,2.30315e-06,
2.9088,0.454189,0.890905,0.000196756,0.976586,-0.215124,-0.00119899,0.999944,0.0105457,0.000364464,0.993463,-0.114155,-0.000557285,0.712081,0.702097,6.26866e-05,0.63115,-0.775661,0.000112796,0.707119,0.707095,-0.000575228,0.986018,-0.166637,0.00116865,0.999855,0.0170037,-0.000394776,0.999996,-0.00266815,-4.31881e-05,0.999995,0.00322211,5.52003e-06,
2.9189,0.454367,0.890814,0.000214684,0.976863,-0.213864,-0.00123427,0.999948,0.0101592,0.000370481,0.99352,-0.11366,-0.000543326,0.712075,0.702104,2.71034e-05,0.631006,-0.775778,0.000128054,0.7068,0.707413,-0.000605557,0.985796,-0.167942,0.00125278,0.99985,0.0173302,-0.000447053,0.999996,-0.00267463,-3.97203e-05,0.999995,0.00322803,9.273e-06,
2.929,0.45456,0.890716,0.00023111,0.977144,-0.212574,-0.00125521,0.999952,0.00977087,0.000369783,0.993575,-0.113177,-0.000533073,0.712045,0.702134,-5.21746e-06,0.630855,-0.775901,0.000138025,0.706469,0.707744,-0.000620818,0.985559,-0.169325,0.00132352,0.999843,0.0177115,-0.000501728,0.999996,-0.00268422,-3.31326e-05,0.999995,0.00322945,1.29028e-05,
2.9391,0.454765,0.890612,0.000244032,0.977427,-0.211271,-0.00125941,0.999956,0.00938737,0.000362809,0.993629,-0.112701,-0.000526174,0.711994,0.702186,-3.13354e-05,0.630698,-0.776028,0.000143964,0.706134,0.708078,-0.000622558,0.98531,-0.170771,0.00137825,0.999835,0.0181487,-0.000555524,0.999996,-0.00270039,-2.31426e-05,0.999995,0.00322676,1.57451e-05,
2.9492,0.454979,0.890502,0.000251546,0.977707,-0.209972,-0.00124628,0.999959,0.00901458,0.000350486,0.993682,-0.112229,-0.000521934,0.711927,0.702253,-4.88837e-05,0.630539,-0.776158,0.000146575,0.705804,0.708407,-0.00061321,0.98505,-0.172262,0.00141565,0.999826,0.0186395,-0.000605211,0.999996,-0.00272693,-9.73376e-06,0.999995,0.00322106,1.72286e-05,
2.9593,0.455199,0.89039,0.00025213,0.97798,-0.208696,-0.00121695,0.999962,0.00865703,0.000334029,0.993735,-0.111759,-0.000519523,0.711852,0.702329,-5.6406e-05,0.630379,-0.776288,0.000145936,0.705485,0.708724,-0.000595758,0.984783,-0.17378,0.00143564,0.999816,0.0191784,-0.000647892,0.999996,-0.0027676,6.79863e-06,0.999995,0.00321401,1.69577e-05,
2.9694,0.455416,0.890279,0.000244917,0.978243,-0.207458,-0.00117409,0.999965,0.00831785,0.000314768,0.993788,-0.111289,-0.000518161,0.711776,0.702406,-5.35243e-05,0.63022,-0.776417,0.000141613,0.705181,0.709027,-0.000573337,0.984513,-0.175308,0.00143936,0.999805,0.019757,-0.000681251,0.999996,-0.00282578,2.58327e-05,0.999995,0.00320762,1.4768e-05,
2.9795,0.455626,0.890171,0.000229893,0.978495,-0.20627,-0.00112157,0.999968,0.00799882,0.00029401,0.99384,-0.110821,-0.000517248,0.711706,0.702478,-4.09268e-05,0.630065,-0.776542,0.000132924,0.704894,0.709312,-0.000548839,0.98424,-0.176831,0.00142896,0.999792,0.0203646,-0.00070374,0.999996,-0.00290408,4.64411e-05,0.999995,0.00320397,1.07482e-05,
2.9896,0.455822,0.890071,0.000207991,0.978732,-0.205139,-0.00106397,0.99997,0.00770048,0.00027296,0.993892,-0.110352,-0.000516426,0.711647,0.702537,-2.02008e-05,0.629918,-0.776662,0.000119291,0.704624,0.709581,-0.000524586,0.983969,-0.178335,0.00140737,0.999779,0.0209894,-0.000714697,0.999995,-0.00300403,6.74467e-05,0.999995,0.0032049,5.22653e-06,
2.9997,0.455998,0.889981,0.000181056,0.978956,-0.204069,-0.00100611,0.999972,0.00742238,0.000252686,0.993944,-0.109885,-0.000515567,0.711606,0.702579,6.43943e-06,0.629781,-0.776772,0.00010056,0.704369,0.709834,-0.000502124,0.9837,-0.179811,0.00137805,0.999766,0.0216192,-0.000714378,0.999995,-0.00312581,8.75101e-05,0.999995,0.00321185,-1.27326e-06,
3.0098,0.456152,0.889902,0.000151655,0.979167,-0.203056,-0.000952498,0.999974,0.00716316,0.000234113,0.993995,-0.10942,-0.000514723,0.711584,0.702601,3.64713e-05,0.629661,-0.77687,7.72261e-05,0.704128,0.710073,-0.000482166,0.983435,-0.181254,0.00134469,0.999752,0.0222428,-0.000703911,0.999995,-0.0032681,0.000105241,0.999995,0.0032256,-8.10099e-06,
3.0199,0.456281,0.889836,0.000122786,0.979366,-0.202094,-0.000906971,0.999976,0.00692078,0.000218032,0.994046,-0.108956,-0.000514035,0.711585,0.7026,6.73671e-05,0.629558,-0.776953,5.05002e-05,0.703897,0.710302,-0.000464695,0.983175,-0.182661,0.0013109,0.999739,0.0228502,-0.000685175,0.999994,-0.00342806,0.000119321,0.999995,0.00324624,-1.45615e-05,
3.03,0.456388,0.889781,9.74957e-05,0.979555,-0.201173,-0.000872327,0.999978,0.00669252,0.000205101,0.994097,-0.108493,-0.000513649,0.711606,0.702579,9.68401e-05,0.629477,-0.77702,2.22048e-05,0.703676,0.71052,-0.000449192,0.982919,-0.184035,0.00127995,0.999725,0.023434,-0.000660617,0.999994,-0.00360144,0.000128631,0.999995,0.00327311,-1.99978e-05,
3.0401,0.456477,0.889735,7.84768e-05,0.979738,-0.20028,-0.000850156,0.999979,0.00647514,0.00019583,0.994147,-0.108031,-0.000513645,0.711646,0.702539,0.000123008,0.629416,-0.777069,-5.47326e-06,0.703464,0.71073,-0.000434946,0.982666,-0.18538,0.00125456,0.999712,0.0239894,-0.000633032,0.999993,-0.00378285,0.000132366,0.999995,0.00330493,-2.38652e-05,
3.0502,0.456553,0.889696,6.77019e-05,0.979918,-0.199401,-0.000840778,0.99998,0.00626495,0.000190545,0.994197,-0.10757,-0.000513994,0.711702,0.702481,0.000144472,0.629375,-0.777101,-3.03129e-05,0.70326,0.710932,-0.000421373,0.982416,-0.186704,0.00123675,0.999699,0.0245149,-0.000605317,0.999992,-0.00396612,0.000130128,0.999994,0.00333992,-2.57872e-05,
3.0603,0.456624,0.88966,6.6147e-05,0.980096,-0.198525,-0.000843326,0.999982,0.00605802,0.000189336,0.994247,-0.107108,-0.000514552,0.711771,0.702412,0.000160325,0.629352,-0.777121,-5.03939e-05,0.703065,0.711126,-0.000408279,0.982165,-0.188014,0.0012278,0.999687,0.0250118,-0.000580234,0.999991,-0.0041448,0.000121986,0.999994,0.00337601,-2.55886e-05,
3.0704,0.456698,0.889622,7.36504e-05,0.980274,-0.197639,-0.000855917,0.999983,0.00585035,0.000192014,0.994297,-0.106647,-0.000515077,0.711848,0.702333,0.000170113,0.62934,-0.77713,-6.43647e-05,0.702878,0.71131,-0.000396011,0.981914,-0.189322,0.00122819,0.999675,0.0254844,-0.000560189,0.999991,-0.00431266,0.000108494,0.999994,0.00341103,-2.33038e-05,
3.0805,0.456782,0.889579,8.89294e-05,0.980456,-0.196735,-0.000875911,0.999984,0.0056382,0.000198073,0.994346,-0.106185,-0.00051527,0.71193,0.702251,0.000173778,0.629337,-0.777133,-7.15871e-05,0.702699,0.711487,-0.000385474,0.98166,-0.190636,0.00123777,0.999663,0.025939,-0.000547055,0.99999,-0.00446422,9.0673e-05,0.999994,0.00344298,-1.91624e-05,
3.0906,0.456881,0.889528,0.000109752,0.980642,-0.195807,-0.000900203,0.999985,0.00541845,0.000206695,0.994395,-0.105723,-0.000514818,0.712012,0.702168,0.000171593,0.629336,-0.777134,-7.21394e-05,0.702527,0.711657,-0.000378001,0.981401,-0.191966,0.00125586,0.999652,0.0263838,-0.00054206,0.999989,-0.00459526,6.99408e-05,0.999994,0.00347015,-1.35563e-05,
3.1007,0.457,0.889467,0.000133238,0.980832,-0.194853,-0.000925529,0.999987,0.00518889,0.000216786,0.994444,-0.105263,-0.000513437,0.71209,0.702088,0.000164106,0.629332,-0.777136,-6.66875e-05,0.70236,0.711822,-0.000375123,0.981135,-0.193319,0.00128143,0.99964,0.0268279,-0.000545734,0.999989,-0.00470323,4.80087e-05,0.999994,0.00349128,-6.99475e-06,
3.1108,0.457139,0.889395,0.000156248,0.981026,-0.193874,-0.000948756,0.999988,0.00494851,0.000227066,0.994493,-0.104804,-0.000510904,0.712161,0.702016,0.000152095,0.629322,-0.777144,-5.62699e-05,0.702193,0.711986,-0.000378275,0.980862,-0.194701,0.00131326,0.999628,0.0272802,-0.000557921,0.999989,-0.00478747,2.67467e-05,0.999994,0.00350568,-5.37343e-08,
3.1209,0.457296,0.889314,0.000175799,0.981223,-0.192873,-0.00096713,0.999989,0.00469767,0.000236186,0.994541,-0.104349,-0.00050708,0.712223,0.701953,0.000136512,0.629303,-0.77716,-4.20516e-05,0.702024,0.712153,-0.000388505,0.980579,-0.196117,0.00135014,0.999615,0.0277495,-0.00057787,0.999988,-0.00484941,8.02988e-06,0.999994,0.00351322,6.67523e-06,
3.131,0.457468,0.889226,0.000189442,0.981423,-0.191856,-0.000978483,0.99999,0.00443813,0.000242873,0.994588,-0.103898,-0.000501919,0.712273,0.701902,0.00011843,0.629272,-0.777186,-2.51092e-05,0.701845,0.712329,-0.000406253,0.980287,-0.197573,0.00139095,0.999601,0.028243,-0.000604359,0.999988,-0.00489244,-6.41805e-06,0.999994,0.00351434,1.26317e-05,
3.1411,0.457648,0.889134,0.000195565,0.981622,-0.190832,-0.000981367,0.999991,0.0041729,0.000246075,0.994634,-0.103452,-0.000495467,0.712311,0.701864,9.89614e-05,0.629227,-0.777221,-6.29119e-06,0.701653,0.712519,-0.000431221,0.979984,-0.199069,0.00143471,0.999586,0.0287666,-0.000635871,0.999988,-0.00492172,-1.51705e-05,0.999994,0.00351001,1.73261e-05,
3.1512,0.45783,0.88904,0.000193557,0.98182,-0.18981,-0.000975144,0.999992,0.00390595,0.000245085,0.99468,-0.103014,-0.000487854,0.712335,0.70184,7.91786e-05,0.629169,-0.777269,1.38233e-05,0.701442,0.712726,-0.000462384,0.97967,-0.200609,0.00148065,0.99957,0.0293244,-0.00067077,0.999988,-0.00494378,-1.72178e-05,0.999994,0.00350162,2.03713e-05,
3.1613,0.458006,0.888949,0.000183841,0.982015,-0.188798,-0.000959999,0.999993,0.00364181,0.000239631,0.994724,-0.102583,-0.000479289,0.712346,0.701829,6.00175e-05,0.629096,-0.777328,3.48724e-05,0.701208,0.712956,-0.000498106,0.979344,-0.202193,0.00152813,0.999552,0.0299185,-0.000707479,0.999988,-0.00496603,-1.20492e-05,0.999994,0.00349089,2.15061e-05,
3.1714,0.458172,0.888864,0.000167758,0.982206,-0.187807,-0.000936899,0.999994,0.00338508,0.000229912,0.994768,-0.102161,-0.000470044,0.712344,0.70183,4.21988e-05,0.629008,-0.777399,5.65952e-05,0.70095,0.713211,-0.000536355,0.979006,-0.203823,0.00157663,0.999533,0.0305496,-0.000744629,0.999988,-0.0049962,3.10795e-07,0.999994,0.00347974,2.06099e-05,
3.1815,0.458322,0.888786,0.000147343,0.98239,-0.186842,-0.00090749,0.999995,0.00313991,0.00021658,0.99481,-0.101748,-0.000460435,0.712331,0.701843,2.61745e-05,0.628904,-0.777483,7.86937e-05,0.700665,0.71349,-0.000574964,0.978656,-0.205499,0.00162564,0.999512,0.031217,-0.000781164,0.999987,-0.00504174,1.93153e-05,0.999994,0.00347014,1.77095e-05,
3.1916,0.458455,0.888718,0.000125014,0.982566,-0.18591,-0.000873949,0.999996,0.00290959,0.000200667,0.994851,-0.101345,-0.000450806,0.712309,0.701866,1.21145e-05,0.628784,-0.77758,0.000100719,0.700354,0.713795,-0.000611892,0.978292,-0.207222,0.00167466,0.99949,0.0319192,-0.000816395,0.999987,-0.00510926,4.39551e-05,0.999994,0.00346398,1.29779e-05,
3.2017,0.458569,0.888659,0.000103243,0.982736,-0.185014,-0.000838786,0.999996,0.00269618,0.000183472,0.994891,-0.10095,-0.000441505,0.712278,0.701897,-5.9574e-08,0.628649,-0.777689,0.000122016,0.70002,0.714123,-0.000645441,0.977916,-0.208992,0.0017231,0.999466,0.0326543,-0.000850005,0.999986,-0.00520408,7.28579e-05,0.999994,0.00346292,6.72335e-06,
3.2118,0.458666,0.888609,8.42412e-05,0.982897,-0.184153,-0.000804615,0.999997,0.00250028,0.000166411,0.99493,-0.100564,-0.000432853,0.712241,0.701935,-1.05986e-05,0.628498,-0.777811,0.000141748,0.699665,0.71447,-0.000674398,0.977526,-0.210807,0.00177036,0.999441,0.0334201,-0.000882,0.999986,-0.00532992,0.000104417,0.999994,0.00346828,-6.31094e-07,
3.2219,0.45875,0.888565,6.97053e-05,0.983052,-0.183326,-0.000773922,0.999997,0.00232104,0.000150863,0.994969,-0.100186,-0.000425122,0.712197,0.70198,-1.98222e-05,0.628334,-0.777944,0.000158994,0.699293,0.714834,-0.000698093,0.977123,-0.212667,0.00181578,0.999414,0.034215,-0.000912633,0.999985,-0.00548867,0.000136936,0.999994,0.00348092,-8.57798e-06,
3.232,0.458825,0.888527,6.06546e-05,0.983201,-0.182527,-0.000748828,0.999998,0.00215623,0.000138023,0.995006,-0.0998151,-0.000418511,0.712147,0.70203,-2.80093e-05,0.628158,-0.778086,0.00017289,0.698908,0.715211,-0.000716373,0.976707,-0.214569,0.00185875,0.999386,0.0350378,-0.000942293,0.999984,-0.00568041,0.000168769,0.999994,0.00350118,-1.65651e-05,
3.2421,0.458896,0.88849,5.73729e-05,0.983344,-0.181751,-0.000730884,0.999998,0.00200253,0.000128778,0.995043,-0.0994495,-0.000413134,0.712093,0.702085,-3.53048e-05,0.627974,-0.778235,0.000182791,0.698513,0.715597,-0.000729513,0.976278,-0.216511,0.00189874,0.999355,0.0358879,-0.000971407,0.999983,-0.00590352,0.000198452,0.999994,0.00352884,-2.4042e-05,
3.2522,0.458967,0.888453,5.94506e-05,0.983485,-0.180989,-0.000720923,0.999998,0.00185592,0.000123619,0.995079,-0.0990885,-0.000409011,0.712034,0.702145,-4.16666e-05,0.627783,-0.778388,0.000188395,0.698112,0.715989,-0.000738096,0.975837,-0.218489,0.00193536,0.999323,0.0367651,-0.00100034,0.999981,-0.00615497,0.000224805,0.999994,0.00356314,-3.05098e-05,
3.2623,0.459043,0.888414,6.59115e-05,0.983624,-0.180233,-0.00071897,0.999999,0.00171207,0.000122598,0.995114,-0.0987307,-0.000406081,0.711971,0.702209,-4.68631e-05,0.627591,-0.778543,0.000189821,0.697706,0.716383,-0.000742885,0.975385,-0.220501,0.00196847,0.99929,0.0376698,-0.00102932,0.999979,-0.00643065,0.000247005,0.999994,0.00360285,-3.55683e-05,
3.2724,0.459126,0.888371,7.53961e-05,0.983762,-0.179474,-0.000724246,0.999999,0.00156686,0.000125342,0.995149,-0.0983753,-0.000404215,0.711905,0.702276,-5.0523e-05,0.627399,-0.778698,0.000187594,0.6973,0.716779,-0.000744715,0.974921,-0.222542,0.00199812,0.999254,0.0386025,-0.0010584,0.999977,-0.0067258,0.000264614,0.999993,0.00364641,-3.89562e-05,
3.2825,0.459219,0.888323,8.63701e-05,0.983902,-0.178707,-0.000735244,0.999999,0.00141675,0.000131097,0.995184,-0.0980213,-0.000403245,0.711837,0.702344,-5.22286e-05,0.62721,-0.77885,0.000182568,0.696893,0.717175,-0.000744416,0.974447,-0.224608,0.00202465,0.999216,0.0395637,-0.00108749,0.999975,-0.00703543,0.000277581,0.999993,0.00369204,-4.05772e-05,
3.2926,0.459321,0.888271,9.73267e-05,0.984044,-0.177925,-0.000749896,0.999999,0.00125917,0.000138825,0.995219,-0.097668,-0.00040298,0.711769,0.702414,-5.16307e-05,0.627026,-0.778998,0.000175786,0.696488,0.717569,-0.000742771,0.973963,-0.226698,0.00204857,0.999177,0.0405536,-0.0011163,0.999973,-0.00735473,0.000286203,0.999993,0.00373798,-4.05085e-05,
3.3027,0.459431,0.888213,0.000106956,0.984188,-0.177127,-0.000765795,0.999999,0.00109273,0.000147323,0.995254,-0.0973149,-0.000403234,0.711701,0.702482,-4.85602e-05,0.626848,-0.779142,0.000168318,0.696084,0.71796,-0.000740504,0.973469,-0.228808,0.00207058,0.999135,0.0415721,-0.0011445,0.99997,-0.00767941,0.000291063,0.999993,0.00378261,-3.89896e-05,
3.3128,0.459548,0.888153,0.000114262,0.984334,-0.176312,-0.000780462,1,0.000917319,0.000155355,0.995288,-0.0969618,-0.000403829,0.711637,0.702548,-4.31132e-05,0.626675,-0.779281,0.000161108,0.695682,0.71835,-0.000738281,0.972966,-0.230938,0.0020915,0.999091,0.0426185,-0.00117169,0.999968,-0.00800594,0.00029296,0.999993,0.00382465,-3.63927e-05,
3.3229,0.45967,0.88809,0.000118627,0.984482,-0.175483,-0.000791619,1,0.000734084,0.000161789,0.995322,-0.0966084,-0.000404599,0.711577,0.702608,-3.56882e-05,0.626508,-0.779415,0.000154872,0.695281,0.718737,-0.00073672,0.972454,-0.233085,0.00211217,0.999044,0.0436917,-0.00119757,0.999965,-0.00833178,0.000292818,0.999993,0.00386326,-3.31758e-05,
3.333,0.459794,0.888025,0.000119813,0.984631,-0.174645,-0.00079744,1,0.000545235,0.000165714,0.995357,-0.0962546,-0.000405381,0.711522,0.702663,-2.69697e-05,0.626344,-0.779547,0.000150044,0.694882,0.719124,-0.000736388,0.971932,-0.235252,0.00213341,0.998996,0.0447902,-0.0012219,0.999962,-0.00865538,0.000291611,0.999992,0.0038981,-2.98286e-05,
3.3431,0.459918,0.887961,0.000117925,0.98478,-0.173804,-0.000796748,1,0.000353765,0.000166536,0.995391,-0.0959004,-0.000406003,0.711474,0.702712,-1.78573e-05,0.626183,-0.779676,0.000146797,0.694482,0.71951,-0.000737784,0.9714,-0.237438,0.00215595,0.998945,0.0459121,-0.00124466,0.99996,-0.00897624,0.000290284,0.999992,0.00392933,-2.68139e-05,
3.3532,0.460039,0.887899,0.00011334,0.984927,-0.172967,-0.000789135,1,0.000163086,0.000164028,0.995425,-0.095546,-0.000406274,0.711433,0.702754,-9.35746e-06,0.626024,-0.779804,0.000145117,0.694081,0.719897,-0.000741319,0.970858,-0.239645,0.0021804,0.998891,0.0470557,-0.00126601,0.999957,-0.00929481,0.000289696,0.999992,0.00395759,-2.45168e-05,
3.3633,0.460155,0.887839,0.00010662,0.985072,-0.172141,-0.000774994,1,-2.33705e-05,0.000158344,0.995459,-0.0951917,-0.000405987,0.711397,0.702791,-2.45591e-06,0.625865,-0.779931,0.000144897,0.693676,0.720286,-0.000747279,0.970305,-0.241875,0.00220724,0.998836,0.0482195,-0.0012863,0.999954,-0.00961238,0.000290575,0.999992,0.0039838,-2.32058e-05,
3.3734,0.460265,0.887782,9.84315e-05,0.985213,-0.171333,-0.000755452,1,-0.000202539,0.000149989,0.995493,-0.0948379,-0.000404923,0.711365,0.702823,2.00506e-06,0.625706,-0.780059,0.000146046,0.693267,0.72068,-0.00075581,0.96974,-0.244131,0.00223677,0.998778,0.0494024,-0.00130612,0.999951,-0.00993085,0.000293494,0.999992,0.00400913,-2.30121e-05,
3.3835,0.460368,0.887728,8.94711e-05,0.985349,-0.170548,-0.000732219,1,-0.000372051,0.000139743,0.995526,-0.0944856,-0.000402882,0.711335,0.702853,3.42283e-06,0.625545,-0.780188,0.000148554,0.692852,0.72108,-0.0007669,0.969162,-0.246416,0.00226917,0.998718,0.0506039,-0.00132617,0.999947,-0.0102526,0.000298859,0.999992,0.00403475,-2.39284e-05,
3.3936,0.460465,0.887678,8.04084e-05,0.98548,-0.169788,-0.000707374,1,-0.000530473,0.000128565,0.995559,-0.0941355,-0.000399714,0.711305,0.702884,1.49065e-06,0.625382,-0.780318,0.000152533,0.692428,0.721487,-0.000780402,0.96857,-0.248732,0.00230446,0.998655,0.0518245,-0.00134731,0.999944,-0.0105805,0.000306914,0.999992,0.00406175,-2.58274e-05,
3.4037,0.460555,0.887631,7.18487e-05,0.985606,-0.169054,-0.000683107,1,-0.000677426,0.000117472,0.995592,-0.093789,-0.000395352,0.711272,0.702917,-3.79212e-06,0.625216,-0.780452,0.00015819,0.691994,0.721903,-0.000796055,0.967963,-0.251082,0.00234257,0.99859,0.0530655,-0.0013704,0.99994,-0.0109171,0.000317758,0.999992,0.004091,-2.84943e-05,
3.4138,0.460639,0.887588,6.43096e-05,0.985728,-0.168345,-0.000661458,1,-0.000813576,0.000107421,0.995624,-0.0934471,-0.000389852,0.711235,0.702954,-1.21519e-05,0.625045,-0.780589,0.000165775,0.69155,0.722329,-0.00081354,0.967341,-0.253469,0.00238335,0.998522,0.0543292,-0.00139631,0.999936,-0.0112655,0.000331371,0.999991,0.00412308,-3.16689e-05,
3.4239,0.460718,0.887547,5.8206e-05,0.985845,-0.167656,-0.000644084,1,-0.000940506,9.92e-05,0.995656,-0.093111,-0.000383398,0.711192,0.702998,-2.31039e-05,0.624868,-0.78073,0.000175494,0.691092,0.722766,-0.000832529,0.966702,-0.255894,0.0024266,0.998451,0.0556188,-0.00142584,0.999932,-0.0116282,0.000347642,0.999991,0.00415827,-3.50898e-05,
3.434,0.460793,0.887508,5.38408e-05,0.98596,-0.166982,-0.000632073,0.999999,-0.00106049,9.33502e-05,0.995686,-0.0927817,-0.000376307,0.71114,0.703051,-3.60304e-05,0.624683,-0.780878,0.000187429,0.690622,0.723215,-0.000852731,0.966045,-0.25836,0.0024721,0.998377,0.0569381,-0.00145964,0.999928,-0.0120078,0.000366407,0.999991,0.00419659,-3.85329e-05,
