Time,Magnet_72_0_x,Magnet_72_0_y,Magnet_72_0_z,Magnet_72_1_x,Magnet_72_1_y,Magnet_72_1_z,Magnet_72_2_x,Magnet_72_2_y,Magnet_72_2_z,Magnet_72_3_x,Magnet_72_3_y,Magnet_72_3_z,Magnet_72_4_x,Magnet_72_4_y,Magnet_72_4_z,Magnet_72_5_x,Magnet_72_5_y,Magnet_72_5_z,Magnet_72_6_x,Magnet_72_6_y,Magnet_72_6_z,Magnet_72_7_x,Magnet_72_7_y,Magnet_72_7_z,Magnet_72_8_x,Magnet_72_8_y,Magnet_72_8_z,Magnet_72_9_x,Magnet_72_9_y,Magnet_72_9_z,Magnet_72_10_x,Magnet_72_10_y,Magnet_72_10_z,Magnet_72_11_x,Magnet_72_11_y,Magnet_72_11_z,Magnet_72_12_x,Magnet_72_12_y,Magnet_72_12_z,
5.3,0.0136086,0.999907,-8.09447e-07,0.97165,0.236424,-0.000521335,0.996602,-0.0823651,-0.000828859,0.996871,-0.0790396,-0.000194347,0.267977,0.963425,6.34016e-06,0.993733,-0.111779,-0.000102568,-0.0517786,-0.998659,1.14276e-05,0.621073,0.783723,0.00682212,0.463695,0.885941,0.00975398,0.382147,-0.924039,-0.0107415,0.148824,0.988855,0.00405216,0.062208,-0.998059,-0.00302106,0.0243622,0.9997,0.00263655,
5.4,0.013422,0.99991,-3.50932e-05,0.974819,0.222992,0.00171436,0.997402,-0.0720359,-0.000672886,0.996926,-0.0783447,2.62805e-06,0.268658,0.963236,-8.87833e-05,0.995224,-0.0976081,-0.00117574,-0.0520957,-0.998642,2.84873e-05,0.682758,0.730626,0.0051332,0.544064,0.839026,0.00556859,0.46206,-0.886834,-0.00512213,0.176123,0.984368,0.000987005,0.0807018,-0.996738,-4.76463e-05,0.0377873,0.999286,-0.000113628,
5.5,0.0134182,0.99991,1.90595e-06,0.974945,0.222447,-0.000595809,0.99759,-0.0693724,-0.000958171,0.996995,-0.0774692,5.15046e-05,0.269184,0.963089,4.17792e-05,0.99488,-0.101061,0.000931681,-0.0521349,-0.99864,-1.82881e-06,0.716024,0.698052,0.00575288,0.58757,0.809138,0.0074792,0.504523,-0.863366,-0.0074293,0.185948,0.982557,0.00215923,0.0850662,-0.996375,-0.00122183,0.0398673,0.999204,0.00102739,
5.6,0.0132932,0.999912,-3.54566e-05,0.977309,0.211813,0.00186512,0.998161,-0.0606047,-0.00111729,0.99707,-0.0764914,-1.73397e-05,0.269688,0.962948,8.06249e-05,0.995162,-0.0982435,-0.00118338,-0.0523353,-0.99863,3.11298e-05,0.77254,0.63492,0.00763402,0.659039,0.75206,0.0085331,0.57514,-0.818014,-0.00817784,0.209176,0.977876,0.00219465,0.100421,-0.994944,-0.00115414,0.0507464,0.998711,0.000922726,
5.7,0.0132317,0.999912,2.28564e-06,0.978762,0.205001,-0.000312944,0.998535,-0.0541062,-0.000765497,0.997134,-0.0756612,-5.88795e-05,0.269912,0.962885,0.000129922,0.995577,-0.0939439,0.000543832,-0.0525092,-0.99862,-1.59682e-06,0.815116,0.579266,0.0060793,0.712348,0.701792,0.00690079,0.627111,-0.778902,-0.00659241,0.223841,0.974624,0.00151491,0.108891,-0.994054,-0.000628333,0.0560885,0.998426,0.000505978,
5.8,0.0131782,0.999913,-2.46153e-05,0.980121,0.198394,0.00153619,0.998924,-0.0463561,-0.00119016,0.997203,-0.0747399,-6.98579e-05,0.270338,0.962765,5.88073e-05,0.995191,-0.0979572,-0.000284323,-0.0526285,-0.998614,1.39117e-05,0.860686,0.509049,0.00936541,0.769047,0.639123,0.00941848,0.683133,-0.730241,-0.00880985,0.240844,0.970561,0.00214642,0.119481,-0.992836,-0.00113868,0.0632154,0.997999,0.000950391,
5.9,0.0130967,0.999914,-6.58653e-06,0.982583,0.185824,0.000541197,0.999355,-0.0358798,-0.00145762,0.997307,-0.0733378,-7.38382e-05,0.270782,0.962641,2.50037e-05,0.995513,-0.0946285,0.000121624,-0.0528574,-0.998602,7.69326e-06,0.912776,0.408293,0.0117248,0.82719,0.561851,0.00892472,0.740972,-0.671485,-0.00829543,0.258638,0.965973,0.00176222,0.130564,-0.991439,-0.000831472,0.0705849,0.997506,0.000698,
6,0.0130838,0.999914,-1.73471e-05,0.984314,0.176418,0.0014408,0.999719,-0.0236063,-0.00208851,0.997438,-0.0715326,-0.000115296,0.271335,0.962485,-2.00187e-06,0.994859,-0.101269,0.000687594,-0.0529985,-0.998595,1.71207e-06,0.963243,0.267996,0.018483,0.874028,0.485809,0.00801718,0.791039,-0.611709,-0.00838317,0.273522,0.961864,0.00165875,0.139681,-0.990196,-0.000786058,0.0765724,0.997064,0.00066684,
6.1,0.0131096,0.999914,-8.4279e-06,0.987673,0.156519,0.00207873,0.999984,-0.000792183,-0.00555882,0.997679,-0.0680916,-0.000399471,0.2715,0.962438,-0.000125214,0.993799,-0.11118,0.0016197,-0.0531899,-0.998584,-7.62888e-06,0.997309,-0.0491388,0.0544087,0.906692,0.421793,0.000909148,0.838529,-0.544796,-0.00820576,0.287436,0.957799,0.00138394,0.148387,-0.988929,-0.000647091,0.082368,0.996602,0.000552788,
6.2,0.0136103,0.999907,3.5756e-05,0.991831,0.127548,0.00140882,0.997356,0.072294,-0.00741676,0.997992,-0.0633323,0.00124937,0.266234,0.963908,-0.00095791,0.986713,-0.162301,0.00751572,-0.0526502,-0.998613,-0.000204898,0.70013,-0.713787,0.0180813,0.817639,0.573877,-0.0461665,0.856097,-0.516663,0.0125121,0.287228,0.957858,-0.00265976,0.148116,-0.988968,0.00197496,0.0822983,0.996607,-0.00112746,
6.3,0.0134043,0.99991,8.57252e-05,0.988308,0.152466,-0.00143502,0.999955,0.00817563,-0.00485684,0.998403,-0.0564711,-0.00181633,0.272066,0.962279,0.000136001,0.9862,-0.165386,-0.00757017,-0.0528585,-0.998602,0.000213316,0.900004,-0.435615,-0.0152518,0.864338,0.500446,0.0497289,0.773856,-0.632446,-0.0340498,0.24685,0.969051,0.00235666,0.122133,-0.992513,0.00141064,0.064081,0.997944,-0.00111754,
6.4,0.0129715,0.999916,-3.16075e-05,0.991949,0.126599,0.00317317,0.999745,0.0222771,0.00357961,0.998091,-0.0615729,-0.00476011,0.26835,0.963321,0.000920053,0.993317,-0.115394,0.00241252,-0.0531858,-0.998585,-3.63438e-06,0.908565,-0.41769,-0.00667128,0.959366,0.281998,0.00971587,0.973311,-0.229175,-0.0120053,0.343217,0.939256,-0.000220916,0.195187,-0.980758,-0.00395039,0.115456,0.993268,0.0093666,
6.5,0.0131563,0.999913,2.08213e-05,0.990699,0.136028,-0.00350945,0.999703,0.0238887,0.00473548,0.997607,-0.0690227,-0.0039055,0.268001,0.963419,-0.000131551,0.988042,-0.154187,-0.000561148,-0.0529322,-0.998598,1.62534e-05,0.953534,-0.301102,-0.0105531,0.966582,0.256266,-0.00682376,0.905493,-0.423972,0.0181749,0.299121,0.954201,-0.00529131,0.146291,-0.989236,0.00321443,0.0616236,0.998094,-0.00330724,
6.6,0.0131001,0.999914,-7.42245e-05,0.989701,0.143134,0.00222238,0.999631,0.0271485,-0.000252521,0.997492,-0.0707633,-0.00146163,0.269248,0.963069,-0.00161412,0.993095,-0.117294,-0.00202742,-0.0531698,-0.998585,7.73219e-08,0.956151,-0.292797,0.00672388,0.956061,0.29285,0.0136591,0.950276,-0.310836,-0.0189056,0.327948,0.944677,0.00593052,0.178683,-0.983899,-0.00386502,0.102223,0.994761,-0.000729347,
6.7,0.0131723,0.999913,-4.06818e-05,0.991872,0.127235,-0.000825555,0.999624,0.0273673,0.00193735,0.997631,-0.0687928,0.000245761,0.272077,0.962275,-0.00113931,0.99029,-0.138986,0.00278605,-0.0532126,-0.998583,-7.5862e-05,0.969363,-0.244579,-0.0227306,0.995601,0.0925573,0.0145664,0.965357,-0.260931,-1.12806e-05,0.315392,0.94896,0.00151622,0.160365,-0.987058,-0.000669058,0.0887703,0.996049,-0.00243143,
6.8,0.0131904,0.999913,-2.15677e-05,0.988985,0.14801,-0.00120695,0.99999,0.00443246,0.000268494,0.997697,-0.0678304,0.000535934,0.27383,0.961778,-0.000221772,0.993116,-0.117033,-0.00485879,-0.0533659,-0.998575,4.74643e-05,0.999821,-0.0122145,-0.0144642,0.999581,0.0281922,0.00663509,0.976899,-0.213625,-0.00566339,0.327402,0.944885,0.000224659,0.175684,-0.984447,0.000555719,0.107406,0.994215,-0.000452243,
6.9,0.013233,0.999912,-1.4327e-05,0.989595,0.143877,0.0013021,0.999983,0.00554659,-0.00179091,0.997788,-0.0664706,3.96062e-05,0.272537,0.962145,0.000680719,0.994448,-0.105177,0.00334029,-0.0535506,-0.998565,-4.57891e-05,0.999906,-0.0110891,0.00807622,0.999235,-0.0390971,0.000956082,0.980381,-0.197106,-0.00175025,0.324967,0.945725,-0.000721771,0.16844,-0.985712,-0.000113527,0.0947954,0.995494,0.0024045,
7,0.0131312,0.999914,1.63926e-05,0.990302,0.138933,-0.000386632,0.99996,0.00888583,-0.000396341,0.997774,-0.0666926,-0.000227626,0.270949,0.962593,0.000716272,0.991311,-0.131538,-0.000769059,-0.0532005,-0.998584,1.95898e-05,0.996448,-0.08415,0.00320486,0.999576,0.0282304,-0.0071374,0.984456,-0.175626,0.00158399,0.332301,0.943172,-0.00123995,0.174968,-0.984573,0.00132547,0.0984116,0.995146,-0.000102945,
7.1,0.0131399,0.999914,2.23027e-05,0.989746,0.14284,5.34859e-05,0.999953,0.00966012,0.000716543,0.997756,-0.0669504,-0.000169419,0.270124,0.962826,0.00020694,0.993838,-0.110845,-0.00067127,-0.0534124,-0.998573,2.0562e-05,0.997669,-0.0679734,-0.00609238,0.999723,0.0226464,0.00647377,0.981467,-0.191595,-0.00381687,0.328557,0.944484,0.000751993,0.171468,-0.98519,-0.000380063,0.095303,0.995448,0.00041966,
7.2,0.0130634,0.999915,1.7976e-05,0.989832,0.14224,-0.000203576,0.999987,0.00511129,0.000326269,0.997722,-0.0674554,-2.04234e-05,0.270772,0.962644,-0.000259633,0.992743,-0.12025,0.000810942,-0.0532694,-0.99858,-1.03764e-05,0.999859,-0.0167473,-0.00155609,0.999674,-0.0255067,0.00148197,0.990076,-0.140533,-0.000159634,0.332561,0.943082,0.000238178,0.174363,-0.984681,0.000215101,0.0992102,0.995066,-0.000673734,
7.3,0.0130764,0.999914,-6.31494e-06,0.989635,0.143606,0.00017594,0.99997,0.0078025,-0.000210326,0.997745,-0.0671178,3.94635e-05,0.271409,0.962464,-0.000346582,0.993312,-0.115458,-0.000784622,-0.0533336,-0.998577,3.02798e-06,0.999168,-0.0406633,0.00305372,0.999991,0.00261067,-0.00346512,0.98754,-0.157366,-0.000578189,0.329382,0.944197,0.000316292,0.172011,-0.985095,8.48612e-05,0.0983795,0.995149,-0.000188049,
7.4,0.0130623,0.999915,-7.99675e-06,0.98998,0.141206,-2.82543e-05,0.999968,0.00792575,0.000456817,0.997748,-0.0670733,3.55013e-05,0.271725,0.962375,-7.11671e-05,0.993091,-0.117344,0.000729496,-0.0533126,-0.998578,-1.69321e-05,0.999179,-0.0403421,-0.00368814,0.999971,-0.00648827,0.00408539,0.990653,-0.136404,-0.00101637,0.331722,0.943377,-0.000211473,0.17387,-0.984769,0.000283522,0.0999057,0.994997,0.000185418,
7.5,0.0130874,0.999914,-1.1212e-05,0.989549,0.144196,-0.000203578,0.999985,0.00539742,-8.94304e-05,0.997738,-0.0672179,-5.13126e-06,0.271668,0.962391,9.72604e-05,0.993127,-0.117039,-0.000713904,-0.0533097,-0.998578,2.91869e-06,0.999847,-0.0174689,0.00110826,0.99991,-0.0133239,-0.00171553,0.99154,-0.129797,-0.00043046,0.331845,0.943334,-0.000103736,0.173098,-0.984905,0.000195281,0.098194,0.995167,0.000319182,
7.6,0.013092,0.999914,-1.09031e-05,0.989833,0.142231,0.00034915,0.999968,0.00804002,0.000137021,0.99774,-0.0671903,3.0982e-05,0.271268,0.962504,0.000144355,0.993375,-0.114914,0.000552332,-0.053338,-0.998577,-1.18534e-05,0.999296,-0.0374975,-0.00102477,0.999979,-0.00642178,0.000937997,0.992097,-0.125469,-0.000845912,0.33249,0.943107,-0.000143878,0.173988,-0.984748,0.000385022,0.0990264,0.995085,-0.000106244,
7.7,0.0130794,0.999914,6.81011e-06,0.989691,0.143218,-0.000388238,0.999986,0.00524713,-3.32768e-05,0.997733,-0.0672902,5.46397e-05,0.271243,0.962511,6.73133e-05,0.992996,-0.11815,-0.000348034,-0.0532867,-0.998579,4.7866e-06,0.999845,-0.0176216,-0.000342191,0.999901,-0.0140481,0.000500037,0.993197,-0.116449,-0.000205435,0.332819,0.942991,4.80404e-05,0.173916,-0.98476,3.61387e-05,0.0988991,0.995097,0.000163494,
7.8,0.0130722,0.999915,-2.89678e-06,0.989654,0.143474,0.000350091,0.999976,0.00689671,8.31031e-05,0.997742,-0.0671703,7.44042e-05,0.271198,0.962524,-7.95588e-06,0.993455,-0.114224,0.000110106,-0.0533227,-0.998577,-4.03234e-06,0.999591,-0.0286048,-0.000358443,0.999964,-0.00850001,-0.000131142,0.993775,-0.111408,-0.000404759,0.332764,0.94301,-4.96377e-06,0.173719,-0.984795,0.000265018,0.0989027,0.995097,-0.000183651,
7.9,0.0130551,0.999915,6.00357e-06,0.989767,0.142692,-0.000273985,0.999985,0.00549852,5.91362e-05,0.997738,-0.0672153,5.81038e-05,0.271349,0.962481,-1.3455e-05,0.993087,-0.117383,5.68835e-05,-0.0532846,-0.998579,-2.95196e-06,0.999824,-0.0187701,-0.000428375,0.999902,-0.0140028,0.00054194,0.994341,-0.106237,-0.000666574,0.333016,0.942921,1.81424e-06,0.174155,-0.984718,0.000178434,0.0995909,0.995028,2.61842e-05,
8,0.0130568,0.999915,-2.465e-06,0.989588,0.14393,0.000189812,0.99998,0.00630251,8.87869e-05,0.99774,-0.0671872,4.30128e-05,0.271361,0.962478,1.78859e-06,0.993361,-0.115039,-0.000155291,-0.0533037,-0.998578,-6.24228e-08,0.999729,-0.0232771,-0.000393142,0.99995,-0.00994946,0.000134212,0.994787,-0.101972,2.53572e-05,0.333151,0.942873,-0.000148174,0.17397,-0.984751,0.000217232,0.0991575,0.995072,8.89555e-05,
8.1,0.0130433,0.999915,-5.32e-07,0.989753,0.142791,-0.000118385,0.999985,0.00556697,6.02344e-05,0.997735,-0.0672607,3.397e-05,0.271364,0.962477,3.05575e-05,0.993242,-0.11606,0.000162203,-0.0532885,-0.998579,-5.84092e-06,0.999835,-0.0181828,-0.000207374,0.999912,-0.0132324,0.000255283,0.995376,-0.0960593,-0.000430862,0.333606,0.942713,-6.1624e-05,0.174253,-0.984701,0.000211079,0.0992813,0.995059,3.22257e-05,
8.2,0.0130529,0.999915,-3.87375e-06,0.989591,0.143909,6.42505e-05,0.999982,0.00594269,0.000116277,0.997734,-0.0672884,3.86912e-05,0.271333,0.962485,3.053e-05,0.993275,-0.115779,-0.00013292,-0.05329,-0.998579,-1.38452e-06,0.999803,-0.0198389,-0.000542657,0.999942,-0.0107846,0.000317501,0.99559,-0.0938125,-0.00037154,0.333532,0.942739,-5.07983e-05,0.174189,-0.984712,0.000217996,0.0992765,0.99506,-1.68974e-05,
8.3,0.0130443,0.999915,-1.48146e-06,0.989706,0.143117,-2.20661e-05,0.999984,0.00562873,2.49044e-05,0.997732,-0.067305,5.38771e-05,0.271317,0.96249,2.21155e-05,0.993327,-0.115335,7.54458e-05,-0.0532914,-0.998579,-4.04132e-06,0.999847,-0.0174639,-0.000122898,0.999921,-0.0125573,4.0526e-06,0.996022,-0.0891034,-6.31745e-05,0.333803,0.942643,-7.99009e-05,0.174389,-0.984677,0.000194601,0.0994842,0.995039,2.47222e-05,
8.4,0.0130457,0.999915,-1.03631e-06,0.989608,0.143789,1.67602e-06,0.999984,0.00560587,8.06413e-05,0.997733,-0.0672989,5.43126e-05,0.271336,0.962485,1.85166e-05,0.993267,-0.115847,-2.42146e-05,-0.0532822,-0.998579,-2.13272e-06,0.999849,-0.0173597,-0.000508179,0.999932,-0.0116928,0.000467757,0.996303,-0.0859099,-0.000307699,0.333826,0.942635,-5.73944e-05,0.174271,-0.984698,0.000197838,0.0993293,0.995055,1.23884e-05,
8.5,0.0130382,0.999915,-1.05386e-06,0.989663,0.143411,1.65163e-05,0.999985,0.00549518,3.17519e-05,0.997733,-0.0673,5.26309e-05,0.271333,0.962485,1.71532e-05,0.993339,-0.115229,-1.30693e-05,-0.0532849,-0.998579,-2.49223e-06,0.999862,-0.0166009,-0.000161295,0.999935,-0.0113789,9.31939e-05,0.996558,-0.0828975,-0.000132391,0.334008,0.94257,-8.81716e-05,0.174458,-0.984665,0.000222227,0.0995454,0.995033,-5.43942e-06,
8.6,0.0130374,0.999915,-6.54425e-07,0.989619,0.143717,-1.93319e-05,0.999986,0.00537164,8.74122e-05,0.997732,-0.0673161,4.45991e-05,0.271342,0.962483,2.30001e-05,0.993301,-0.115557,3.02709e-05,-0.0532789,-0.99858,-3.28654e-06,0.99988,-0.0154898,-0.000365331,0.99993,-0.0118707,0.000199768,0.996819,-0.0796976,-0.000165986,0.334081,0.942544,-6.56486e-05,0.174415,-0.984672,0.000187988,0.0994557,0.995042,3.89771e-05,
8.7,0.0130335,0.999915,-1.2672e-06,0.989635,0.143608,2.66784e-05,0.999985,0.00544919,7.32323e-05,0.99773,-0.0673412,4.74747e-05,0.271331,0.962486,2.11052e-05,0.993329,-0.115311,-3.10826e-05,-0.0532791,-0.99858,-2.19142e-06,0.99988,-0.0154919,-0.000349978,0.999936,-0.011336,0.000259257,0.997019,-0.0771588,-0.000189277,0.33418,0.942509,-8.65278e-05,0.174484,-0.98466,0.000228214,0.0995235,0.995035,-9.82256e-06,
8.8,0.0130314,0.999915,-6.31673e-07,0.989619,0.143718,-1.89669e-05,0.999986,0.00530821,3.71038e-05,0.99773,-0.0673416,5.1706e-05,0.271336,0.962485,1.98433e-05,0.993333,-0.115282,2.57252e-05,-0.0532765,-0.99858,-3.02453e-06,0.999893,-0.014643,-0.000210126,0.999936,-0.0112896,0.000163006,0.997213,-0.0746129,-0.000120372,0.334285,0.942472,-7.88854e-05,0.174546,-0.984649,0.000197968,0.0995718,0.99503,3.11968e-05,
8.9,0.0130287,0.999915,-1.33877e-06,0.989617,0.143729,2.00206e-05,0.999986,0.0052157,6.96577e-05,0.997729,-0.0673492,4.7281e-05,0.271339,0.962484,2.07524e-05,0.993329,-0.115311,-1.40163e-05,-0.0532738,-0.99858,-2.42982e-06,0.999902,-0.0140083,-0.0003157,0.999937,-0.0112375,0.000214388,0.997393,-0.0721576,-0.000109908,0.334352,0.942448,-8.64363e-05,0.174534,-0.984651,0.000212366,0.0995285,0.995035,8.50201e-06,
9,0.0130267,0.999915,-1.01149e-06,0.989614,0.143751,-8.70231e-06,0.999986,0.00523441,7.00532e-05,0.997728,-0.0673658,4.7151e-05,0.271335,0.962485,2.12209e-05,0.993348,-0.115154,7.49509e-06,-0.0532731,-0.99858,-2.82567e-06,0.999905,-0.0137617,-0.000317114,0.99994,-0.0109572,0.000219681,0.997552,-0.0699297,-0.000107603,0.334451,0.942413,-7.99315e-05,0.174608,-0.984638,0.000207223,0.0996109,0.995026,8.47082e-06,
9.1,0.013025,0.999915,-1.26287e-06,0.989605,0.143815,1.14249e-05,0.999987,0.0051666,5.04508e-05,0.997728,-0.0673722,5.02389e-05,0.271338,0.962484,1.95477e-05,0.993341,-0.11521,2.86893e-06,-0.0532705,-0.99858,-2.76423e-06,0.999912,-0.0132734,-0.000251795,0.999941,-0.0108224,0.000184507,0.997697,-0.0678243,-9.17941e-05,0.334492,0.942399,-7.94059e-05,0.174596,-0.98464,0.000204941,0.0995941,0.995028,1.18646e-05,
9.2,0.0130228,0.999915,-1.04552e-06,0.989606,0.143802,-1.63078e-06,0.999987,0.00508848,5.69691e-05,0.997728,-0.0673758,4.82477e-05,0.271339,0.962484,2.05189e-05,0.993353,-0.115104,-3.0445e-06,-0.0532696,-0.99858,-2.66174e-06,0.999919,-0.0127611,-0.000266205,0.999943,-0.0107134,0.000193978,0.997831,-0.0658313,-8.62078e-05,0.334569,0.942371,-8.58817e-05,0.174644,-0.984632,0.000212644,0.0996436,0.995023,6.91433e-06,
9.3,0.0130213,0.999915,-1.10407e-06,0.989596,0.143871,6.0777e-06,0.999987,0.00506374,6.68842e-05,0.997727,-0.0673879,4.66212e-05,0.271338,0.962484,2.11867e-05,0.993354,-0.115096,7.61017e-06,-0.0532678,-0.99858,-2.80335e-06,0.999923,-0.0124148,-0.000287426,0.999945,-0.0105241,0.000205809,0.997951,-0.0639761,-8.0762e-05,0.334624,0.942352,-8.437e-05,0.174657,-0.984629,0.000206876,0.099644,0.995023,1.71132e-05,
9.4,0.0130192,0.999915,-1.02167e-06,0.989598,0.143861,3.16212e-06,0.999987,0.00503792,6.06824e-05,0.997726,-0.067399,4.83262e-05,0.271337,0.962484,2.02816e-05,0.993359,-0.115059,-2.01991e-06,-0.0532664,-0.99858,-2.61788e-06,0.999927,-0.0120898,-0.000273233,0.999946,-0.0103427,0.000196093,0.998063,-0.0622154,-6.72719e-05,0.334685,0.94233,-8.8951e-05,0.174683,-0.984625,0.000212834,0.0996591,0.995022,9.83201e-06,
9.5,0.0130178,0.999915,-1.00288e-06,0.98959,0.143915,3.27232e-06,0.999988,0.00499103,5.50505e-05,0.997726,-0.0674023,4.97799e-05,0.271339,0.962484,1.99049e-05,0.993364,-0.115011,4.97893e-06,-0.0532652,-0.99858,-2.70879e-06,0.999931,-0.0117271,-0.000258852,0.999948,-0.010197,0.000188074,0.998166,-0.0605368,-5.75352e-05,0.334741,0.94231,-8.57791e-05,0.174707,-0.98462,0.000207862,0.099676,0.99502,1.35656e-05,
9.6,0.013016,0.999915,-1.03726e-06,0.98959,0.143918,5.14946e-06,0.999988,0.00494262,5.7016e-05,0.997726,-0.0674068,4.88521e-05,0.27134,0.962484,2.05458e-05,0.993366,-0.114997,1.86838e-06,-0.0532636,-0.99858,-2.65006e-06,0.999935,-0.0113863,-0.000259882,0.999949,-0.010051,0.000189842,0.998261,-0.0589492,-5.19582e-05,0.334785,0.942295,-8.66332e-05,0.174719,-0.984618,0.000210226,0.0996837,0.995019,9.04312e-06,
9.7,0.0130146,0.999915,-1.01325e-06,0.989584,0.143954,2.61977e-06,0.999988,0.00491214,5.99226e-05,0.997725,-0.067414,4.77491e-05,0.271339,0.962484,2.11056e-05,0.993371,-0.114951,2.3226e-06,-0.0532625,-0.998581,-2.66148e-06,0.999939,-0.0110854,-0.000262798,0.999951,-0.00989188,0.000192603,0.998349,-0.0574476,-4.71158e-05,0.334833,0.942278,-8.68569e-05,0.174742,-0.984614,0.000209688,0.0997073,0.995017,1.03132e-05,
9.8,0.0130131,0.999915,-1.05143e-06,0.989582,0.143968,5.42182e-06,0.999988,0.00488421,5.93252e-05,0.997725,-0.0674221,4.80517e-05,0.271339,0.962484,2.07376e-05,0.993373,-0.114932,3.79904e-06,-0.0532612,-0.998581,-2.68934e-06,0.999942,-0.0108064,-0.000259923,0.999953,-0.00973225,0.000191779,0.99843,-0.0560222,-4.09948e-05,0.334873,0.942263,-8.81768e-05,0.174753,-0.984612,0.000209895,0.0997127,0.995016,1.1604e-05,
9.9,0.0130117,0.999915,-1.01426e-06,0.989579,0.143991,3.13708e-06,0.999988,0.00485285,5.699e-05,0.997724,-0.0674274,4.87253e-05,0.271339,0.962484,2.02583e-05,0.993377,-0.114901,2.05762e-06,-0.0532601,-0.998581,-2.66199e-06,0.999944,-0.0105341,-0.000254849,0.999954,-0.00957952,0.000189347,0.998505,-0.0546635,-3.46862e-05,0.334917,0.942248,-8.9582e-05,0.174773,-0.984609,0.000210958,0.0997271,0.995015,1.09068e-05,
10,0.0130104,0.999915,-1.0334e-06,0.989576,0.144011,5.10094e-06,0.999988,0.00481937,5.63164e-05,0.997724,-0.0674315,4.87599e-05,0.27134,0.962484,2.02674e-05,0.99338,-0.114874,3.8542e-06,-0.0532591,-0.998581,-2.68408e-06,0.999947,-0.0102713,-0.000251215,0.999955,-0.00943248,0.000187549,0.998575,-0.0533684,-2.93725e-05,0.334955,0.942234,-8.90342e-05,0.174785,-0.984607,0.000209802,0.0997341,0.995014,1.17114e-05,
10.1,0.0130853,0.999914,3.16067e-05,0.987976,0.154597,-0.00203987,0.999986,0.00523067,2.15487e-05,0.997602,-0.0692148,0.000115429,0.271389,0.96247,4.19412e-05,0.992301,-0.123833,0.00182412,-0.0532041,-0.998584,-3.29201e-05,0.999948,-0.0101639,-0.000243632,0.999958,-0.00915477,0.000191063,0.998676,-0.0514332,-0.000710488,0.374306,0.927286,0.00598366,0.228654,-0.973463,-0.00931462,0.156896,0.987555,0.0108639,
10.2,0.0132178,0.999913,1.07874e-05,0.984863,0.173328,-0.00118288,0.999985,0.00545108,6.46556e-06,0.997477,-0.0709933,0.00018643,0.271694,0.962384,1.87493e-06,0.989683,-0.143265,0.00148957,-0.0530525,-0.998592,-2.03922e-05,0.999949,-0.0100606,-0.000202288,0.99996,-0.00893479,0.000186115,0.998728,-0.0504303,-0.000283987,0.406707,0.913554,0.00282501,0.272062,-0.962274,-0.00320116,0.203502,0.97907,0.00287342,
10.3,0.0133384,0.999911,2.17157e-05,0.982152,0.188081,-0.00190269,0.999984,0.0056415,1.04521e-05,0.997342,-0.0728646,0.000207838,0.271911,0.962322,1.91852e-05,0.987306,-0.158822,0.00174963,-0.0529332,-0.998598,-2.41714e-05,0.999951,-0.00993244,-0.000214213,0.999962,-0.00877005,0.000169399,0.998832,-0.0483229,-0.000435533,0.449793,0.893119,0.00493917,0.334711,-0.942296,-0.00679473,0.274019,0.961697,0.00731478,
10.4,0.0135133,0.999909,2.59744e-05,0.977288,0.211902,-0.00233694,0.999982,0.00602212,5.20673e-05,0.997195,-0.0748477,0.000215448,0.272247,0.962227,4.91989e-05,0.983132,-0.182874,0.00275311,-0.0527441,-0.998608,-3.86388e-05,0.999951,-0.00986615,-0.000221274,0.999963,-0.00864213,0.000166096,0.998887,-0.0471739,-0.000228247,0.481527,0.876423,0.0037539,0.376608,-0.926358,-0.00517614,0.318332,0.947961,0.00588314,
10.5,0.0137051,0.999906,2.68522e-05,0.97188,0.235464,-0.00230605,0.999981,0.00615243,6.11823e-05,0.997028,-0.0770368,0.000233621,0.272592,0.96213,5.705e-05,0.976972,-0.213346,0.00302102,-0.0524867,-0.998622,-4.36213e-05,0.999951,-0.00989311,-0.000229195,0.999964,-0.0084912,0.000167835,0.998991,-0.0449008,-0.000240537,0.524168,0.851605,0.00412538,0.437223,-0.899335,-0.00579425,0.384696,0.923019,0.00664968,
10.6,0.0139222,0.999903,3.92664e-05,0.964699,0.263337,-0.00307982,0.99998,0.00633393,3.34316e-05,0.996852,-0.0792884,0.000252866,0.27299,0.962017,6.59775e-05,0.969001,-0.247029,0.00365819,-0.0521993,-0.998637,-5.48075e-05,0.999951,-0.00991693,-0.000233922,0.999965,-0.00832203,0.000174279,0.999055,-0.0434719,-0.000286354,0.557656,0.830061,0.00442683,0.482616,-0.875811,-0.00602185,0.433524,0.901118,0.0066541,
10.7,0.0142042,0.999899,4.13789e-05,0.955267,0.29573,-0.00314432,0.99998,0.00635971,4.97916e-05,0.99666,-0.0816608,0.000263144,0.27349,0.961875,6.49621e-05,0.957559,-0.288203,0.00435521,-0.0518122,-0.998657,-6.78359e-05,0.99995,-0.00994876,-0.000232209,0.999967,-0.00809134,0.000176013,0.99914,-0.0414623,-0.000291318,0.597239,0.802051,0.00447111,0.539397,-0.842029,-0.00608919,0.496736,0.867875,0.00675338,
