Time,Magnet_72_0_x,Magnet_72_0_y,Magnet_72_0_z,Magnet_72_1_x,Magnet_72_1_y,Magnet_72_1_z,Magnet_72_2_x,Magnet_72_2_y,Magnet_72_2_z,Magnet_72_3_x,Magnet_72_3_y,Magnet_72_3_z,Magnet_72_4_x,Magnet_72_4_y,Magnet_72_4_z,Magnet_72_5_x,Magnet_72_5_y,Magnet_72_5_z,Magnet_72_6_x,Magnet_72_6_y,Magnet_72_6_z,Magnet_72_7_x,Magnet_72_7_y,Magnet_72_7_z,Magnet_72_8_x,Magnet_72_8_y,Magnet_72_8_z,Magnet_72_9_x,Magnet_72_9_y,Magnet_72_9_z,Magnet_72_10_x,Magnet_72_10_y,Magnet_72_10_z,Magnet_72_11_x,Magnet_72_11_y,Magnet_72_11_z,Magnet_72_12_x,Magnet_72_12_y,Magnet_72_12_z,
10.8,0.0144918,0.999895,4.68064e-05,0.944576,0.328276,-0.00343323,0.99998,0.00627643,4.90281e-05,0.996447,-0.0842166,0.000261097,0.273996,0.961731,6.36864e-05,0.943118,-0.332427,0.00445708,-0.0513662,-0.99868,-7.19247e-05,0.999949,-0.0100502,-0.000237813,0.999969,-0.007875,0.000173237,0.999208,-0.0397792,-0.000299077,0.631996,0.774958,0.00454208,0.587349,-0.809309,-0.00632993,0.548922,0.835842,0.00720727,
10.9,0.0148448,0.99989,5.20367e-05,0.931342,0.364128,-0.00367197,0.999979,0.0064194,3.32582e-05,0.996218,-0.0868873,0.000268958,0.274513,0.961583,5.97562e-05,0.926601,-0.376019,0.00446326,-0.0508934,-0.998704,-7.44865e-05,0.999949,-0.0100624,-0.000239717,0.999971,-0.00758805,0.000167186,0.999289,-0.0376934,-0.000332497,0.670294,0.742079,0.00485203,0.641738,-0.766894,-0.00681085,0.609124,0.793038,0.00772347,
11,0.0152101,0.999884,5.19101e-05,0.916798,0.399334,-0.00359917,0.999979,0.00654531,3.04294e-05,0.995969,-0.0897024,0.000285026,0.275006,0.961442,5.2459e-05,0.908015,-0.418914,0.00445622,-0.0503924,-0.998729,-7.71908e-05,0.999949,-0.0100725,-0.000237868,0.999973,-0.00729658,0.000163832,0.999359,-0.0357881,-0.000339228,0.705544,0.708649,0.00489412,0.691103,-0.722724,-0.00684984,0.663922,0.747762,0.00773511,
11.1,0.0156083,0.999878,5.6291e-05,0.900644,0.434541,-0.00372247,0.999977,0.00680476,1.43065e-05,0.995697,-0.0926681,0.000301397,0.27547,0.96131,4.89095e-05,0.888081,-0.459668,0.00422172,-0.0498827,-0.998755,-7.54539e-05,0.99995,-0.0100313,-0.000243529,0.999976,-0.00695038,0.000157632,0.999434,-0.033636,-0.000375096,0.742196,0.670162,0.00534599,0.742801,-0.669467,-0.00779963,0.721823,0.692019,0.00899595,
11.2,0.0160248,0.999872,5.54763e-05,0.883287,0.468818,-0.00358311,0.999974,0.00724242,1.23543e-05,0.995398,-0.0958214,0.000323038,0.275886,0.96119,4.42008e-05,0.86736,-0.497664,0.00410799,-0.0493799,-0.99878,-7.57998e-05,0.99995,-0.00995665,-0.000244174,0.999978,-0.00656347,0.000155278,0.999506,-0.0314249,-0.000382221,0.778012,0.628225,0.00545685,0.792957,-0.609225,-0.00799869,0.77862,0.627428,0.00923516,
11.3,0.0164536,0.999865,5.81433e-05,0.865007,0.501747,-0.00358857,0.99997,0.00773625,-5.50672e-06,0.99507,-0.099174,0.000346793,0.276259,0.961083,4.13443e-05,0.845682,-0.533673,0.0039229,-0.0488727,-0.998805,-7.43294e-05,0.999951,-0.00985843,-0.000246705,0.999981,-0.00613743,0.000150485,0.999576,-0.0291216,-0.000416496,0.812999,0.582235,0.00591235,0.841216,-0.540624,-0.00897442,0.833897,0.551817,0.0106479,
11.4,0.0168986,0.999857,5.76623e-05,0.845855,0.533402,-0.00345185,0.999965,0.00842548,-1.22869e-05,0.994704,-0.102776,0.000371104,0.276583,0.96099,3.63934e-05,0.823697,-0.567017,0.00377724,-0.0483822,-0.998829,-7.31364e-05,0.999953,-0.00971857,-0.000248382,0.999984,-0.0056461,0.000145754,0.999645,-0.0266249,-0.000450859,0.847862,0.530179,0.00638239,0.888425,-0.458912,-0.0100302,0.889065,0.457615,0.0123312,
11.5,0.0173521,0.999849,5.92675e-05,0.826107,0.563503,-0.00341505,0.999958,0.00920275,-2.91846e-05,0.994297,-0.106646,0.000399458,0.276863,0.960909,3.1257e-05,0.80111,-0.598506,0.00363536,-0.0478962,-0.998852,-7.14949e-05,0.999954,-0.00955266,-0.000250545,0.999987,-0.00509524,0.000140385,0.999712,-0.0239803,-0.000481021,0.881271,0.472563,0.00678319,0.931184,-0.364382,-0.0110192,0.939752,0.341556,0.0143426,
11.6,0.0178172,0.999841,5.87689e-05,0.805753,0.592242,-0.00330186,0.999948,0.0101881,-4.18416e-05,0.993839,-0.110833,0.000432057,0.277098,0.960842,2.43247e-05,0.778309,-0.627871,0.0035244,-0.0474312,-0.998875,-6.98784e-05,0.999956,-0.00934982,-0.000252454,0.99999,-0.00446715,0.000133781,0.999776,-0.0211506,-0.000516364,0.912431,0.409167,0.00717967,0.966297,-0.257159,-0.0118395,0.979885,0.198878,0.0164993,
11.7,0.0182879,0.999833,5.90585e-05,0.784901,0.619612,-0.00325624,0.999936,0.0113146,-6.32709e-05,0.993324,-0.115358,0.00046786,0.277292,0.960786,1.83667e-05,0.755085,-0.655618,0.00340685,-0.0469785,-0.998896,-6.79304e-05,0.999958,-0.0091162,-0.000253245,0.999993,-0.00376577,0.000129672,0.999835,-0.0181541,-0.000527631,0.939855,0.341499,0.00715633,0.989216,-0.146065,-0.0107693,0.998974,0.0427612,0.0149128,
11.8,0.0187473,0.999824,5.67697e-05,0.763617,0.645662,-0.00316943,0.999919,0.0127133,-8.51109e-05,0.992738,-0.120293,0.000509244,0.277438,0.960744,1.17446e-05,0.731639,-0.681684,0.00332609,-0.0465301,-0.998917,-6.88327e-05,0.99996,-0.00889486,-0.000248568,0.999995,-0.00305004,0.000132763,0.999885,-0.0151371,-0.000495461,0.961483,0.274793,0.00629203,0.997904,-0.0645285,-0.00491733,0.998706,-0.0507692,0.00304513,
11.9,0.0191906,0.999816,5.5583e-05,0.741946,0.670452,-0.00310125,0.999897,0.0143735,-0.000120065,0.992073,-0.125664,0.000557787,0.277538,0.960715,4.88711e-06,0.707995,-0.706211,0.00321527,-0.0460686,-0.998938,-6.84992e-05,0.999962,-0.00871041,-0.000240791,0.999997,-0.00238422,0.000145089,0.999924,-0.0123088,-0.000354895,0.975628,0.219395,0.00398843,0.998592,-0.0530183,0.00179468,0.999813,-0.0181936,-0.0066251,
12,0.0196176,0.999808,5.44646e-05,0.719976,0.693993,-0.0030434,0.999864,0.0164698,-0.000164088,0.991308,-0.131563,0.000611762,0.277584,0.960701,-2.21534e-06,0.684229,-0.72926,0.00312868,-0.0455975,-0.99896,-6.89778e-05,0.999963,-0.00864985,-0.000226426,0.999998,-0.00199074,0.000173516,0.999943,-0.0107192,-0.000140726,0.982061,0.188549,0.00214025,0.99812,-0.0612721,-0.00113357,0.999764,0.0217026,0.000709337,
12.1,0.0200553,0.999799,5.59204e-05,0.697762,0.716323,-0.00295956,0.999818,0.0190646,-0.000210136,0.990423,-0.138063,0.000680739,0.277575,0.960704,-1.13808e-05,0.660444,-0.750869,0.00304885,-0.045143,-0.998981,-6.61276e-05,0.999963,-0.00860971,-0.000233401,0.999999,-0.0016159,0.000146701,0.999957,-0.00925379,-0.000351096,0.987804,0.155645,0.00430306,0.999492,-0.0317112,-0.00318832,0.999859,-0.016313,0.00397941,
12.2,0.0205007,0.99979,5.43486e-05,0.675398,0.737448,-0.00290464,0.999755,0.0221363,-0.000265751,0.989393,-0.145264,0.000752019,0.277505,0.960724,-2.02852e-05,0.63654,-0.771238,0.00296896,-0.0446999,-0.999,-6.66905e-05,0.999964,-0.00851389,-0.000223518,0.999999,-0.00102904,0.000157925,0.999977,-0.00678602,-0.00027147,0.993989,0.10944,0.00310029,0.999868,-0.0162658,0.00040828,0.999877,-0.0153703,-0.00313843,
12.3,0.0209166,0.999781,5.21963e-05,0.652788,0.757535,-0.00286007,0.999659,0.0261114,-0.000377852,0.988182,-0.153286,0.000849871,0.277367,0.960764,-3.23765e-05,0.612644,-0.790354,0.00289772,-0.0442343,-0.999021,-6.80461e-05,0.999963,-0.00863747,-0.000194256,1,-0.000874388,0.000203766,0.999981,-0.00615182,8.98448e-05,0.9953,0.0968416,-0.000455307,0.999771,-0.0214012,1.67109e-05,0.999997,0.00196873,0.00107425,
12.4,0.0213292,0.999773,5.32678e-05,0.629983,0.776604,-0.00279731,0.999509,0.0313133,-0.000489269,0.986737,-0.162327,0.000963244,0.277147,0.960828,-4.60275e-05,0.588765,-0.808299,0.00283823,-0.0437713,-0.999042,-6.59782e-05,0.999961,-0.00888371,-0.000194036,1,-0.00085253,0.000175619,0.999982,-0.00605748,-0.000147419,0.995807,0.0914549,0.00186742,0.999919,-0.0127465,-0.000578223,0.999904,-0.0138898,0.00019806,
12.5,0.0217552,0.999763,5.24657e-05,0.607093,0.794626,-0.0027526,0.999286,0.0377723,-0.00063684,0.984999,-0.172558,0.00109615,0.276831,0.960919,-6.18846e-05,0.564829,-0.825203,0.00277631,-0.043325,-0.999061,-6.58355e-05,0.999959,-0.00909894,-0.000175596,1,-0.000559615,0.00018568,0.999989,-0.00465692,-7.37474e-05,0.997703,0.0677332,0.00105028,0.99994,-0.0109287,0.000147202,0.999997,-0.00231079,-0.000694868,
12.6,0.022162,0.999754,5.15565e-05,0.583999,0.81175,-0.00271548,0.99892,0.046455,-0.000910313,0.982878,-0.184252,0.00128308,0.276401,0.961042,-8.36502e-05,0.540953,-0.841048,0.00271789,-0.042865,-0.999081,-6.60311e-05,0.999954,-0.00959044,-0.000138473,1,-0.000619065,0.000204703,0.999988,-0.00480178,6.30435e-05,0.997731,0.0673239,-0.000216256,0.999963,-0.00857877,1.4288e-05,0.999964,-0.00847344,0.000711531,
12.7,0.0225759,0.999745,5.23207e-05,0.56078,0.827961,-0.00267207,0.998291,0.0584332,-0.00125771,0.980211,-0.197952,0.00151929,0.275811,0.961212,-0.000111567,0.517108,-0.855916,0.00266968,-0.0424161,-0.9991,-6.46902e-05,0.999947,-0.0102585,-0.000108069,1,-0.000569687,0.000188595,0.999991,-0.00425999,-9.11043e-05,0.998337,0.0576415,0.0011662,0.999968,-0.00797519,5.2448e-05,0.999993,-0.00377428,-0.000634319,
12.8,0.022988,0.999736,5.13731e-05,0.537397,0.843325,-0.0026437,0.99719,0.074894,-0.00180307,0.976819,-0.214059,0.00182867,0.275025,0.961437,-0.000147866,0.493336,-0.869835,0.0026142,-0.0419685,-0.999119,-6.49857e-05,0.999937,-0.0112518,-4.02078e-05,1,-0.000615781,0.000211585,0.999992,-0.00401873,6.47603e-05,0.998648,0.0519812,-0.000228606,0.999985,-0.00544618,8.62282e-05,0.999979,-0.00647554,0.000475917,
12.9,0.0233985,0.999726,5.23368e-05,0.513823,0.857892,-0.00261579,0.995092,0.0989198,-0.00272013,0.972321,-0.233639,0.0023051,0.273949,0.961744,-0.00020479,0.469697,-0.882824,0.00256119,-0.0415209,-0.999138,-6.37088e-05,0.999918,-0.0127981,5.83933e-05,1,-0.000764231,0.000207116,0.999992,-0.00390661,-3.06506e-05,0.998819,0.048586,0.000595784,0.999982,-0.00603117,0.000148924,0.999994,-0.00352255,-0.000339767,
13,0.023815,0.999716,5.25261e-05,0.490027,0.871703,-0.00259806,0.990845,0.134943,-0.0041512,0.966076,-0.258242,0.00299061,0.272429,0.962176,-0.00028864,0.44627,-0.894895,0.00250076,-0.0410779,-0.999156,-6.35828e-05,0.999884,-0.015204,0.000224315,0.999999,-0.00100219,0.000227197,0.999993,-0.00372298,4.72642e-05,0.999049,0.0436062,-4.15178e-05,0.999993,-0.00381687,0.000127896,0.999985,-0.00553908,0.000188279,
13.1,0.0242358,0.999706,5.40861e-05,0.465958,0.884803,-0.00257992,0.981955,0.189011,-0.00625444,0.956985,-0.29011,0.00402213,0.270214,0.9628,-0.000422508,0.423187,-0.906039,0.0024344,-0.0406314,-0.999174,-6.29389e-05,0.99982,-0.018977,0.000464536,0.999999,-0.0014494,0.000238652,0.999993,-0.003745,1.44833e-05,0.999147,0.0412934,0.000263942,0.99999,-0.00449684,0.0001148,0.999995,-0.00315255,-4.90195e-05,
13.2,0.0246715,0.999696,5.55851e-05,0.441659,0.897179,-0.00255232,0.964209,0.265011,-0.00836999,0.943236,-0.332081,0.00531377,0.26687,0.963732,-0.000613676,0.400553,-0.916271,0.00236637,-0.0401799,-0.999192,-6.35007e-05,0.999699,-0.0245113,0.000717515,0.999998,-0.00208528,0.000255243,0.999993,-0.00375769,4.8254e-05,0.999278,0.0379807,3.35303e-06,0.999996,-0.00297219,0.000226112,0.999989,-0.00461557,-7.00143e-05,
13.3,0.0251184,0.999684,5.58955e-05,0.4174,0.908719,-0.00249308,0.936515,0.350531,-0.00817817,0.923695,-0.383081,0.0059557,0.262111,0.965037,-0.000763815,0.378187,-0.925726,0.00234289,-0.0397124,-0.999211,-6.48496e-05,0.999518,-0.0310346,0.000695696,0.999996,-0.00280089,0.000246257,0.999993,-0.00386988,3.25816e-05,0.99935,0.0360473,0.000123802,0.999995,-0.00319135,7.28251e-05,0.999995,-0.0032174,0.00015022,
13.4,0.0255618,0.999673,5.39295e-05,0.393502,0.91932,-0.00243305,0.908117,0.418672,-0.00604978,0.901742,-0.432244,0.00517692,0.256852,0.966451,-0.000695022,0.355471,-0.934684,0.00236931,-0.0392372,-0.99923,-6.57289e-05,0.999346,-0.036161,0.000427413,0.999994,-0.0033169,0.000231759,0.999992,-0.00389413,4.04462e-05,0.999432,0.0337063,-7.53244e-06,0.999997,-0.00252657,0.000254311,0.999994,-0.00347409,-0.000140473,
13.5,0.0260003,0.999662,5.44523e-05,0.369814,0.929103,-0.0023973,0.880458,0.474083,-0.00617915,0.878921,-0.476934,0.00559988,0.251677,0.967811,-0.000800763,0.332454,-0.943116,0.0023445,-0.0387613,-0.999248,-6.61513e-05,0.999188,-0.0402989,0.000455054,0.999993,-0.00371934,0.000227642,0.999992,-0.00392392,3.07098e-05,0.999489,0.0319602,7.32585e-05,0.999998,-0.00221248,0.000114135,0.999994,-0.00340322,9.03983e-05,
13.6,0.0264485,0.99965,5.45656e-05,0.346212,0.938153,-0.00236182,0.847549,0.530683,-0.00601271,0.849826,-0.527029,0.00601602,0.244868,0.969556,-0.000942367,0.309571,-0.950874,0.00232434,-0.0382743,-0.999267,-6.70795e-05,0.998993,-0.0448729,0.00044281,0.999992,-0.00409463,0.000223201,0.999992,-0.00394611,4.15368e-05,0.999541,0.0303095,-3.05816e-05,0.999998,-0.00212519,0.000191062,0.999996,-0.00284381,9.86644e-06,
13.7,0.0268927,0.999638,5.36608e-05,0.322738,0.946485,-0.0023331,0.81643,0.577423,-0.00502301,0.820181,-0.57208,0.00530839,0.23817,0.971223,-0.000837267,0.286443,-0.958094,0.00233479,-0.0377897,-0.999286,-6.66187e-05,0.998817,-0.0486212,0.000319564,0.99999,-0.00438421,0.000217779,0.999992,-0.00394161,3.22717e-05,0.999589,0.0286743,1.59456e-05,0.999999,-0.00171118,0.000192756,0.999996,-0.00298301,-3.55842e-05,
13.8,0.0273388,0.999626,5.44323e-05,0.299337,0.954145,-0.00230625,0.784183,0.620507,-0.00529285,0.78783,-0.615864,0.00591405,0.230926,0.972971,-0.00101993,0.263262,-0.964722,0.00230735,-0.0373031,-0.999304,-6.73702e-05,0.998633,-0.0522622,0.000370188,0.999989,-0.0046369,0.000214335,0.999992,-0.00396175,3.4983e-05,0.999622,0.027489,-4.93026e-06,0.999999,-0.00159208,0.00016069,0.999996,-0.00280292,4.41927e-05,
13.9,0.027788,0.999614,5.37031e-05,0.276002,0.961154,-0.00228629,0.751014,0.66027,-0.00463379,0.752677,-0.658369,0.00534994,0.22301,0.974816,-0.000931301,0.240039,-0.97076,0.00231271,-0.0368145,-0.999322,-6.69187e-05,0.998442,-0.0557946,0.000289209,0.999988,-0.00484535,0.000212432,0.999992,-0.00394859,3.90409e-05,0.999658,0.0261461,-4.63543e-05,0.999999,-0.00143335,0.000187153,0.999997,-0.00255788,1.85239e-05,
14,0.0282354,0.999601,5.41862e-05,0.252706,0.96754,-0.00226537,0.718561,0.695449,-0.00467632,0.717149,-0.696898,0.0056004,0.21524,0.976561,-0.00103751,0.216692,-0.976237,0.00229681,-0.0363294,-0.99934,-6.72103e-05,0.998257,-0.0590086,0.000308939,0.999987,-0.0050246,0.000208782,0.999992,-0.003942,3.38669e-05,0.999687,0.0250002,-1.89006e-05,0.999999,-0.00124479,0.000184948,0.999997,-0.00250757,-5.13261e-06,
14.1,0.0286867,0.999588,5.38559e-05,0.229458,0.973316,-0.00225027,0.684927,0.728599,-0.00432083,0.678849,-0.734259,0.00527663,0.206735,0.978397,-0.000992288,0.193339,-0.981129,0.00229684,-0.035842,-0.999357,-6.68471e-05,0.998059,-0.0622779,0.000269306,0.999987,-0.00517455,0.000207325,0.999992,-0.00394405,3.49241e-05,0.999711,0.0240387,-3.17807e-05,0.999999,-0.00112344,0.000179409,0.999997,-0.00242782,1.44698e-05,
14.2,0.0291362,0.999575,5.40938e-05,0.206228,0.978501,-0.00223473,0.652006,0.758202,-0.00428081,0.640557,-0.767892,0.00535247,0.198443,0.980112,-0.00105203,0.16988,-0.985462,0.0022874,-0.0353588,-0.999375,-6.69621e-05,0.997866,-0.0652902,0.00027762,0.999986,-0.00530403,0.000205097,0.999992,-0.00393133,3.79116e-05,0.999734,0.0230533,-5.51087e-05,0.999999,-0.00100839,0.000182889,0.999997,-0.00229473,2.32982e-05,
14.3,0.0295887,0.999562,5.3894e-05,0.183032,0.983105,-0.00222369,0.618333,0.785905,-0.00404196,0.600311,-0.79975,0.00511938,0.189627,0.981856,-0.00101947,0.146404,-0.989222,0.00228726,-0.0348749,-0.999392,-6.66055e-05,0.997661,-0.0683498,0.000251669,0.999985,-0.00540717,0.000204161,0.999992,-0.00391824,3.62411e-05,0.999755,0.0221497,-5.0376e-05,1,-0.000899521,0.000182911,0.999998,-0.00218713,1.61118e-05,
14.4,0.03004,0.999549,5.41241e-05,0.159844,0.98714,-0.00221178,0.585058,0.810982,-0.0040019,0.559948,-0.828511,0.0051593,0.180937,0.983494,-0.0010667,0.122852,-0.992422,0.00228134,-0.0343944,-0.999408,-6.6615e-05,0.997458,-0.0712538,0.000259769,0.999985,-0.00549696,0.000201753,0.999992,-0.00391018,3.52861e-05,0.999772,0.0213558,-4.90878e-05,1,-0.000807551,0.000182856,0.999998,-0.00211147,1.13839e-05,
14.5,0.0304932,0.999535,5.39124e-05,0.136678,0.990613,-0.00220427,0.551434,0.83421,-0.00381959,0.518407,-0.855119,0.00496089,0.171944,0.985106,-0.00103257,0.0992691,-0.995058,0.00228251,-0.0339147,-0.999425,-6.62523e-05,0.997246,-0.0741665,0.000241327,0.999984,-0.00556594,0.000201188,0.999992,-0.00390001,3.62487e-05,0.999788,0.0206098,-5.80891e-05,1,-0.000721936,0.000183928,0.999998,-0.00204065,1.36453e-05,
14.6,0.0309462,0.999521,5.41163e-05,0.11352,0.993533,-0.00219563,0.517934,0.855412,-0.00378615,0.476527,-0.879146,0.00498689,0.16295,0.986634,-0.00107213,0.0756334,-0.997133,0.0022795,-0.0334377,-0.999441,-6.62284e-05,0.997031,-0.0770015,0.000250326,0.999984,-0.00562178,0.00019901,0.999992,-0.00388641,3.69399e-05,0.999802,0.0198978,-6.46404e-05,1,-0.000643279,0.000183297,0.999998,-0.00196479,1.73259e-05,
14.7,0.0313997,0.999507,5.39777e-05,0.0903715,0.995906,-0.00219092,0.484375,0.874853,-0.00365244,0.434083,-0.90086,0.00483898,0.153847,0.988094,-0.0010459,0.0519575,-0.998647,0.00228194,-0.0329626,-0.999457,-6.58751e-05,0.99681,-0.079814,0.000237029,0.999984,-0.00566175,0.000198726,0.999993,-0.00387249,3.66661e-05,0.999815,0.0192365,-6.59851e-05,1,-0.000575351,0.000181885,0.999998,-0.00188936,1.86426e-05,
14.8,0.0318538,0.999493,5.41192e-05,0.0672321,0.997735,-0.00218561,0.450754,0.892641,-0.00360844,0.391135,-0.920321,0.00483092,0.144642,0.989483,-0.0010688,0.0282439,-0.999598,0.00228249,-0.0324895,-0.999472,-6.57634e-05,0.996582,-0.082612,0.000243201,0.999984,-0.00568725,0.000196805,0.999993,-0.00385902,3.64205e-05,0.999827,0.0186247,-6.73098e-05,1,-0.000515555,0.000181342,0.999998,-0.0018206,1.78998e-05,
14.9,0.0323078,0.999478,5.40852e-05,0.044096,0.999025,-0.00218288,0.417224,0.908797,-0.00352688,0.347991,-0.937486,0.00475125,0.135442,0.990785,-0.00106054,0.00448772,-0.999987,0.00228591,-0.032019,-0.999487,-6.54967e-05,0.99635,-0.0853654,0.000239202,0.999984,-0.00570192,0.000196024,0.999993,-0.00384511,3.64576e-05,0.999837,0.0180516,-6.98618e-05,1,-0.000460287,0.000181488,0.999998,-0.00175926,1.69632e-05,
15,0.0327625,0.999463,5.41183e-05,0.0209684,0.999778,-0.00218099,0.383589,0.923497,-0.0034684,0.304361,-0.952545,0.00470537,0.126114,0.992015,-0.00106303,-0.0193004,-0.999811,0.00228997,-0.0315504,-0.999502,-6.52856e-05,0.996109,-0.0881331,0.000240225,0.999984,-0.00570137,0.000194826,0.999993,-0.00383019,3.66111e-05,0.999847,0.0175116,-7.26316e-05,1,-0.000408713,0.000181422,0.999999,-0.00170289,1.67318e-05,
15.1,0.0325831,0.999469,-5.00054e-05,0.0228399,0.999738,-0.00121559,0.385476,0.922717,0.00136211,0.306802,-0.951768,-0.00308044,0.126553,0.991958,0.00176598,-0.0171294,-0.999853,0.00113429,-0.0317341,-0.999496,4.64815e-05,0.995786,-0.0917016,-0.000555362,0.999985,-0.00538766,0.000197096,0.999993,-0.00385989,5.87269e-05,0.999845,0.01759,-9.41977e-05,1,-0.000417839,0.000191154,0.999999,-0.00170447,1.92787e-05,
15.2,0.0327256,0.999464,-0.000133516,0.0230342,0.999735,-3.70197e-05,0.380008,0.924983,-0.000741447,0.297064,-0.954857,0.00128423,0.122404,0.99248,-0.000401685,-0.0172858,-0.999851,-0.000272837,-0.0315586,-0.999502,0.000132178,0.995357,-0.0962466,0.000517519,0.999986,-0.00538065,-6.1517e-07,0.999993,-0.00385511,8.31533e-05,0.999845,0.0175956,-0.000123477,1,-0.000399893,0.000197184,0.999999,-0.0017047,2.0165e-05,
15.3,0.0329169,0.999458,-0.000132164,0.0218716,0.999761,0.000541621,0.38548,0.922716,0.000240864,0.307748,-0.951468,0.000201357,0.127235,0.991873,-0.00020609,-0.0191141,-0.999817,-0.000794635,-0.0313453,-0.999509,0.000106876,0.995222,-0.0976388,7.35345e-05,0.999983,-0.0057439,0.000106012,0.999993,-0.00386297,7.00737e-05,0.999846,0.0175605,-0.000120746,1,-0.000385312,0.000196336,0.999999,-0.0017058,2.41778e-05,
15.4,0.0330672,0.999453,-4.59487e-05,0.0210349,0.999779,0.00060641,0.379956,0.925004,0.000856939,0.299444,-0.954113,-0.000876823,0.124152,0.992263,0.000188838,-0.020218,-0.999795,-0.000580923,-0.0312376,-0.999512,-5.57658e-06,0.994558,-0.10418,4.7946e-05,0.999986,-0.00534609,0.000163666,0.999992,-0.00390006,4.43403e-05,0.999845,0.0175948,-0.00011264,1,-0.000371664,0.000191141,0.999999,-0.0016932,2.64899e-05,
15.5,0.0330159,0.999455,5.89197e-05,0.0203511,0.999793,0.00041335,0.382062,0.924137,-0.000435981,0.303815,-0.95273,0.00110508,0.126221,0.992002,-0.000553739,-0.0207008,-0.999786,-0.000164888,-0.0313626,-0.999508,-0.000108226,0.994281,-0.106796,0.000573025,0.999985,-0.00541699,0.000167564,0.999992,-0.00396991,2.1204e-05,0.999845,0.0176185,-0.000112972,1,-0.000370887,0.000187238,0.999999,-0.0016844,2.5726e-05,
15.6,0.0328749,0.999459,0.000104401,0.0203187,0.999794,8.26941e-05,0.381045,0.924556,0.000613726,0.302646,-0.953103,-0.000870553,0.125815,0.992054,0.000347429,-0.0204046,-0.999792,0.000189449,-0.0315501,-0.999502,-0.000122582,0.993674,-0.112303,-2.3663e-05,0.999988,-0.00491117,0.00029289,0.999992,-0.00406451,1.32892e-05,0.999844,0.0176607,-0.000112732,1,-0.000363363,0.000188017,0.999999,-0.0016737,2.48995e-05,
15.7,0.0327348,0.999464,9.35032e-05,0.0206027,0.999788,-7.84417e-05,0.380111,0.924941,-0.000334626,0.301275,-0.953537,0.000522876,0.125191,0.992133,-0.000149943,-0.0199569,-0.999801,0.000220857,-0.0316742,-0.999498,-7.43173e-05,0.993038,-0.117795,0.00052836,0.99999,-0.00452013,0.00015827,0.999991,-0.00412774,3.48074e-05,0.999844,0.0176877,-0.000121152,1,-0.000350419,0.000188016,0.999999,-0.00166611,2.26083e-05,
15.8,0.0326609,0.999466,3.9079e-05,0.0209016,0.999782,-0.000147769,0.381079,0.924543,8.04862e-05,0.303268,-0.952905,-0.000153933,0.125952,0.992036,0.000144948,-0.0198009,-0.999804,0.000124065,-0.0316876,-0.999498,-3.82673e-06,0.992412,-0.122955,0.000180516,0.999991,-0.00430939,0.000172747,0.999991,-0.00414397,5.15405e-05,0.999843,0.0177048,-0.000119108,1,-0.000336606,0.000187646,0.999999,-0.00166039,2.2181e-05,
15.9,0.0326861,0.999466,-1.38154e-05,0.0212163,0.999775,-9.93598e-05,0.379468,0.925205,-4.08533e-06,0.301003,-0.953623,-6.023e-05,0.124957,0.992162,9.8517e-05,-0.0198203,-0.999804,2.05002e-06,-0.0316075,-0.9995,3.66434e-05,0.991458,-0.130422,0.000455783,0.999993,-0.00386404,9.41671e-05,0.999991,-0.00413251,5.78769e-05,0.999843,0.0177429,-0.000116399,1,-0.000322252,0.000185513,0.999999,-0.00165171,2.13974e-05,
16,0.0327508,0.999464,-4.11229e-05,0.0213158,0.999773,-2.51237e-05,0.3799,0.925028,-0.000106417,0.302251,-0.953228,0.000199642,0.125468,0.992098,-3.72693e-05,-0.0200354,-0.999799,-5.77938e-05,-0.0315271,-0.999503,3.62971e-05,0.990643,-0.136475,0.000464599,0.999993,-0.00364808,0.000139855,0.999991,-0.00413856,4.19624e-05,0.999842,0.0177816,-0.000112916,1,-0.00031369,0.000184446,0.999999,-0.00164532,2.0869e-05,
16.1,0.0328241,0.999461,-4.05224e-05,0.0214015,0.999771,2.19211e-05,0.378791,0.925482,0.000106555,0.301286,-0.953534,-0.000159383,0.125118,0.992142,8.85087e-05,-0.0202003,-0.999796,-3.64049e-05,-0.0314815,-0.999504,1.21681e-05,0.989383,-0.145331,0.000505234,0.999996,-0.00282226,0.000147124,0.999991,-0.00418634,3.47443e-05,0.999841,0.0178368,-0.000113613,1,-0.000301131,0.000185102,0.999999,-0.00163667,2.04546e-05,
16.2,0.0328648,0.99946,-2.05663e-05,0.0214259,0.99977,4.70587e-05,0.37827,0.925695,-8.59237e-05,0.301147,-0.953578,0.000155736,0.12511,0.992143,-5.04422e-05,-0.0202952,-0.999794,-4.58356e-06,-0.0314868,-0.999504,-1.46071e-05,0.988186,-0.153257,0.000723944,0.999997,-0.00227717,0.000107512,0.999991,-0.00421548,3.90426e-05,0.99984,0.0178785,-0.000117826,1,-0.000286758,0.000186092,0.999999,-0.0016296,2.02741e-05,
